name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Alex Rybakov,2023-02-06,1489.2020603058695,1489.2020603058695,1500.0,1500.0,1491.4915269555604,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Alex de Minaur,2025-08-04,1534.5206905522218,1842.6716800219504,1585.6478578325032,1623.8252529023919,1524.7063678477562,0.559322033898305,0.6727272727272727,0.6263157894736842,0.6302816901408451,0.6,0.6,-1,5.627737226277373,5
Alexandar Lazarov,2023-11-06,1479.086967096928,1511.4103096563379,1509.0,1500.0,1473.051690269206,0.5454545454545454,0.5,0.4,0.4375,0.3333333333333333,0.4,-3,36.666666666666664,1
Alexander Blockx,2024-10-14,1474.3908824379537,1489.4151809428793,1500.0,1500.0,1474.5543461277878,0.5,0.5,0.38461538461538464,0.38461538461538464,0.0,0.0,-3,40.333333333333336,1
Alexander Bublik,2025-07-01,1530.4724099362118,1691.9391085207874,1466.9078887015435,1574.0841984887402,1530.215926972101,0.40384615384615385,0.6181818181818182,0.5099337748344371,0.5126050420168067,0.2,0.2,-2,6.473684210526316,1
Alexander Erler,2021-07-26,1514.2231270453924,1514.2231270453924,1501.1382212196697,1500.0,1500.0,0.5,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,1
Alexander Ritschard,2024-04-01,1479.6537812043227,1515.8448908924697,1480.9283914379628,1491.8042100553746,1505.5673780292514,0.4375,0.45454545454545453,0.5,0.42857142857142855,0.4,0.2,-3,31.636363636363637,1
Alexander Sarkissian,2021-07-19,1486.1083657489357,1486.1083657489357,1500.0,1500.0,1490.5460169777164,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Alexander Shevchenko,2025-07-01,1512.666835112436,1574.5318211523484,1489.9874586213114,1473.5308412443585,1512.4236494292313,0.4473684210526316,0.4,0.46875,0.44329896907216493,0.5,0.4,-3,9.655172413793103,1
Alexander Zgirovsky,2021-09-18,1490.5467890074426,1490.5467890074426,1491.6687306040062,1500.0,1500.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,1
Alexander Zverev,2025-08-06,1861.7960522392607,1895.49462529874,1749.971450591547,1563.3476213476083,1794.5517251128626,0.7452830188679245,0.625,0.7189189189189189,0.7326732673267327,0.7,0.8,-1,4.573378839590443,5
Alexandre Muller,2025-07-31,1520.6240573004952,1548.5119156255546,1506.6698528657175,1498.5421304139793,1478.8370954826148,0.4857142857142857,0.4666666666666667,0.40425531914893614,0.42857142857142855,0.4,0.2,-1,12.835820895522389,2
Alexandros Skorilas,2023-09-16,1501.299939198927,1512.0,1500.0,1500.0,1498.940170286683,0.5,0.5,0.5,0.5,0.5,0.5,-1,45.0,1
Alexei Popyrin,2025-08-04,1683.2114896631526,1689.4502429999075,1509.7593609810262,1448.5746038346695,1634.8392089183567,0.4897959183673469,0.35714285714285715,0.5206611570247934,0.4887640449438202,0.5,0.6,-1,8.660714285714286,4
Alexey Vatutin,2024-10-14,1465.2830405089599,1487.8798185741825,1490.1424345808007,1500.0,1480.4049795289163,0.45454545454545453,0.5,0.4166666666666667,0.38461538461538464,0.0,0.0,-3,50.0,1
Alexis Galarneau,2025-07-29,1497.6645729206025,1504.006921184549,1491.2418195820346,1500.0,1496.9515901742068,0.45454545454545453,0.5,0.4666666666666667,0.4375,0.3333333333333333,0.4,-1,41.666666666666664,1
Alexis Klegou,2022-03-04,1488.0,1488.0,1500.0,1500.0,1491.0,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Alibek Kachmazov,2024-09-18,1493.2992037357665,1493.2992037357665,1500.0,1500.0,1502.7555871161776,0.5,0.5,0.5,0.4666666666666667,0.4,0.4,1,31.0,1
Aljaz Bedene,2022-09-16,1445.1558200289564,1536.9866765028505,1494.1877291721382,1475.5638372630972,1480.6506868135077,0.48484848484848486,0.4117647058823529,0.4583333333333333,0.4444444444444444,0.3,0.2,1,10.25,2
Altug Celikbilek,2024-02-02,1533.6127741512998,1533.6127741512998,1491.0,1491.0,1535.002881759008,0.45454545454545453,0.45454545454545453,0.6,0.5652173913043478,0.6,0.6,2,35.46153846153846,1
Alvaro Guillen Meza,2024-02-02,1499.8945183783655,1511.5432685656713,1500.1951012105596,1500.0,1500.0,0.5,0.5,0.5,0.5,0.5,0.5,-1,45.0,1
Alvaro Lopez San Martin,2023-05-22,1487.9648101757211,1487.9648101757211,1491.8303175552844,1500.0,1500.0,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,1
