player_key,player,elo_current,elo_peak,wr_overall_sm,wr_Clay_sm,wr_Grass_sm,wr_Hard_sm,form10,form5,streak,avg_rest_days,rank_latest,matches_played,wins,last_date,raw_win_rate
marcelo demoliner,Marcelo Demoliner,1487.5528992640202,1487.5528992640202,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-09-15,0.0
bor artnak,Bor Artnak,1487.5415045345972,1512.3834040508646,0.4666666666666667,0.4666666666666667,0.5,0.5,0.4,0.4,-2,54.0,678.0,6,2,2023-09-15,0.3333333333333333
johannes ingildsen,Johannes Ingildsen,1487.37816849864,1487.585699413623,0.46153846153846156,0.5,0.45454545454545453,0.5,0.3333333333333333,0.3333333333333333,1,50.0,785.0,3,1,2022-09-17,0.3333333333333333
cayetano march,Cayetano March,1487.3103327114884,1487.3103327114884,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-03-04,0.0
hernan casanova,Hernan Casanova,1487.3020315770095,1487.3020315770095,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-07-25,0.0
daniel michalski,Daniel Michalski,1487.275636787394,1487.275636787394,0.45454545454545453,0.5,0.5,0.38461538461538464,0.5,0.5,-1,30.0,,3,0,2023-01-02,0.0
linh giang trinh,Linh Giang Trinh,1487.200838779806,1487.200838779806,0.45454545454545453,0.5,0.5,0.4166666666666667,0.5,0.5,-1,30.0,,2,0,2024-02-02,0.0
nathan anthony barki,Nathan Anthony Barki,1487.1983455875568,1487.1983455875568,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
patrik niklas salminen,Patrik Niklas Salminen,1487.1979385095267,1487.1979385095267,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-09-17,0.0
leonardo mayer,Leonardo Mayer,1487.1750531232926,1487.1750531232926,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-03-08,0.0
maximus jones,Maximus Jones,1487.1717827711186,1487.1717827711186,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
gillian osmont,Gillian Osmont,1487.1613801235096,1487.1613801235096,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-02,0.0
blaz rola,Blaz Rola,1487.153528269871,1487.5714076300158,0.46153846153846156,0.5384615384615384,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,1,50.0,179.0,4,2,2023-09-15,0.5
mehluli don ayanda sibanda,Mehluli Don Ayanda Sibanda,1487.125145829283,1487.125145829283,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-11-26,0.0
aleksandre metreveli,Aleksandre Metreveli,1487.0944683700081,1487.0944683700081,0.45454545454545453,0.5,0.5,0.38461538461538464,0.5,0.5,-1,30.0,,3,0,2022-01-03,0.0
antoine escoffier,Antoine Escoffier,1487.0870005098627,1487.0870005098627,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-01-29,0.0
luka mikrut,Luka Mikrut,1487.0621408745158,1487.0621408745158,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-07-22,0.0
tao mu,Tao Mu,1487.0539576332112,1487.0539576332112,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-09-20,0.0
petros chrysochos,Petros Chrysochos,1486.9805999662983,1512.0,0.4666666666666667,0.5,0.5,0.45454545454545453,0.4,0.4,-2,30.0,990.0,5,2,2024-02-03,0.4
joris de loore,Joris De Loore,1486.9584071515633,1486.9584071515633,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-02-03,0.0
sandro ehrat,Sandro Ehrat,1486.8797111666474,1486.8797111666474,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-07-19,0.0
vasek pospisil,Vasek Pospisil,1486.8493882808407,1502.002204333015,0.4166666666666667,0.5,0.47058823529411764,0.4146341463414634,0.5,0.4,-1,19.63157894736842,486.0,38,15,2024-08-05,0.39473684210526316
faris zakaryia,Faris Zakaryia,1486.8239208694526,1486.8239208694526,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2024-09-13,0.0
siddharth vishwakarma,Siddharth Vishwakarma,1486.8202375817182,1486.8202375817182,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-09-14,0.0
lukas hellum lilleengen,Lukas Hellum Lilleengen,1486.8089532577037,1486.8089532577037,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-16,0.0
ruben bemelmans,Ruben Bemelmans,1486.7879895057818,1486.7879895057818,0.45454545454545453,0.5,0.5,0.5,0.5,0.5,-1,30.0,,2,1,2021-09-18,0.5
yanki erel,Yanki Erel,1486.6622833324473,1499.5670628930986,0.46153846153846156,0.4166666666666667,0.5,0.5454545454545454,0.3333333333333333,0.3333333333333333,-1,50.0,325.0,3,1,2024-09-13,0.3333333333333333
riccardo bonadio,Riccardo Bonadio,1486.6375963172081,1511.2600721998929,0.46153846153846156,0.46153846153846156,0.5,0.5,0.3333333333333333,0.3333333333333333,-2,21.666666666666668,182.0,3,1,2023-04-03,0.3333333333333333
patrick kypson,Patrick Kypson,1486.5850963491725,1505.5279638692218,0.4444444444444444,0.4166666666666667,0.5,0.5,0.375,0.4,-2,20.875,151.0,8,3,2024-04-01,0.375
james ward,James Ward,1486.5431873004657,1486.5431873004657,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2021-06-21,0.0
juan martin del potro,Juan Martin del Potro,1486.3666216389627,1486.3666216389627,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-02-07,0.0
raul brancaccio,Raul Brancaccio,1486.3578260178385,1486.3578260178385,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-05-24,0.0
danilo petrovic,Danilo Petrovic,1486.3452844773735,1486.3452844773735,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-04-19,0.0
jurij rodionov,Jurij Rodionov,1486.2259804014102,1536.1275949217443,0.45454545454545453,0.5,0.47058823529411764,0.43478260869565216,0.5,0.4,1,25.176470588235293,118.0,34,15,2024-09-13,0.4411764705882353
prajnesh gunneswaran,Prajnesh Gunneswaran,1486.172957127063,1489.5453292901082,0.4375,0.5,0.5,0.4375,0.3333333333333333,0.4,1,42.666666666666664,335.0,6,2,2023-02-03,0.3333333333333333
alexander sarkissian,Alexander Sarkissian,1486.1083657489357,1486.1083657489357,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2021-07-19,0.0
christian sigsgaard,Christian Sigsgaard,1486.0999269117287,1512.0,0.46153846153846156,0.5,0.45454545454545453,0.5,0.3333333333333333,0.3333333333333333,-2,50.0,824.0,3,1,2022-09-17,0.3333333333333333
liam krall,Liam Krall,1486.0196339427348,1486.0196339427348,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-02-06,0.0
caleb chakravarthi,Caleb Chakravarthi,1485.9712009339798,1485.9712009339798,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-02-07,0.0
darwin blanch,Darwin Blanch,1485.9299304903786,1490.4636648808294,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,32.5,1034.0,2,0,2024-04-22,0.0
clement chidekh,Clement Chidekh,1485.7412304921668,1485.7412304921668,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-02-06,0.0
rowland phillips,Rowland Phillips,1485.7401263196234,1510.4569707360681,0.4666666666666667,0.46153846153846156,0.5,0.4166666666666667,0.4,0.4,-2,42.0,1778.0,6,2,2024-02-03,0.3333333333333333
alex bolt,Alex Bolt,1485.7270776397638,1525.1332853576814,0.42857142857142855,0.5,0.42105263157894735,0.46153846153846156,0.4,0.4,-2,22.64,210.0,25,10,2025-07-01,0.4
manas dhamne,Manas Dhamne,1485.708081494112,1485.708081494112,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-01-02,0.0
branko djuric,Branko Djuric,1485.6646481213768,1485.6646481213768,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-11-04,0.0
erik arutiunian,Erik Arutiunian,1485.6505232017196,1485.6505232017196,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2021-09-18,0.0
tristan boyer,Tristan Boyer,1485.6498891189171,1491.9562693462456,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,22.5,,2,0,2025-08-13,0.0
joel schwaerzler,Joel Schwaerzler,1485.5857795585896,1488.4031323643844,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,392.0,2,0,2024-10-21,0.0
amir milushev,Amir Milushev,1485.5296486917891,1485.5296486917891,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-02-03,0.0
gustavo heide,Gustavo Heide,1485.5141750384203,1511.9656464683178,0.4444444444444444,0.4375,0.5,0.45454545454545453,0.375,0.4,-2,27.875,178.0,8,3,2024-07-22,0.375
gonzalo bueno,Gonzalo Bueno,1485.4131517183966,1512.027602002009,0.46153846153846156,0.45454545454545453,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,-2,50.0,403.0,3,1,2024-09-13,0.3333333333333333
yi zhou,Yi Zhou,1485.258100784107,1494.3913018096641,0.45,0.45454545454545453,0.5,0.45,0.4,0.4,1,18.0,446.0,11,4,2024-10-02,0.36363636363636365
hugo gaston,Hugo Gaston,1485.083942483042,1571.7906289864839,0.4158415841584158,0.4782608695652174,0.47058823529411764,0.3793103448275862,0.4,0.2,-3,14.175824175824175,,91,37,2025-07-29,0.4065934065934066
tommy robredo,Tommy Robredo,1485.060464593078,1485.060464593078,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2022-04-18,0.0
denis yevseyev,Denis Yevseyev,1484.8616443132032,1503.4762096970503,0.42857142857142855,0.5,0.5,0.4166666666666667,0.25,0.25,-2,37.5,160.0,4,1,2024-09-18,0.25
calvin hemery,Calvin Hemery,1484.809005463908,1484.809005463908,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2023-11-06,0.0
gerardo lopez villasenor,Gerardo Lopez Villasenor,1484.7958271180198,1524.0130170840755,0.4666666666666667,0.45454545454545453,0.5,0.5,0.4,0.4,-3,32.0,654.0,5,2,2022-09-16,0.4
guido andreozzi,Guido Andreozzi,1484.4494185981362,1507.811779592866,0.42857142857142855,0.46153846153846156,0.5,0.45454545454545453,0.25,0.25,-2,37.5,240.0,4,1,2024-07-22,0.25
maks kasnikowski,Maks Kasnikowski,1484.433165312016,1511.5892606755758,0.46153846153846156,0.5,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,-2,36.0,194.0,3,1,2024-09-13,0.3333333333333333
kimmer coppejans,Kimmer Coppejans,1484.2334718429358,1488.0,0.42857142857142855,0.5,0.45454545454545453,0.42857142857142855,0.25,0.25,1,39.25,188.0,5,1,2023-09-20,0.2
arjun kadhe,Arjun Kadhe,1484.2244571100969,1484.2244571100969,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-01-31,0.0
jason kubler,Jason Kubler,1484.1567052706375,1570.326735875883,0.49206349206349204,0.5,0.5454545454545454,0.46153846153846156,0.2,0.2,-2,11.49056603773585,102.0,53,26,2024-01-15,0.49056603773584906
facundo mena,Facundo Mena,1483.9410426309787,1483.9410426309787,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2022-09-19,0.0
marco trungelliti,Marco Trungelliti,1483.876666703956,1501.8409085971869,0.4166666666666667,0.5,0.45454545454545453,0.4,0.4,0.4,-2,32.5,136.0,14,5,2024-09-18,0.35714285714285715
sergiy stakhovsky,Sergiy Stakhovsky,1483.6335131712992,1512.0,0.4375,0.5,0.5,0.4375,0.3333333333333333,0.2,-1,20.333333333333332,194.0,6,2,2021-11-26,0.3333333333333333
vilius gaubas,Vilius Gaubas,1483.6049425905287,1500.414300586377,0.4375,0.45454545454545453,0.5,0.4,0.3333333333333333,0.4,-1,45.0,366.0,7,2,2024-09-13,0.2857142857142857
stefanos sakellaridis,Stefanos Sakellaridis,1483.3867799480067,1509.2698871992905,0.42857142857142855,0.5,0.5,0.42857142857142855,0.25,0.25,-3,22.5,803.0,4,1,2024-01-01,0.25
ivo karlovic,Ivo Karlovic,1483.1912503907772,1512.0,0.4375,0.5,0.5,0.42857142857142855,0.3333333333333333,0.2,-3,23.166666666666668,200.0,6,2,2021-08-30,0.3333333333333333
titouan droguet,Titouan Droguet,1483.1058427391556,1517.6349204341798,0.42857142857142855,0.45454545454545453,0.5,0.46153846153846156,0.25,0.25,-3,37.5,141.0,4,1,2024-11-04,0.25
martins rocens,Martins Rocens,1482.6584636454563,1488.3424421948018,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,,2,0,2024-02-02,0.0
andres martin,Andres Martin,1482.5063414042593,1514.3601011727399,0.42857142857142855,0.5,0.5,0.42857142857142855,0.25,0.25,-3,37.5,723.0,4,1,2024-07-22,0.25
jack sock,Jack Sock,1482.3227340658366,1536.412905908534,0.4444444444444444,0.4166666666666667,0.5555555555555556,0.42857142857142855,0.3,0.2,-2,14.114285714285714,154.0,35,15,2023-04-03,0.42857142857142855
dane sweeny,Dane Sweeny,1482.2549348566863,1511.585699413623,0.4375,0.5,0.5,0.4375,0.3333333333333333,0.2,-2,27.0,273.0,6,2,2024-01-15,0.3333333333333333
yuki bhambri,Yuki Bhambri,1482.1491088127548,1489.1778979373275,0.4375,0.5,0.5454545454545454,0.4,0.3333333333333333,0.4,-1,33.833333333333336,590.0,6,2,2023-02-03,0.3333333333333333
pedro martinez,Pedro Martinez,1481.5249779598057,1580.341843476194,0.4342105263157895,0.4878048780487805,0.43478260869565216,0.3880597014925373,0.3,0.4,-2,9.154929577464788,,142,61,2025-08-13,0.4295774647887324
osgar ohoisin,Osgar Ohoisin,1481.0619289979306,1500.7990299293624,0.4375,0.5,0.5,0.46153846153846156,0.3333333333333333,0.4,-1,35.0,859.0,6,2,2024-02-03,0.3333333333333333
antoine hoang,Antoine Hoang,1480.7621369622382,1512.0,0.42857142857142855,0.5,0.5,0.4166666666666667,0.25,0.25,-3,27.75,150.0,4,1,2021-09-20,0.25
lucas catarina,Lucas Catarina,1480.6989320938476,1486.3620429341242,0.42857142857142855,0.46153846153846156,0.5,0.45454545454545453,0.25,0.25,1,52.5,499.0,4,1,2023-09-15,0.25
joao menezes,Joao Menezes,1480.4854411806011,1489.1850061795985,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,199.0,2,0,2021-07-24,0.0
luke saville,Luke Saville,1480.4558459443647,1490.8970905962656,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,417.0,2,0,2023-09-20,0.0
gregoire barrere,Gregoire Barrere,1480.2494625334562,1555.1175737561582,0.4177215189873418,0.4375,0.5,0.40425531914893614,0.3,0.0,-5,14.289855072463768,131.0,69,28,2024-11-04,0.4057971014492754
jason jung,Jason Jung,1480.2425468376389,1511.412961591155,0.4444444444444444,0.5,0.5384615384615384,0.375,0.375,0.2,1,28.0,281.0,9,3,2023-07-31,0.3333333333333333
pierre hugues herbert,Pierre Hugues Herbert,1480.227411013964,1531.4622448364994,0.4444444444444444,0.3684210526315789,0.4166666666666667,0.5142857142857142,0.5,0.4,1,18.714285714285715,139.0,36,15,2024-11-04,0.4166666666666667
roman andres burruchaga,Roman Andres Burruchaga,1480.1665463694949,1512.497258767098,0.42857142857142855,0.42857142857142855,0.5,0.5,0.25,0.25,-3,27.75,159.0,4,1,2024-05-27,0.25
nishesh basavareddy,Nishesh Basavareddy,1480.1173678746447,1501.7252832036204,0.4,0.5,0.45454545454545453,0.42857142857142855,0.2,0.2,-3,26.6,,5,1,2025-08-13,0.2
marius copil,Marius Copil,1480.1108327460338,1520.3749601501331,0.4117647058823529,0.38461538461538464,0.5,0.5,0.2857142857142857,0.0,-5,31.428571428571427,350.0,7,2,2024-02-03,0.2857142857142857
matteo martineau,Matteo Martineau,1480.094635173103,1489.8234140836362,0.4166666666666667,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-2,45.0,299.0,2,0,2024-06-10,0.0
robin haase,Robin Haase,1480.086444808202,1512.0,0.45,0.5384615384615384,0.45454545454545453,0.4375,0.4,0.4,-2,35.8,257.0,10,4,2024-07-29,0.4
alexander ritschard,Alexander Ritschard,1479.6537812043227,1515.8448908924697,0.42857142857142855,0.4375,0.45454545454545453,0.5,0.4,0.2,-3,31.636363636363637,163.0,11,4,2024-04-01,0.36363636363636365
alexandar lazarov,Alexandar Lazarov,1479.086967096928,1511.4103096563379,0.4375,0.5454545454545454,0.5,0.4,0.3333333333333333,0.4,-3,36.666666666666664,301.0,6,2,2023-11-06,0.3333333333333333
matteo gigante,Matteo Gigante,1479.0469131556104,1498.2801724353715,0.42857142857142855,0.46153846153846156,0.5,0.45454545454545453,0.25,0.25,-2,31.25,139.0,4,1,2025-07-29,0.25
eliot spizzirri,Eliot Spizzirri,1479.0331222828843,1498.9678501495443,0.42857142857142855,0.5,0.46153846153846156,0.45454545454545453,0.25,0.25,-2,33.0,393.0,4,1,2024-08-26,0.25
duje ajdukovic,Duje Ajdukovic,1478.9104653331067,1512.0,0.4230769230769231,0.42857142857142855,0.5,0.4666666666666667,0.4,0.4,-1,31.8125,105.0,16,6,2024-11-04,0.375
christopher eubanks,Christopher Eubanks,1478.727774351399,1613.3548299968038,0.4329896907216495,0.3157894736842105,0.5588235294117647,0.421875,0.5,0.4,-3,11.931034482758621,106.0,87,37,2025-07-01,0.42528735632183906
mirza basic,Mirza Basic,1478.5313537989675,1500.9001080385538,0.4375,0.46153846153846156,0.5,0.42857142857142855,0.3333333333333333,0.4,1,45.0,394.0,7,2,2024-09-14,0.2857142857142857
michael agwi,Michael Agwi,1478.4678061033517,1488.0,0.42857142857142855,0.5833333333333334,0.5,0.4166666666666667,0.25,0.25,1,37.5,935.0,5,2,2024-09-13,0.4
viktor troicki,Viktor Troicki,1478.3158336239878,1488.0,0.42857142857142855,0.45454545454545453,0.5,0.4166666666666667,0.25,0.25,1,38.25,196.0,5,1,2021-06-14,0.2
yshai oliel,Yshai Oliel,1478.1205189053853,1487.146842398996,0.4444444444444444,0.5,0.5,0.4444444444444444,0.375,0.6,1,48.75,415.0,9,4,2024-09-13,0.4444444444444444
jesper de jong,Jesper De Jong,1477.9969592199923,1491.8917817078984,0.36363636363636365,0.42857142857142855,0.46153846153846156,0.4,0.3,0.2,-1,39.083333333333336,,12,3,2025-07-03,0.25
j j wolf,J J Wolf,1477.901335794437,1598.6053343837493,0.47058823529411764,0.46153846153846156,0.5,0.4691358024691358,0.2,0.2,1,10.51086956521739,120.0,93,43,2024-07-29,0.46236559139784944
dalibor svrcina,Dalibor Svrcina,1477.796433628599,1502.4224023419122,0.4117647058823529,0.5,0.5,0.4117647058823529,0.2857142857142857,0.2,-3,32.0,194.0,7,2,2025-07-29,0.2857142857142857
charles broom,Charles Broom,1477.6706168464773,1489.0590999523813,0.4166666666666667,0.5,0.4166666666666667,0.5,0.5,0.5,-2,18.5,245.0,2,0,2024-07-01,0.0
cedrik marcel stebe,Cedrik Marcel Stebe,1477.6646630446178,1512.0,0.4375,0.45454545454545453,0.45454545454545453,0.4666666666666667,0.3333333333333333,0.2,1,36.166666666666664,139.0,7,2,2022-02-07,0.2857142857142857
muzammil murtaza,Muzammil Murtaza,1477.5894913968698,1488.0,0.4166666666666667,0.4166666666666667,0.45454545454545453,0.5,0.5,0.5,-2,45.0,,3,0,2022-09-16,0.0
menelaos efstathiou,Menelaos Efstathiou,1477.5396198410488,1489.8572694206848,0.42857142857142855,0.45454545454545453,0.5,0.45454545454545453,0.25,0.25,-1,37.5,894.0,4,1,2024-02-03,0.25
fajing sun,Fajing Sun,1477.2533387373237,1487.1523822456963,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,401.0,2,0,2024-09-18,0.0
eduardo nava,Eduardo Nava,1477.0067461756707,1487.308239469037,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,1761.0,2,0,2023-05-29,0.0
noah rubin,Noah Rubin,1476.7993847170947,1488.0,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,251.0,2,0,2021-08-23,0.0
dominic thiem,Dominic Thiem,1476.6172098093996,1596.1795318283337,0.45689655172413796,0.47619047619047616,0.35714285714285715,0.4745762711864407,0.2,0.0,-7,10.49056603773585,210.0,106,48,2024-10-21,0.4528301886792453
strong kirchheimer,Strong Kirchheimer,1476.5712932252939,1488.043129028476,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,416.0,2,0,2024-08-19,0.0
adam moundir,Adam Moundir,1476.4990544137902,1488.8515388328972,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,720.0,2,0,2023-09-16,0.0
anthony susanto,Anthony Susanto,1476.414300586377,1488.0,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,1717.0,3,0,2024-02-03,0.0
michael bassem sobhy,Michael Bassem Sobhy,1476.414300586377,1488.0,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,1561.0,2,0,2024-02-02,0.0
frederico ferreira silva,Frederico Ferreira Silva,1476.413805398902,1487.585699413623,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,18.5,184.0,2,0,2021-02-08,0.0
mikael torpegaard,Mikael Torpegaard,1476.312868929279,1512.0,0.42857142857142855,0.5,0.45454545454545453,0.46153846153846156,0.25,0.25,-3,24.25,188.0,4,1,2022-03-04,0.25
bradley klahn,Bradley Klahn,1476.2408161158385,1488.2535595715212,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,808.0,2,0,2023-07-31,0.0
liam broady,Liam Broady,1476.2217583713207,1513.3276686052418,0.4230769230769231,0.46153846153846156,0.43333333333333335,0.4482758620689655,0.3,0.2,-4,18.761904761904763,146.0,42,17,2024-07-01,0.40476190476190477
john patrick smith,John Patrick Smith,1476.074933624294,1488.0,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,25.5,318.0,2,0,2021-02-22,0.0
yunseong chung,Yunseong Chung,1476.0723448977224,1488.0247247103102,0.4166666666666667,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-2,45.0,426.0,2,0,2023-07-17,0.0
john millman,John Millman,1476.0492954551844,1544.684163532697,0.43820224719101125,0.4482758620689655,0.4444444444444444,0.4444444444444444,0.4,0.4,1,8.481012658227849,148.0,80,34,2023-01-16,0.425
murkel alejandro dellien velasco,Murkel Alejandro Dellien Velasco,1476.0322012345232,1512.0240306770474,0.4375,0.5,0.5,0.4166666666666667,0.3333333333333333,0.2,-1,35.0,288.0,6,2,2024-09-13,0.3333333333333333
paolo lorenzi,Paolo Lorenzi,1475.9764800606936,1488.0,0.4166666666666667,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-2,45.0,157.0,2,0,2021-07-12,0.0
thomaz bellucci,Thomaz Bellucci,1475.9731026999248,1488.0,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,281.0,2,0,2023-02-20,0.0
ernests gulbis,Ernests Gulbis,1475.9410723491562,1488.0,0.42857142857142855,0.45454545454545453,0.5,0.4166666666666667,0.25,0.25,1,51.0,196.0,4,1,2023-02-04,0.25
mili poljicak,Mili Poljicak,1475.8760484706063,1485.8752547877682,0.4166666666666667,0.4166666666666667,0.5,0.5,0.5,0.5,-2,45.0,537.0,2,0,2024-07-22,0.0
mathias bourgue,Mathias Bourgue,1475.8312207917493,1487.5688536890336,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,197.0,2,0,2023-11-06,0.0
alec beckley,Alec Beckley,1475.757380853438,1488.0,0.4166666666666667,0.45454545454545453,0.5,0.5,0.5,0.5,-2,45.0,687.0,2,0,2024-09-14,0.0
lukas rosol,Lukas Rosol,1475.6578352629474,1488.9650544522704,0.4166666666666667,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-2,45.0,280.0,2,0,2022-10-17,0.0
gilles arnaud bailly,Gilles Arnaud Bailly,1475.6555949515298,1489.2786679047158,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,1185.0,2,0,2024-10-14,0.0
davis rolis,Davis Rolis,1475.608309799759,1487.1928263537282,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,,2,0,2024-09-14,0.0
gunawan trismuwantara,Gunawan Trismuwantara,1475.599806599834,1488.0,0.4166666666666667,0.5,0.4166666666666667,0.45454545454545453,0.5,0.5,-2,45.0,,3,0,2023-09-16,0.0
lorenzo giustino,Lorenzo Giustino,1475.5144431962383,1488.46312211105,0.4166666666666667,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,-2,45.0,163.0,2,0,2023-04-17,0.0
bjorn fratangelo,Bjorn Fratangelo,1475.417052779465,1512.0,0.42105263157894735,0.4166666666666667,0.5,0.47058823529411764,0.3333333333333333,0.2,-3,36.22222222222222,186.0,9,3,2023-07-31,0.3333333333333333
karl friberg,Karl Friberg,1475.3169618335455,1488.5614972316557,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,433.0,2,0,2024-02-02,0.0
thai son kwiatkowski,Thai Son Kwiatkowski,1475.2316116904208,1487.1586369320855,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,219.0,2,0,2023-08-21,0.0
rigele te,Rigele Te,1475.1867331738458,1511.1241717058788,0.4375,0.5833333333333334,0.5,0.4166666666666667,0.3333333333333333,0.2,-2,37.666666666666664,489.0,6,2,2024-09-13,0.3333333333333333
martin antonio vergara del puerto,Martin Antonio Vergara Del Puerto,1475.1104169642335,1488.0,0.4166666666666667,0.4166666666666667,0.5,0.5,0.5,0.5,-2,45.0,,2,0,2024-02-03,0.0
nick chappell,Nick Chappell,1474.8189585995285,1486.7797340193308,0.4166666666666667,0.5,0.5,0.4166666666666667,0.5,0.5,-2,45.0,500.0,2,0,2023-02-27,0.0
adrian andreev,Adrian Andreev,1474.697456804401,1512.0309712696073,0.4375,0.5,0.5,0.4375,0.3333333333333333,0.2,-3,24.833333333333332,382.0,6,2,2021-09-27,0.3333333333333333
andrea collarini,Andrea Collarini,1474.6904370676375,1488.0,0.4166666666666667,0.4166666666666667,0.5,0.5,0.5,0.5,-2,45.0,210.0,2,0,2024-07-22,0.0
jie cui,Jie Cui,1474.5767108933817,1485.143901779628,0.4166666666666667,0.5,0.5,0.45454545454545453,0.5,0.5,-2,45.0,913.0,2,0,2023-09-20,0.0
