player_key,player,elo_current,elo_peak,wr_overall_sm,wr_Clay_sm,wr_Grass_sm,wr_Hard_sm,form10,form5,streak,avg_rest_days,rank_latest,matches_played,wins,last_date,raw_win_rate
andrea vavassori,Andrea Vavassori,1515.5961904516232,1527.901215320456,0.4666666666666667,0.48,0.4166666666666667,0.5,0.4,0.4,1,24.35,168.0,21,9,2024-07-29,0.42857142857142855
daniil ostapenkov,Daniil Ostapenkov,1515.0379685656108,1515.0379685656108,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-09-18,0.5
aslan karatsev,Aslan Karatsev,1514.8835136967202,1643.371174108486,0.49693251533742333,0.4909090909090909,0.4090909090909091,0.514018691588785,0.3,0.4,1,8.490196078431373,115.0,154,76,2024-10-14,0.4935064935064935
lukas pokorny,Lukas Pokorny,1514.6052208722576,1514.6052208722576,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2024-02-02,1.0
giles hussey,Giles Hussey,1514.3870082336118,1514.3870082336118,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2024-06-24,0.5
alexander erler,Alexander Erler,1514.2231270453924,1514.2231270453924,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-07-26,0.5
martin damm,Martin Damm,1514.1005457901636,1514.1005457901636,0.5454545454545454,0.5,0.5,0.5384615384615384,0.5,0.5,1,30.0,,3,2,2024-03-18,0.6666666666666666
demetris azoides,Demetris Azoides,1514.0942160734762,1514.0942160734762,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-09-14,1.0
billy harris,Billy Harris,1513.7470638894167,1555.0897319676164,0.5185185185185185,0.5,0.5454545454545454,0.4666666666666667,0.4,0.4,-1,15.235294117647058,,17,9,2025-07-03,0.5294117647058824
henrique rocha,Henrique Rocha,1513.4653367164135,1513.4653367164135,0.5,0.42857142857142855,0.5,0.5833333333333334,0.5,0.6,1,44.833333333333336,182.0,6,3,2024-09-13,0.5
ergi kirkin,Ergi Kirkin,1512.800030441454,1512.800030441454,0.5384615384615384,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,2,50.0,311.0,3,2,2023-02-03,0.6666666666666666
matej dodig,Matej Dodig,1512.7851769891906,1512.7851769891906,0.5384615384615384,0.5,0.5,0.5454545454545454,0.6666666666666666,0.6666666666666666,1,27.666666666666668,310.0,3,2,2024-09-13,0.6666666666666666
alexander shevchenko,Alexander Shevchenko,1512.666835112436,1574.5318211523484,0.44329896907216493,0.4473684210526316,0.4,0.46875,0.5,0.4,-3,9.655172413793103,64.0,87,38,2025-07-01,0.4367816091954023
justin engel,Justin Engel,1512.6268567994523,1512.6268567994523,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2024-10-14,0.5
jack loutit,Jack Loutit,1512.6185695123052,1512.6185695123052,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-09-14,1.0
hady habib,Hady Habib,1512.4840917159584,1512.4840917159584,0.5,0.4666666666666667,0.5,0.5833333333333334,0.5,0.4,1,47.125,274.0,8,4,2024-09-14,0.5
iliyan radulov,Iliyan Radulov,1512.414300586377,1512.414300586377,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2024-09-14,1.0
gijs brouwer,Gijs Brouwer,1512.3512013060038,1575.5943130864757,0.4864864864864865,0.5263157894736842,0.4444444444444444,0.5,0.4,0.4,-2,18.962962962962962,232.0,27,13,2024-06-24,0.48148148148148145
matija pecotic,Matija Pecotic,1512.2147830218528,1512.2147830218528,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2023-02-13,0.5
arklon huertas del pino,Arklon Huertas Del Pino,1512.0275974674084,1512.0275974674084,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-02-03,1.0
ainius sabaliauskas,Ainius Sabaliauskas,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2022-09-17,1.0
andrew harris,Andrew Harris,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-02-01,0.5
benedict badza,Benedict Badza,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-02-03,1.0
boris arias,Boris Arias,1512.0,1512.0,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2024-02-03,1.0
christopher rungkat,Christopher Rungkat,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-02-04,1.0
conner huertas del pino,Conner Huertas Del Pino,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-02-03,1.0
david jorda sanchis,David Jorda Sanchis,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2024-04-01,0.5
digvijaypratap singh,Digvijaypratap Singh,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2023-09-16,1.0
freddy murray,Freddy Murray,1512.0,1512.0,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-09-16,1.0
genaro alberto olivieri,Genaro Alberto Olivieri,1512.0,1512.0,0.5454545454545454,0.5384615384615384,0.5,0.5,0.5,0.5,1,30.0,,3,2,2023-05-29,0.6666666666666666
harry bourchier,Harry Bourchier,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-02-01,0.5
johannes seeman,Johannes Seeman,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-02-04,1.0
justin barki,Justin Barki,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-09-17,0.5
luis carlos alvarez valdes,Luis Carlos Alvarez Valdes,1512.0,1512.0,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2022-09-16,1.0
martyn pawelski,Martyn Pawelski,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-09-13,1.0
mousa alkotop,Mousa Alkotop,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2023-02-03,0.5
mustapha el natour,Mustapha El Natour,1512.0,1512.0,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-09-15,1.0
nicolas mahut,Nicolas Mahut,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2021-02-02,1.0
olaf pieczkowski,Olaf Pieczkowski,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5833333333333334,0.5,0.5,1,30.0,,2,2,2022-09-16,1.0
oliver ojakaar,Oliver Ojakaar,1512.0,1512.0,0.5454545454545454,0.5833333333333334,0.5,0.5,0.5,0.5,1,30.0,,2,2,2024-03-15,1.0
orlando luz,Orlando Luz,1512.0,1512.0,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2021-09-18,1.0
raphael calzi,Raphael Calzi,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,1,1,2023-02-04,1.0
ruan roelofse,Ruan Roelofse,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2021-09-18,1.0
sylvestre monnou,Sylvestre Monnou,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2022-03-04,1.0
tom kocevar desman,Tom Kocevar Desman,1512.0,1512.0,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2021-09-17,1.0
tristan lamasine,Tristan Lamasine,1512.0,1512.0,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-01-05,0.5
gonzalo escobar,Gonzalo Escobar,1511.999487426929,1511.999487426929,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-09-14,1.0
bernard tomic,Bernard Tomic,1511.9856905714691,1511.9856905714691,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-02-08,0.5
remy bertola,Remy Bertola,1511.9074590075586,1511.9074590075586,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-09-13,1.0
pedja krstin,Pedja Krstin,1511.8213077663822,1511.8213077663822,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-05-24,0.5
mats moraing,Mats Moraing,1511.6964050627096,1511.6964050627096,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-05-24,0.5
cezar cretu,Cezar Cretu,1511.6679471053226,1511.6679471053226,0.5454545454545454,0.5,0.5,0.5833333333333334,0.5,0.5,1,30.0,,2,2,2024-09-13,1.0
diego fernandez flores,Diego Fernandez Flores,1511.585699413623,1511.585699413623,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2022-03-04,1.0
romain arneodo,Romain Arneodo,1511.389970172371,1511.389970172371,0.5454545454545454,0.5454545454545454,0.5,0.5,0.5,0.5,1,30.0,,1,1,2024-09-14,1.0
matwe middelkoop,Matwe Middelkoop,1511.2511882476635,1511.2511882476635,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2023-02-04,1.0
lucas miedler,Lucas Miedler,1511.233149116683,1511.233149116683,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-02-03,1.0
niki kaliyanda poonacha,Niki Kaliyanda Poonacha,1511.2196688942965,1511.2196688942965,0.5454545454545454,0.5,0.5454545454545454,0.5,0.5,0.5,1,30.0,,1,1,2024-02-03,1.0
colin sinclair,Colin Sinclair,1511.1733679181373,1511.1733679181373,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2023-02-03,0.5
liova ayite ajavon,Liova Ayite Ajavon,1511.1581267144327,1511.1581267144327,0.5454545454545454,0.5,0.5,0.5454545454545454,0.5,0.5,1,30.0,,1,1,2024-09-14,1.0
jacopo berrettini,Jacopo Berrettini,1510.9156454484867,1510.9156454484867,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2023-02-27,0.5
thomas yaka kofi setodji,Thomas Yaka Kofi Setodji,1510.8116311901072,1511.585699413623,0.5384615384615384,0.5,0.5,0.5714285714285714,0.6666666666666666,0.6666666666666666,1,30.0,819.0,4,3,2024-09-14,0.75
sina moghimi,Sina Moghimi,1510.736619052666,1510.736619052666,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2024-03-15,0.5
aleksandre bakshi,Aleksandre Bakshi,1510.6749051684508,1510.6749051684508,0.5384615384615384,0.5,0.5,0.5384615384615384,0.6666666666666666,0.6666666666666666,2,50.0,704.0,4,3,2024-09-14,0.75
ioannis xilas,Ioannis Xilas,1510.3810259958898,1512.0,0.5,0.5,0.5,0.5,0.5,0.5,-1,45.0,1286.0,2,1,2024-09-14,0.5
karlis ozolins,Karlis Ozolins,1510.2966460172643,1511.984053787465,0.5384615384615384,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1,30.0,1203.0,4,2,2023-02-04,0.5
kasidit samrej,Kasidit Samrej,1510.179876674769,1523.5305588123042,0.5333333333333333,0.5,0.5,0.5714285714285714,0.6,0.6,-1,30.0,575.0,6,3,2023-02-03,0.5
rio noguchi,Rio Noguchi,1510.1582056580867,1510.1582056580867,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2022-10-03,0.5
yu hsiou hsu,Yu Hsiou Hsu,1509.6610036583452,1528.6500958970953,0.47058823529411764,0.5,0.5,0.47058823529411764,0.42857142857142855,0.4,-2,26.428571428571427,184.0,7,3,2024-02-03,0.42857142857142855
lukas lacko,Lukas Lacko,1509.6542364091747,1509.6542364091747,0.5454545454545454,0.5,0.5,0.5,0.5,0.5,1,30.0,,2,1,2021-06-14,0.5
oliver tarvet,Oliver Tarvet,1509.3545414222524,1511.2880715053818,0.5,0.5,0.5,0.5,0.5,0.5,-1,16.0,,2,1,2025-07-03,0.5
thiago agustin tirante,Thiago Agustin Tirante,1508.6555878998017,1527.5715066520177,0.48148148148148145,0.5,0.5,0.46153846153846156,0.5,0.4,-2,23.941176470588236,101.0,17,8,2024-10-14,0.47058823529411764
jack pinnington jones,Jack Pinnington Jones,1507.5414687487737,1514.8722787989932,0.5,0.5,0.5,0.5,0.5,0.5,-1,16.0,,2,1,2025-07-03,0.5
beibit zhukayev,Beibit Zhukayev,1506.193056638256,1521.8160180483517,0.45,0.5,0.45454545454545453,0.47368421052631576,0.4,0.4,-2,30.0,213.0,10,4,2025-07-01,0.4
aristotelis thanos,Aristotelis Thanos,1506.1357042153381,1517.1634041163727,0.5,0.5454545454545454,0.5,0.46153846153846156,0.5,0.5,-1,52.5,1433.0,4,2,2024-09-14,0.5
sanjar fayziev,Sanjar Fayziev,1505.7293125131985,1505.7293125131985,0.5,0.5,0.5,0.46153846153846156,0.5,0.5,1,45.0,567.0,3,1,2022-03-04,0.3333333333333333
botic van de zandschulp,Botic van de Zandschulp,1505.6699114488338,1666.2466412582387,0.5126903553299492,0.5192307692307693,0.4838709677419355,0.5149253731343284,0.5,0.6,-1,7.754010695187166,,187,96,2025-07-03,0.5133689839572193
ignacio buse,Ignacio Buse,1504.8183987510233,1528.114946527133,0.5,0.5454545454545454,0.5,0.46153846153846156,0.5,0.5,-2,37.5,438.0,4,2,2024-09-13,0.5
gabi adrian boitan,Gabi Adrian Boitan,1503.7933632835702,1503.7933632835702,0.5,0.45454545454545453,0.5,0.5,0.5,0.5,1,45.0,721.0,3,1,2024-09-13,0.3333333333333333
arthur cazaux,Arthur Cazaux,1503.3073666098867,1524.1100037139504,0.40476190476190477,0.375,0.4666666666666667,0.45161290322580644,0.4,0.4,-2,21.0625,,32,12,2025-08-13,0.375
zizou bergs,Zizou Bergs,1503.1864053693016,1537.280659754199,0.38571428571428573,0.4230769230769231,0.4,0.40816326530612246,0.5,0.4,-3,17.533333333333335,,60,22,2025-08-13,0.36666666666666664
ilya ivashka,Ilya Ivashka,1503.098046877181,1649.647685649574,0.5234375,0.47619047619047616,0.5,0.5526315789473685,0.3,0.4,-3,7.61864406779661,99.0,118,62,2023-08-28,0.5254237288135594
mattia bellucci,Mattia Bellucci,1502.9575101747464,1504.1127139155424,0.4583333333333333,0.45454545454545453,0.45454545454545453,0.4782608695652174,0.5,0.4,1,15.571428571428571,103.0,15,6,2024-10-02,0.4
valentin royer,Valentin Royer,1502.8389980105462,1519.1097710735953,0.46153846153846156,0.5,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,-2,24.333333333333332,,3,1,2025-08-13,0.3333333333333333
otto virtanen,Otto Virtanen,1502.7622834055992,1518.5666047597629,0.45454545454545453,0.4166666666666667,0.5,0.4666666666666667,0.4,0.2,1,28.434782608695652,109.0,24,10,2024-10-14,0.4166666666666667
ugo blanchet,Ugo Blanchet,1502.4149431825256,1502.4149431825256,0.5,0.5,0.5,0.45454545454545453,0.5,0.5,1,45.0,214.0,3,1,2024-07-15,0.3333333333333333
mario vilella martinez,Mario Vilella Martinez,1502.0276234239943,1524.0,0.5,0.4666666666666667,0.5,0.5,0.5,0.4,1,25.625,183.0,9,4,2021-07-26,0.4444444444444444
yosuke watanuki,Yosuke Watanuki,1502.0194613177703,1540.2568017685787,0.4444444444444444,0.47058823529411764,0.5333333333333333,0.42424242424242425,0.3,0.4,-2,25.0,336.0,35,15,2025-07-29,0.42857142857142855
franco agamenone,Franco Agamenone,1501.653528138994,1501.653528138994,0.5,0.5333333333333333,0.5,0.5,0.5,0.5,1,45.0,156.0,5,3,2022-07-25,0.6
pavel kotov,Pavel Kotov,1501.6189954910567,1591.97176323038,0.4606741573033708,0.5238095238095238,0.5,0.41509433962264153,0.3,0.2,-4,12.772151898734178,59.0,79,36,2024-11-04,0.45569620253164556
filip horansky,Filip Horansky,1501.4480352942944,1501.4480352942944,0.5,0.45454545454545453,0.5,0.5,0.5,0.5,1,45.0,185.0,3,1,2022-03-04,0.3333333333333333
alexandros skorilas,Alexandros Skorilas,1501.299939198927,1512.0,0.5,0.5,0.5,0.5,0.5,0.5,-1,45.0,1199.0,2,1,2023-09-16,0.5
fitriadi m rifqi,Fitriadi M Rifqi,1501.200514892222,1501.200514892222,0.5,0.5,0.5,0.5384615384615384,0.5,0.5,1,37.5,1132.0,5,3,2024-02-03,0.6
fabio fognini,Fabio Fognini,1501.064646197279,1571.7622967249242,0.4527027027027027,0.5,0.5,0.40540540540540543,0.2,0.0,-5,10.094202898550725,74.0,138,62,2025-07-01,0.4492753623188406
petr nesterov,Petr Nesterov,1501.047942715905,1511.1680135801662,0.5,0.45454545454545453,0.5,0.5454545454545454,0.5,0.5,-1,45.0,564.0,2,1,2024-09-14,0.5
nicolas alvarez varona,Nicolas Alvarez Varona,1500.961707358949,1500.961707358949,0.5,0.45454545454545453,0.5,0.5,0.5,0.5,1,45.0,285.0,3,1,2022-10-10,0.3333333333333333
nicolai budkov kjaer,Nicolai Budkov Kjaer,1500.9322033786138,1500.9322033786138,0.5,0.4166666666666667,0.5,0.5833333333333334,0.5,0.5,2,37.5,,4,2,2024-09-13,0.5
hugo nys,Hugo Nys,1500.789102283262,1500.789102283262,0.5,0.5454545454545454,0.5,0.45454545454545453,0.5,0.5,1,45.0,1117.0,2,1,2024-09-14,0.5
daniel cukierman,Daniel Cukierman,1500.759119169119,1500.759119169119,0.5,0.5,0.5,0.5,0.5,0.8,1,41.25,465.0,8,4,2024-09-13,0.5
benjamin balleret,Benjamin Balleret,1500.7581809271105,1500.7581809271105,0.5,0.5,0.5,0.5,0.5,0.5,1,45.0,,2,1,2024-09-14,0.5
juan alejandro hernandez serrano,Juan Alejandro Hernandez Serrano,1500.4855719188724,1500.4855719188724,0.5,0.5,0.5,0.46153846153846156,0.5,0.5,1,45.0,566.0,3,1,2022-08-01,0.3333333333333333
aqeel khan,Aqeel Khan,1500.4325072650443,1500.8001564407266,0.5,0.5,0.5,0.5454545454545454,0.5,0.6,1,41.25,,8,4,2024-09-14,0.5
karim mohamed maamoun,Karim Mohamed Maamoun,1500.414300586377,1500.414300586377,0.5,0.5,0.5,0.5,0.5,0.5,1,45.0,626.0,2,1,2023-09-16,0.5
stylianos christodoulou,Stylianos Christodoulou,1500.414300586377,1500.414300586377,0.5,0.45454545454545453,0.5,0.5454545454545454,0.5,0.5,1,45.0,1445.0,2,1,2024-02-03,0.5
ryan peniston,Ryan Peniston,1500.2411716775696,1547.3918442099978,0.4782608695652174,0.5,0.5,0.45454545454545453,0.4,0.2,-3,13.692307692307692,267.0,13,6,2023-07-03,0.46153846153846156
johan nikles,Johan Nikles,1500.101063145013,1500.101063145013,0.5,0.46153846153846156,0.5,0.5,0.5,0.5,1,45.0,409.0,3,1,2022-05-16,0.3333333333333333
aziz ouakaa,Aziz Ouakaa,1500.0142917836072,1500.0142917836072,0.5,0.5454545454545454,0.5,0.45454545454545453,0.5,0.5,1,45.0,780.0,2,1,2021-11-26,0.5
zura tkemaladze,Zura Tkemaladze,1499.90504609508,1512.0,0.5,0.5,0.5,0.4166666666666667,0.5,0.5,-1,45.0,681.0,3,1,2024-02-03,0.3333333333333333
martin cuevas,Martin Cuevas,1499.898529556714,1499.898529556714,0.5,0.46153846153846156,0.5,0.5,0.5,0.5,1,45.0,515.0,3,1,2022-09-16,0.3333333333333333
alvaro guillen meza,Alvaro Guillen Meza,1499.8945183783655,1511.5432685656713,0.5,0.5,0.5,0.5,0.5,0.5,-1,45.0,387.0,2,1,2024-02-02,0.5
thiago monteiro,Thiago Monteiro,1499.7857206060019,1572.0454875869957,0.4330708661417323,0.4647887323943662,0.375,0.423728813559322,0.2,0.2,-2,11.136752136752136,88.0,117,50,2024-11-04,0.42735042735042733
alastair gray,Alastair Gray,1499.6466131775564,1499.6466131775564,0.5,0.5,0.46153846153846156,0.5,0.5,0.5,1,45.0,1133.0,3,1,2022-06-27,0.3333333333333333
alan fernando rubio fierros,Alan Fernando Rubio Fierros,1499.626970246771,1499.626970246771,0.5,0.45454545454545453,0.5,0.5,0.5,0.5,1,45.0,915.0,3,1,2024-09-14,0.3333333333333333
juan carlos fuentes vasquez,Juan Carlos Fuentes Vasquez,1499.585699413623,1512.0,0.5,0.45454545454545453,0.5,0.5454545454545454,0.5,0.5,-1,45.0,,2,1,2024-09-14,0.5
hernando jose escurra isnardi,Hernando Jose Escurra Isnardi,1499.5798796723175,1512.0,0.5,0.5454545454545454,0.5,0.5,0.5,0.5,-1,45.0,,2,1,2023-02-03,0.5
federico agustin gomez,Federico Agustin Gomez,1499.5492502426039,1499.5492502426039,0.5,0.45454545454545453,0.5,0.5,0.5,0.5,1,45.0,365.0,3,1,2024-09-18,0.3333333333333333
conor gannon,Conor Gannon,1499.2866112557042,1511.143212796064,0.5,0.46153846153846156,0.5,0.5,0.5,0.5,-1,45.0,,3,1,2024-09-13,0.3333333333333333
coleman wong,Coleman Wong,1499.1852141658783,1534.5612935037204,0.48,0.5,0.45454545454545453,0.5,0.4,0.2,-4,30.933333333333334,133.0,15,7,2025-08-13,0.4666666666666667
yuta shimizu,Yuta Shimizu,1499.1007833554547,1512.0,0.5,0.5,0.5454545454545454,0.45454545454545453,0.5,0.5,-1,45.0,340.0,2,1,2022-10-03,0.5
paul jubb,Paul Jubb,1499.0762444130776,1522.346874643072,0.47058823529411764,0.5,0.47058823529411764,0.5,0.42857142857142855,0.6,-2,15.857142857142858,289.0,7,3,2024-07-01,0.42857142857142855
lukas neumayer,Lukas Neumayer,1499.0422527731766,1500.5791817936404,0.5,0.5333333333333333,0.5,0.5,0.5,0.5,1,35.75,289.0,5,3,2024-09-13,0.6
corentin moutet,Corentin Moutet,1498.9025754418076,1564.4510791100568,0.44166666666666665,0.4489795918367347,0.46153846153846156,0.4461538461538462,0.4,0.2,-3,11.363636363636363,,110,48,2025-08-13,0.43636363636363634
jozef kovalik,Jozef Kovalik,1498.8475453696142,1523.5718836268343,0.45,0.5,0.5,0.3888888888888889,0.4,0.2,1,23.033333333333335,113.0,30,13,2024-09-15,0.43333333333333335
hiroki moriya,Hiroki Moriya,1498.8153326899542,1498.8153326899542,0.5,0.5,0.5,0.46153846153846156,0.5,0.5,1,18.5,261.0,3,1,2022-10-03,0.3333333333333333
franco roncadelli,Franco Roncadelli,1498.7611036730407,1500.0142917836072,0.5,0.5333333333333333,0.5,0.5,0.5,0.5,1,37.5,616.0,5,3,2024-09-13,0.6
soon woo kwon,Soon Woo Kwon,1498.6335639682875,1596.395152304564,0.47368421052631576,0.4666666666666667,0.5,0.47619047619047616,0.3,0.2,1,10.740384615384615,340.0,104,49,2024-09-13,0.47115384615384615
juan pablo ficovich,Juan Pablo Ficovich,1498.605298942593,1511.4041887078224,0.46153846153846156,0.5,0.5,0.45454545454545453,0.3333333333333333,0.3333333333333333,-2,30.0,230.0,3,1,2025-07-29,0.3333333333333333
laurynas grigelis,Laurynas Grigelis,1498.4011719979094,1511.201328438636,0.5,0.5,0.45454545454545453,0.5454545454545454,0.5,0.5,-1,45.0,540.0,2,1,2022-03-04,0.5
saba purtseladze,Saba Purtseladze,1498.0361003341136,1522.9204812856333,0.5,0.5,0.5,0.42857142857142855,0.5,0.5,-2,37.5,450.0,5,2,2024-09-14,0.4
n sriram balaji,N Sriram Balaji,1497.9629835403798,1512.0269974625467,0.5,0.5,0.5454545454545454,0.45454545454545453,0.5,0.5,-1,45.0,,2,1,2024-09-14,0.5
hong kit jack wong,Hong Kit Jack Wong,1497.9404098429025,1512.0,0.5,0.5,0.5,0.5,0.5,0.5,1,52.5,1478.0,4,2,2024-02-03,0.5
francisco comesana,Francisco Comesana,1497.9299658466805,1503.2480765127555,0.4230769230769231,0.35714285714285715,0.5,0.5,0.4,0.4,-1,17.125,,16,6,2025-08-17,0.375
jeremy chardy,Jeremy Chardy,1497.9080987567065,1576.85900688937,0.49056603773584906,0.4090909090909091,0.4,0.5833333333333334,0.4,0.2,-4,10.627906976744185,591.0,43,21,2023-07-03,0.4883720930232558
nerman fatic,Nerman Fatic,1497.8034193998512,1499.9081936953241,0.5,0.46153846153846156,0.5,0.5454545454545454,0.5,0.5,1,52.5,218.0,4,2,2024-02-03,0.5
yassine dlimi,Yassine Dlimi,1497.7033176430198,1511.1549662210339,0.5,0.45454545454545453,0.5,0.5384615384615384,0.5,0.5,-1,37.5,604.0,4,2,2024-09-14,0.5
matthew ebden,Matthew Ebden,1497.6730077478708,1547.5484699856354,0.4782608695652174,0.45454545454545453,0.45454545454545453,0.5238095238095238,0.4,0.0,-5,19.384615384615383,432.0,13,6,2024-07-29,0.46153846153846156
alexis galarneau,Alexis Galarneau,1497.6645729206025,1504.006921184549,0.4375,0.45454545454545453,0.5,0.4666666666666667,0.3333333333333333,0.4,-1,41.666666666666664,200.0,6,2,2025-07-29,0.3333333333333333
filip cristian jianu,Filip Cristian Jianu,1497.6085745815953,1497.6085745815953,0.5,0.5,0.5,0.45454545454545453,0.5,0.5,1,45.0,317.0,3,2,2023-02-03,0.6666666666666666
aisam ul haq qureshi,Aisam Ul Haq Qureshi,1497.4513011552338,1512.3999911578462,0.5,0.5,0.5,0.5,0.5,0.5,-1,52.5,,4,2,2024-02-03,0.5
robert strombachs,Robert Strombachs,1497.3999621836087,1511.936203027307,0.5,0.5,0.5,0.5333333333333333,0.5,0.6,-1,45.0,385.0,6,3,2024-02-02,0.5
filip misolic,Filip Misolic,1497.315062112114,1554.9386121670811,0.4827586206896552,0.5416666666666666,0.45454545454545453,0.42857142857142855,0.2,0.2,-3,23.05263157894737,228.0,19,9,2025-07-01,0.47368421052631576
mateus alves,Mateus Alves,1497.0428845391089,1497.0428845391089,0.45454545454545453,0.45454545454545453,0.5,0.5,0.5,0.5,-1,30.0,,1,0,2023-02-20,0.0
max purcell,Max Purcell,1496.358575044848,1536.455049546494,0.40217391304347827,0.42857142857142855,0.4642857142857143,0.390625,0.5,0.4,1,12.853658536585366,68.0,83,32,2024-08-26,0.3855421686746988
kyrian jacquet,Kyrian Jacquet,1496.2142052184302,1496.2142052184302,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-08-26,0.0
omar jasika,Omar Jasika,1495.4406942309677,1495.4406942309677,0.45454545454545453,0.5,0.5,0.45454545454545453,0.5,0.5,-1,30.0,,1,0,2024-01-15,0.0
christopher o connell,Christopher O'Connell,1495.3802650383604,1507.2309937525254,0.46153846153846156,0.5,0.45454545454545453,0.5,0.3333333333333333,0.3333333333333333,-1,20.0,,3,1,2025-07-31,0.3333333333333333
jack monday,Jack Monday,1495.2936708802029,1495.2936708802029,0.45454545454545453,0.5,0.45454545454545453,0.5,0.5,0.5,-1,30.0,,1,0,2025-07-01,0.0
kaichi uchida,Kaichi Uchida,1495.0946925212322,1512.9619071259676,0.4666666666666667,0.5,0.5454545454545454,0.42857142857142855,0.4,0.4,-2,30.6,163.0,5,2,2022-10-03,0.4
chris rodesch,Chris Rodesch,1494.9511078760454,1520.4726419944502,0.5,0.5,0.45454545454545453,0.5,0.5,0.4,-2,33.75,507.0,8,4,2025-07-01,0.5
