player,matches,wins,losses,avg_rest_days,matches_28d_latest,rolling_10_winrate_latest,rolling_5_winrate_latest,streak_latest,win_rate,peak_elo,current_elo,wr_Clay,wr_Grass,wr_Hard,wr_Unknown
Juan Alejandro Hernandez Serrano,3,1,2,30.0,1,0.0,0.0,-1,0.3333,1500.4855719188724,1488.0738178917486,,,0.3333,
Strong Kirchheimer,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1488.043129028476,,,0.0,
Yunseong Chung,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1488.0247247103102,,0.0,0.0,
Hugo Nys,2,1,1,45.0,0,0.6666666666666666,0.6666666666666666,0,0.5,1500.0,1488.0143094285309,1.0,,0.0,
Anthony Susanto,3,0,3,30.0,1,1.0,1.0,-1,0.0,1500.0,1488.0,,,0.0,0.0
Johan Nikles,3,1,2,30.0,1,0.6666666666666666,0.6666666666666666,-1,0.3333,1500.101063145013,1488.0,0.3333,,,
Muzammil Murtaza,3,0,3,30.0,1,1.0,1.0,-1,0.0,1500.0,1488.0,0.0,0.0,,
Alec Beckley,2,0,2,45.0,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1488.0,0.0,,,0.0
Andrea Collarini,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1488.0,0.0,,,
John Patrick Smith,2,0,2,25.5,1,1.0,1.0,-1,0.0,1500.0,1488.0,,,0.0,
Karim Mohamed Maamoun,2,1,1,45.0,0,0.6666666666666666,0.6666666666666666,0,0.5,1500.0,1488.0,0.5,,,
Martin Antonio Vergara Del Puerto,2,0,2,45.0,0,0.0,0.0,-1,0.0,1500.0,1488.0,0.0,,,
Michael Bassem Sobhy,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1488.0,0.0,,0.0,
Nicolas Kicker,2,0,2,45.0,0,0.0,0.0,-1,0.0,1500.0,1488.0,0.0,,,
Noah Rubin,2,0,2,45.0,0,0.0,0.0,-1,0.0,1500.0,1488.0,,,0.0,
Paolo Lorenzi,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1488.0,,0.0,0.0,
Roberto Cid,2,1,1,15.0,1,0.6666666666666666,0.6666666666666666,0,0.5,1500.0,1488.0,,,0.5,
Stylianos Christodoulou,2,1,1,45.0,0,0.3333333333333333,0.3333333333333333,0,0.5,1500.0,1488.0,0.0,,1.0,
Thomaz Bellucci,2,0,2,45.0,0,1.0,1.0,-1,0.0,1500.0,1488.0,0.0,,0.0,
Khumoun Sultanov,5,2,3,42.0,1,0.25,0.25,1,0.4,1500.0,1487.687549601189,,,0.4,
Aziz Ouakaa,2,1,1,45.0,0,0.3333333333333333,0.3333333333333333,0,0.5,1500.0,1487.585699413623,1.0,,0.0,
Frederico Ferreira Silva,2,0,2,18.5,1,0.0,0.0,-1,0.0,1500.0,1487.585699413623,,,0.0,
Ilya Snitari,2,0,2,15.0,1,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1487.5714076300158,0.0,,,
Mathias Bourgue,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1487.5688536890336,0.0,,0.0,
Gian Marco Moroni,2,0,2,45.0,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1487.449286951364,0.0,,0.0,
Eduardo Nava,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1487.308239469037,0.0,,0.0,
Lukas Neumayer,5,3,2,28.6,1,0.5,0.5,1,0.6,1500.5791817936404,1487.2945505826867,0.6,,,
Daniel Michalski,3,0,3,10.0,2,1.0,1.0,-1,0.0,1500.0,1487.275636787394,,,0.0,
Linh Giang Trinh,2,0,2,15.0,1,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1487.200838779806,,,0.0,
Davis Rolis,2,0,2,45.0,0,0.0,0.0,-1,0.0,1500.0,1487.1928263537282,,,0.0,
George Loffhagen,2,0,2,18.5,1,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1487.1846879484922,,0.0,,
Thai Son Kwiatkowski,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1487.1586369320855,,,0.0,
Fajing Sun,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1487.1523822456963,0.0,,0.0,
Oleksandr Ovcharenko,2,0,2,45.0,0,0.0,0.0,-1,0.0,1500.0,1487.1508925164746,,,0.0,0.0
Matteo Gigante,3,1,2,21.666666666666668,1,0.6666666666666666,0.6666666666666666,-1,0.3333,1500.0,1487.0987525113712,0.3333,,,
Liam Broady,42,17,25,18.761904761904763,1,0.4,0.2,-1,0.4048,1513.3276686052418,1486.838932135712,0.3333,0.4,0.4211,
Ruben Bemelmans,2,1,1,15.0,1,0.3333333333333333,0.3333333333333333,0,0.5,1500.0,1486.7879895057818,0.5,,,
Nick Chappell,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1486.7797340193308,,,0.0,
Yuki Bhambri,6,2,4,33.833333333333336,0,0.4,0.4,-1,0.3333,1500.0,1486.6723835754444,,1.0,0.2,
Gerald Melzer,2,0,2,45.0,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1486.474313721323,0.0,,0.0,
Roman Andres Burruchaga,4,1,3,27.75,0,0.3333333333333333,0.3333333333333333,-1,0.25,1512.497258767098,1486.471891486966,0.25,,,
Younes Lalami Laaroussi,2,0,2,45.0,0,0.0,0.0,-1,0.0,1500.0,1486.4328701277207,0.0,,,
Stefano Napolitano,7,2,5,31.428571428571427,0,0.3333333333333333,0.4,-1,0.2857,1503.4894438283725,1486.363657651437,0.4,0.0,0.0,
Rigele Te,6,2,4,37.666666666666664,0,0.4,0.4,-1,0.3333,1511.1241717058788,1486.3125398348975,1.0,,0.0,0.0
Hong Kit Jack Wong,4,2,2,52.5,0,0.3333333333333333,0.3333333333333333,0,0.5,1512.0,1486.2380425332549,,,0.5,
Sergey Fomin,7,2,5,38.57142857142857,0,0.3333333333333333,0.4,-1,0.2857,1500.0,1486.183060117988,,,0.2857,
Nerman Fatic,4,2,2,52.5,0,0.3333333333333333,0.3333333333333333,0,0.5,1500.0,1486.0713642134713,0.3333,,1.0,
Hiroki Moriya,3,1,2,12.333333333333334,2,0.6666666666666666,0.6666666666666666,-1,0.3333,1500.0,1485.916116045409,,,0.3333,
Mili Poljicak,2,0,2,45.0,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1485.8752547877682,0.0,,,
Rowland Phillips,6,2,4,35.0,1,0.4,0.4,-1,0.3333,1510.4569707360681,1485.7401263196234,0.3333,,0.0,1.0
Jie Cui,2,0,2,45.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1485.143901779628,,,0.0,0.0
Soon Woo Kwon,104,49,55,10.740384615384615,1,0.2,0.2,0,0.4712,1596.395152304564,1485.0002905609954,0.45,0.5,0.473,
Alexander Blockx,3,0,3,40.333333333333336,0,1.0,1.0,-1,0.0,1500.0,1484.9453099997145,,,0.0,
Marius Copil,7,2,5,31.428571428571427,0,0.3333333333333333,0.2,-1,0.2857,1520.3749601501331,1484.9415101854504,0.0,,0.5,
Bjorn Fratangelo,9,3,6,36.22222222222222,0,0.375,0.2,-1,0.3333,1512.0,1484.8424123671966,0.0,,0.4286,
Leandro Riedi,11,3,8,34.72727272727273,1,0.3,0.4,-1,0.2727,1500.0,1484.5495948051484,0.25,,0.2857,
August Holmgren,8,4,4,35.0,0,0.42857142857142855,0.2,1,0.5,1523.172385326556,1483.9962308269764,0.5,,0.5,
Vilius Gaubas,7,2,5,38.57142857142857,1,0.3333333333333333,0.4,-1,0.2857,1500.414300586377,1483.6049425905287,0.0,,0.2,1.0
Jesper De Jong,10,2,8,40.7,0,0.2222222222222222,0.2,-1,0.2,1500.0,1483.484462020462,0.25,0.0,0.2,
Steve Johnson,64,29,35,13.140625,0,0.3,0.4,-1,0.4531,1558.4194659123652,1483.4461976681528,0.5,0.5455,0.4186,
Oleksii Krutykh,7,2,5,43.0,0,0.3333333333333333,0.4,-1,0.2857,1500.0,1483.2871759293562,0.0,,0.3333,
Stefan Kozlov,13,4,9,20.692307692307693,1,0.3,0.0,-1,0.3077,1520.7689317781903,1483.2741101181823,,0.0,0.3636,
Max Purcell,83,32,51,12.698795180722891,4,0.5,0.4,-1,0.3855,1536.455049546494,1483.0752386527765,0.3636,0.4444,0.3704,
Jozef Kovalik,30,13,17,23.033333333333335,2,0.4,0.2,0,0.4333,1523.5718836268343,1483.054834269457,0.5,,0.25,
Nino Serdarusic,5,1,4,36.8,0,0.25,0.25,-1,0.2,1500.0,1482.3865459684023,0.0,,0.3333,
Elliot Benchetrit,5,1,4,53.6,0,0.25,0.25,-1,0.2,1500.0,1482.322589166645,0.0,,1.0,
Yosuke Watanuki,34,15,19,23.970588235294116,2,0.3,0.4,0,0.4412,1540.2568017685787,1481.9265694766796,0.4286,0.6,0.4091,
Tung Lin Wu,11,5,6,31.545454545454547,1,0.4,0.4,1,0.4545,1500.0,1481.8258607534012,,,0.4545,
Philipp Kohlschreiber,20,8,12,17.45,0,0.3,0.2,-1,0.4,1528.936834677976,1481.2517866999035,0.4286,0.5,0.3333,
Andrey Kuznetsov,3,0,3,50.0,0,1.0,1.0,-1,0.0,1500.0,1480.5296819005914,0.0,,0.0,
Tristan Schoolkate,5,1,4,31.4,2,0.25,0.25,-1,0.2,1500.0,1480.3680097367223,,0.0,0.25,
Jason Jung,9,3,6,24.88888888888889,2,0.375,0.2,-1,0.3333,1511.412961591155,1480.2425468376389,,0.6667,0.1667,
Lukas Klein,30,11,19,23.033333333333335,2,0.4,0.6,0,0.3667,1510.4480053501618,1480.2328351765639,0.4444,0.3333,0.3333,
Pierre Hugues Herbert,36,15,21,18.194444444444443,1,0.5,0.4,-1,0.4167,1531.4622448364994,1480.227411013964,0.2222,0.0,0.52,
Rudolf Molleker,5,1,4,42.0,0,0.25,0.25,-1,0.2,1500.0,1480.0487982880122,0.25,0.0,,
Cem Ilkel,15,5,10,31.066666666666666,1,0.4,0.4,-1,0.3333,1500.4870841029676,1479.9887041920335,0.0,,0.3636,1.0
Aleksandre Metreveli,3,0,3,10.0,2,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1479.5418774367413,,,0.0,
Daniel Rincon,3,0,3,41.666666666666664,0,1.0,1.0,-1,0.0,1500.0,1479.4371743887773,0.0,,,
Kaipo Marshall,7,2,5,38.57142857142857,0,0.3333333333333333,0.4,-1,0.2857,1500.0,1479.4251284846207,,,0.2,0.5
Henri Squire,6,1,5,28.5,0,0.2,0.2,-1,0.1667,1500.0,1479.1624672694338,0.5,0.0,0.0,
Elias Ymer,58,25,33,19.32758620689655,0,0.5,0.4,0,0.431,1540.0329124612563,1478.911448467516,0.3333,0.0,0.4878,
Mark Lajal,7,2,5,30.0,1,0.3333333333333333,0.4,-1,0.2857,1500.0,1478.6408144310897,0.0,0.0,0.5,
Dimitar Kuzmanov,16,7,9,31.875,0,0.4,0.2,-1,0.4375,1526.4417496465567,1478.3122776192388,0.4,,0.4545,
Edas Butvilas,5,1,4,54.0,0,0.25,0.25,-1,0.2,1500.0,1478.1431554594633,0.0,0.0,0.0,1.0
Valentin Vacherot,10,3,7,31.9,0,0.3333333333333333,0.4,-1,0.3,1500.00580332941,1478.100233872488,0.25,,0.5,
Raphael Collignon,3,0,3,21.333333333333332,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1477.9146126759695,,,0.0,
Alexey Vatutin,3,0,3,50.0,0,0.0,0.0,-1,0.0,1500.0,1477.9050670089325,0.0,,0.0,
J J Wolf,93,43,50,10.397849462365592,2,0.2,0.2,-1,0.4624,1598.6053343837493,1477.901335794437,0.4375,0.5,0.4648,
Yanaki Milev,4,2,2,37.5,1,0.3333333333333333,0.3333333333333333,1,0.5,1500.0,1477.7708239763122,0.6667,,0.0,
Kevin Anderson,36,16,20,14.083333333333334,3,0.3,0.4,-1,0.4444,1557.0206797271996,1477.758346264236,0.5,0.8,0.2727,
Benjamin Lock,3,0,3,50.0,0,0.0,0.0,-1,0.0,1500.0,1477.61892581754,0.0,,0.0,
Petros Tsitsipas,5,1,4,42.0,0,0.25,0.25,-1,0.2,1500.0,1477.5781274638332,0.3333,,0.0,
Laurent Lokoli,3,0,3,41.666666666666664,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1477.5647895171655,,0.0,0.0,
Roberto Quiroz,8,2,6,26.375,1,0.2857142857142857,0.0,-1,0.25,1524.0,1477.436343685213,,,0.25,
Sho Shimabukuro,12,4,8,17.666666666666668,2,0.3,0.4,-1,0.3333,1510.4899145658405,1477.4044531031684,,0.0,0.3636,
Alessandro Giannessi,5,1,4,39.8,0,0.25,0.25,-1,0.2,1500.623114405953,1476.8462890559217,0.2,,,
Wishaya Trongcharoenchaikul,3,0,3,30.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1476.827614673444,0.0,,0.0,
Illya Marchenko,13,5,8,24.23076923076923,0,0.3,0.4,-1,0.3846,1523.9842623238285,1476.8045096592548,,0.0,0.4545,
Eero Vasa,5,1,4,30.6,2,0.25,0.25,-1,0.2,1511.622002112704,1476.6576991558788,,,0.2,
Nicolas Moreno De Alboran,17,6,11,18.705882352941178,3,0.5,0.4,0,0.3529,1500.0,1476.5268610156413,0.4545,,0.1667,
Jan Choinski,9,2,7,26.77777777777778,0,0.25,0.2,-1,0.2222,1500.0,1476.3765727284162,0.3333,0.2,0.0,
John Millman,80,34,46,8.375,3,0.4,0.4,-1,0.425,1544.684163532697,1476.0492954551844,0.4211,0.375,0.434,
Nikola Milojevic,6,2,4,19.666666666666668,2,0.4,0.4,-1,0.3333,1500.0,1475.992889254146,0.4,,0.0,
Juan Carlos Prado Angelo,3,1,2,30.0,0,0.0,0.0,0,0.3333,1500.0,1475.9824707936184,1.0,,,0.0
Gonzalo Lama,3,0,3,50.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1475.9435655520308,0.0,,0.0,
Andrej Nedic,3,0,3,50.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1475.8728168208722,0.0,,0.0,
Jose Rubin Statham,3,0,3,30.0,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1475.8155777963123,,0.0,0.0,
Rodrigo Pacheco Mendez,9,3,6,37.77777777777778,1,0.25,0.4,0,0.3333,1500.13519415353,1475.8036683916146,1.0,,0.1429,
Diego Duran,3,1,2,50.0,0,0.6666666666666666,0.6666666666666666,0,0.3333,1500.0,1475.6798234527141,0.0,,1.0,0.0
Gunawan Trismuwantara,3,0,3,30.0,1,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1475.599806599834,,0.0,0.0,
Daniels Tens,4,0,4,37.5,1,0.0,0.0,-1,0.0,1500.0,1475.5851635053891,,,0.0,
Sasi Kumar Mukund,3,0,3,50.0,0,0.3333333333333333,0.3333333333333333,-1,0.0,1500.0,1475.493203531968,,0.0,0.0,
Edan Leshem,7,2,5,22.857142857142858,0,0.3333333333333333,0.2,-1,0.2857,1511.5443473441455,1474.6197416056955,,,0.3333,0.0
Johannes Ingildsen,3,1,2,50.0,0,0.6666666666666666,0.6666666666666666,0,0.3333,1500.0,1474.4989724587715,,0.0,0.5,
Ji Sung Nam,5,1,4,47.6,0,0.25,0.25,-1,0.2,1500.0,1474.439379980572,,1.0,0.0,
Harold Mayot,18,7,11,21.77777777777778,0,0.2,0.2,-1,0.3889,1531.860087644729,1474.3673917941262,0.25,0.3333,0.4545,
Dino Prizmic,11,3,8,29.272727272727273,1,0.3,0.2,-1,0.2727,1503.3717613885058,1474.2172083037394,0.4,,0.1667,
Renzo Olivo,3,0,3,50.0,0,0.6666666666666666,0.6666666666666666,-1,0.0,1500.0,1474.0443813806398,0.0,,0.0,
Blaz Rola,4,2,2,37.5,1,0.3333333333333333,0.3333333333333333,1,0.5,1500.0,1473.8408313155362,0.6667,,0.0,
Pedro Martinez,138,59,79,8.673913043478262,4,0.2,0.2,-1,0.4275,1580.341843476194,1473.4017202241964,0.4861,0.3,0.375,
Jurij Rodionov,34,15,19,25.176470588235293,0,0.4,0.2,0,0.4412,1536.1275949217443,1473.3212008407588,0.5,0.4286,0.3846,
Prajnesh Gunneswaran,6,2,4,42.666666666666664,0,0.2,0.2,0,0.3333,1500.0,1473.2519597045484,,,0.3333,
Kacper Zuk,5,1,4,53.8,0,0.25,0.25,-1,0.2,1500.414300586377,1472.3690160093659,0.0,,0.25,
Filip Krajinovic,94,42,52,8.553191489361701,2,0.1,0.0,-1,0.4468,1588.4611641899337,1472.2680503716033,0.4615,0.625,0.4043,
Gilles Simon,37,12,25,15.594594594594595,2,0.6,0.6,-1,0.3243,1512.0,1472.1449806955648,0.2727,0.1667,0.4,
Lloyd Harris,94,44,50,9.117021276595745,1,0.3,0.4,-1,0.4681,1613.9029912288233,1472.013838114453,0.25,0.5,0.5161,
Federico Gaio,6,1,5,29.666666666666668,0,0.2,0.2,-1,0.1667,1500.0,1471.6380382163204,0.3333,,0.0,
Kimmer Coppejans,5,1,4,31.4,1,0.25,0.25,-1,0.2,1500.0,1471.454932106878,,0.0,0.25,
Benjamin Bonzi,99,43,56,11.656565656565656,4,0.4,0.8,4,0.4343,1557.0579601500897,1471.352607329963,0.2308,0.5294,0.4493,
Mitchell Krueger,20,7,13,25.9,2,0.4,0.4,-1,0.35,1500.0,1471.2111544102954,0.5,0.3333,0.3333,
Dmitry Popko,4,0,4,37.5,1,0.0,0.0,-1,0.0,1500.0,1471.0203765975036,0.0,,0.0,
Corentin Moutet,106,47,59,10.820754716981131,5,0.4,0.6,-1,0.4434,1564.4510791100568,1470.6399879507496,0.4359,0.4286,0.4528,
Yi Zhou,11,4,7,16.363636363636363,5,0.4,0.4,-1,0.3636,1500.0,1469.1604154696554,0.0,,0.4,
Lucas Catarina,4,1,3,52.5,0,0.0,0.0,0,0.25,1500.0,1469.1205130053336,0.3333,,0.0,
Felipe Meligeni Alves,15,5,10,35.13333333333333,1,0.3,0.2,-1,0.3333,1512.0,1468.820788323938,0.3333,0.0,0.375,
Max Hans Rehberg,4,0,4,52.5,0,0.0,0.0,-1,0.0,1500.0,1468.6490755154523,0.0,,,
Mirza Basic,7,2,5,38.57142857142857,1,0.3333333333333333,0.4,-1,0.2857,1500.9001080385538,1468.6186044545468,0.3333,,0.25,
Camilo Ugo Carabelli,13,4,9,25.076923076923077,1,0.3,0.2,-1,0.3077,1517.4515563007637,1467.9074171043048,0.3636,,0.0,
James Mccabe,4,0,4,39.25,0,0.0,0.0,-1,0.0,1500.0,1467.752328167488,,0.0,0.0,
Yuichi Sugita,8,2,6,20.0,0,0.2857142857142857,0.2,-1,0.25,1512.0,1467.5441753059852,,0.3333,0.2,
Jiri Vesely,54,21,33,15.907407407407407,0,0.4,0.4,-1,0.3889,1524.800492464106,1467.2823778293298,0.2308,0.5455,0.4,
Thomas Fabbiano,4,0,4,27.75,0,0.0,0.0,-1,0.0,1500.0,1467.18949553913,0.0,,0.0,
Andrej Martin,18,6,12,15.88888888888889,0,0.5,0.4,-1,0.3333,1500.0,1466.5380647053787,0.4,,0.0,
Michael Agwi,5,2,3,30.0,1,0.25,0.25,1,0.4,1500.0,1466.5339461608787,1.0,,0.0,0.0
Terence Atmane,14,4,10,23.857142857142858,2,0.3,0.4,-1,0.2857,1502.8974279282097,1466.2675979700705,0.5,,0.2,
Martin Landaluce,7,1,6,35.0,1,0.16666666666666666,0.2,-1,0.1429,1500.0,1466.2376813931467,0.0,,0.3333,
Muhammad Shoaib,6,1,5,55.0,0,0.2,0.2,-1,0.1667,1500.0,1466.15550516069,0.0,0.3333,0.0,0.0
Brandon Holt,9,2,7,31.11111111111111,0,0.25,0.2,-1,0.2222,1518.6759309468248,1466.0424986753876,,,0.2222,
Mate Valkusz,6,2,4,28.0,1,0.2,0.2,0,0.3333,1511.0787516263008,1465.8393656888882,0.5,,0.25,
Yshai Oliel,9,4,5,43.333333333333336,1,0.375,0.6,1,0.4444,1500.0,1465.3691896194146,,,0.375,1.0
Cedrik Marcel Stebe,7,2,5,31.0,1,0.3333333333333333,0.2,-1,0.2857,1512.0,1465.297660737209,0.0,0.0,0.4,
Dragos Nicolae Madaras,4,0,4,37.5,0,0.0,0.0,-1,0.0,1500.0,1465.2696134461244,0.0,,0.0,
Malek Jaziri,12,4,8,32.166666666666664,0,0.4,0.4,-1,0.3333,1500.0,1465.16996071219,0.6667,,0.2222,
Ajeet Rai,4,0,4,37.5,0,0.0,0.0,-1,0.0,1500.0,1465.088410417004,,,0.0,
Nicola Kuhn,6,1,5,32.0,1,0.2,0.2,-1,0.1667,1512.0,1464.4711774273503,0.0,0.0,0.5,
Jaime Faria,4,0,4,37.5,1,0.0,0.0,-1,0.0,1500.0,1464.269290119595,0.0,,0.0,
Daniel Altmaier,115,40,75,10.904347826086957,3,0.3,0.4,-1,0.3478,1508.161563373239,1464.2244725826386,0.4151,0.2727,0.2941,
Cesar Cruz,4,0,4,37.5,0,0.0,0.0,-1,0.0,1500.0,1464.0079745036246,0.0,,0.0,
Ernests Gulbis,4,1,3,51.0,0,0.0,0.0,0,0.25,1500.0,1463.551182337716,0.0,,0.0,1.0
Ignacio Carou,4,0,4,37.5,0,0.0,0.0,-1,0.0,1500.0,1463.472831189165,0.0,,,
Viktor Troicki,5,1,4,30.6,1,0.25,0.25,-1,0.2,1500.0,1463.0998111620054,0.0,0.5,0.0,
Evgeny Donskoy,7,1,6,18.285714285714285,1,0.16666666666666666,0.2,-1,0.1429,1500.1790297261234,1461.452710257104,,0.0,0.1667,
Pablo Cuevas,29,12,17,13.379310344827585,3,0.3,0.6,-1,0.4138,1548.1489965492638,1461.429318505689,0.4286,0.0,0.4286,
Damir Dzumhur,30,11,19,25.9,2,0.4,0.4,-1,0.3667,1506.2205441078358,1460.9228652904665,0.5,,0.2778,
Radu Albot,71,27,44,15.126760563380282,2,0.4,0.2,-1,0.3803,1525.7394663446812,1460.8215681393397,0.4,0.1,0.4348,
Vit Kopriva,18,6,12,24.72222222222222,2,0.2,0.0,-1,0.3333,1541.0249008054946,1460.4189955003037,0.3636,0.0,0.3333,
Kiranpal Pannu,7,1,6,42.142857142857146,0,0.16666666666666666,0.2,-1,0.1429,1500.0,1459.7915360811564,,,0.1429,
Maximilian Marterer,46,16,30,21.195652173913043,2,0.5,0.6,-1,0.3478,1529.272426577705,1459.7213218303098,0.3333,0.4286,0.3333,
James Duckworth,94,40,54,11.297872340425531,2,0.1,0.0,-1,0.4255,1551.9955160945494,1459.5824991108889,0.3333,0.45,0.4265,
Enzo Couacaud,10,2,8,43.5,0,0.2222222222222222,0.2,-1,0.2,1511.2931798663926,1459.4783482606717,0.25,0.0,0.25,
Juan Pablo Varillas,69,30,39,15.014492753623188,0,0.2,0.4,-1,0.4348,1542.9750458668905,1459.2398853935226,0.5098,0.0,0.2353,
Francesco Passaro,18,6,12,21.0,3,0.4,0.4,0,0.3333,1500.4398264428594,1459.0532500538766,0.3636,,0.2857,
Guido Pella,48,17,31,11.916666666666666,1,0.5,0.4,-1,0.3542,1512.0,1459.0329099780263,0.3333,0.3333,0.3889,
Emilio Gomez,27,9,18,23.59259259259259,0,0.3,0.4,-1,0.3333,1512.0,1458.361066160218,0.3333,,0.3333,
Marko Topo,5,0,5,54.0,0,0.0,0.0,-1,0.0,1500.0,1458.2155215492792,0.0,,,
Marc Polmans,12,3,9,31.0,0,0.3,0.2,-1,0.25,1500.0,1457.7359630814856,0.5,0.3333,0.1429,
Daniel Evans,180,82,98,7.561111111111111,2,0.4,0.4,-1,0.4556,1601.7401068492184,1457.4834430503536,0.3721,0.3571,0.4959,
Juan Manuel Cerundolo,41,17,24,15.634146341463415,2,0.5,0.4,-1,0.4146,1559.8243605210282,1457.3196835426377,0.4167,0.0,0.4375,
Ethan Quinn,8,2,6,27.5,1,0.2857142857142857,0.2,-1,0.25,1511.5527917357574,1456.226809878373,,0.5,0.0,
Denis Istomin,7,1,6,44.42857142857143,0,0.16666666666666666,0.2,-1,0.1429,1500.0,1456.0455422973025,0.0,,0.1667,
Jay Clarke,5,0,5,32.8,1,0.0,0.0,-1,0.0,1500.0,1454.7744379456158,,0.0,0.0,
Geoffrey Blancaneaux,5,0,5,37.0,1,0.0,0.0,-1,0.0,1500.0,1454.0619783504558,0.0,,0.0,
Sebastian Dominko,5,1,4,42.0,1,0.0,0.0,0,0.2,1500.0,1453.8159094277382,0.0,,0.5,0.0
Yasutaka Uchiyama,17,5,12,18.941176470588236,2,0.3,0.4,0,0.2941,1500.0,1452.9114010371404,0.0,0.0,0.3571,
Skander Mansouri,6,1,5,35.0,1,0.0,0.0,0,0.1667,1500.0,1452.6851160258077,0.5,,0.0,0.0
Kristjan Tamm,5,0,5,42.0,0,0.0,0.0,-1,0.0,1500.0,1452.5487011990822,0.0,,0.0,0.0
Giulio Zeppieri,19,6,13,27.157894736842106,2,0.3,0.2,-1,0.3158,1510.7439679315,1452.180147475767,0.3571,,0.2,
Leo Borg,11,2,9,35.54545454545455,0,0.2,0.2,-1,0.1818,1500.0,1451.7980788908658,0.3333,,0.125,
Attila Balazs,6,0,6,42.0,0,0.0,0.0,-1,0.0,1500.0,1451.267786088045,0.0,0.0,0.0,
Jaume Munar,145,59,86,8.76551724137931,2,0.2,0.2,-1,0.4069,1537.7159995933046,1450.809347478875,0.4886,0.3,0.2766,
Gianluca Mager,45,18,27,9.311111111111112,5,0.3,0.4,-1,0.4,1524.0,1449.558702149292,0.45,0.5,0.3478,
Marco Cecchinato,74,31,43,10.878378378378379,2,0.2,0.2,-1,0.4189,1524.083794320531,1449.4871342577717,0.4915,0.0,0.1667,
Peter Gojowczyk,41,17,24,13.292682926829269,3,0.2,0.2,-1,0.4146,1569.0172735783374,1449.0525856586128,0.0,0.5,0.4333,
Brayden Schnur,5,0,5,39.2,0,0.0,0.0,-1,0.0,1500.0,1448.9053355370283,,0.0,0.0,
Michail Pervolarakis,10,2,8,35.5,0,0.2222222222222222,0.2,-1,0.2,1500.0,1448.7756150770317,0.0,,0.2222,
Yen Hsun Lu,8,1,7,24.125,1,0.14285714285714285,0.2,-1,0.125,1500.0,1448.1745688041347,0.0,0.0,0.2,
Kyle Edmund,12,2,10,20.083333333333332,2,0.1,0.0,-1,0.1667,1512.9616349926448,1447.6908987905033,0.0,,0.2222,
Steven Diez,6,0,6,30.166666666666668,1,0.0,0.0,-1,0.0,1500.0,1447.1515261210393,0.0,,0.0,
Vitaliy Sachko,6,0,6,54.333333333333336,0,0.0,0.0,-1,0.0,1500.0,1446.7666644489989,0.0,,0.0,
Luca Van Assche,61,22,39,12.704918032786885,3,0.3,0.4,-1,0.3607,1515.3048398428452,1446.6353962107148,0.381,0.25,0.3611,
Andreas Seppi,27,9,18,14.25925925925926,0,0.3,0.4,-1,0.3333,1500.0,1446.377158946351,0.3333,0.5,0.2778,
Aleksandar Kovacevic,48,16,32,14.0625,2,0.3,0.2,-1,0.3333,1537.6268560528824,1445.8464273967834,0.125,0.4,0.3714,
Nicolas Mejia,15,3,12,31.8,2,0.3,0.2,-1,0.2,1500.0,1444.253142114376,0.6,,0.0,
Egor Gerasimov,55,21,34,11.309090909090909,0,0.3,0.4,-1,0.3818,1536.0677491409306,1444.189253720742,0.3636,0.5,0.375,
Hugo Grenier,24,7,17,26.916666666666668,0,0.2,0.2,-1,0.2917,1512.0,1441.7795632691589,0.25,0.5,0.2857,
Tomas Barrios Vera,18,5,13,29.11111111111111,0,0.3,0.4,-1,0.2778,1500.0,1441.6222086832179,0.3636,0.3333,0.0,
