k_overall,k_surface,tau,beta,n,cutoff_date,train_auc,test_auc,train_brier,test_brier,test_acc,thr
16,20,365,2.0,39613,2022-04-18 00:00:00,0.7682919870863538,0.7435301068367762,0.1955793469033584,0.20511363951659078,0.6715890445538306,0.525
16,14,240,2.0,39613,2022-04-18 00:00:00,0.7687200584318382,0.7435291508315015,0.19541986956207985,0.2051076120729263,0.6683074592957213,0.495
16,14,500,2.0,39613,2022-04-18 00:00:00,0.7682318013784327,0.7435155755566023,0.19563061246901567,0.20516140130263213,0.6718414741890698,0.555
16,14,500,2.2,39613,2022-04-18 00:00:00,0.7681047701013304,0.7435100944596945,0.1956832380319953,0.20517751187859418,0.6713366149185914,0.555
16,24,365,2.2,39613,2022-04-18 00:00:00,0.7680572229937557,0.743508947253365,0.19566625329254494,0.20512265879130281,0.6699482519247759,0.53
22,12,240,1.5,39613,2022-04-18 00:00:00,0.7689627888656567,0.7435074176449256,0.1953507734616764,0.20508307453792538,0.6698220371071564,0.515
22,14,240,1.5,39613,2022-04-18 00:00:00,0.7689492062538759,0.7434981125269196,0.19535380496236157,0.205090346088012,0.6695696074719172,0.505
16,16,365,1.8,39613,2022-04-18 00:00:00,0.7685003069092703,0.7434812231004015,0.19550470624929847,0.20514058243728986,0.6698220371071564,0.52
22,16,240,1.5,39613,2022-04-18 00:00:00,0.7689348349743139,0.7434789286877426,0.19535828938647454,0.2050988913358832,0.6704531111952543,0.515
16,16,240,2.0,39613,2022-04-18 00:00:00,0.768659068123454,0.7434723003845052,0.19544112624538404,0.2051256691406389,0.6675501703900037,0.485
22,18,240,1.5,39613,2022-04-18 00:00:00,0.7689152576907646,0.7434649710107333,0.1953639049924981,0.2051082387073353,0.6707055408304935,0.515
16,14,500,1.8,39613,2022-04-18 00:00:00,0.7683346269277365,0.7434556658927272,0.1955843470085973,0.20516255668716873,0.6714628297362111,0.555
16,24,240,2.2,39613,2022-04-18 00:00:00,0.7684773718128964,0.7434522561405812,0.19549967163883358,0.2051155788886915,0.6700744667423956,0.535
22,20,240,1.5,39613,2022-04-18 00:00:00,0.7688965128898727,0.7434385215314695,0.1953699037881601,0.2051186368342202,0.6707055408304935,0.515
16,24,365,2.0,39613,2022-04-18 00:00:00,0.7681424628448152,0.7434284516092435,0.19562995530941063,0.20514686240832444,0.6680550296604821,0.505
16,18,365,1.8,39613,2022-04-18 00:00:00,0.7684148360343153,0.7434269220008044,0.19553469481670582,0.20515516265938824,0.6703268963776348,0.525
16,18,240,2.0,39613,2022-04-18 00:00:00,0.76859847214896,0.7434218870396915,0.19546197954281536,0.2051403446970023,0.6703268963776348,0.535
16,16,500,2.0,39613,2022-04-18 00:00:00,0.768116548336825,0.743408375498477,0.19567380312411714,0.20519937917265899,0.6731036223652657,0.56
16,16,500,2.2,39613,2022-04-18 00:00:00,0.7679890868772967,0.7433962660983321,0.19572678786579278,0.205228674545098,0.6690647482014388,0.5
22,24,240,1.5,39613,2022-04-18 00:00:00,0.7688574419693567,0.7433761262538805,0.19538395385936275,0.20513979680128577,0.669317177836678,0.495
16,20,240,2.0,39613,2022-04-18 00:00:00,0.7685408077880354,0.7433740230422765,0.1954815511564031,0.20515538516004928,0.6704531111952543,0.535
16,20,365,1.8,39613,2022-04-18 00:00:00,0.7683358776433082,0.7433610851042269,0.19556211755214553,0.20517400116717083,0.6685598889309605,0.52
16,16,500,1.8,39613,2022-04-18 00:00:00,0.7682242931018324,0.7433438770092841,0.1956245029581777,0.2051989525639441,0.6717152593714502,0.555
20,12,240,1.5,39613,2022-04-18 00:00:00,0.7687387474683416,0.7433267963817112,0.1954346325045652,0.20517100238487418,0.6695696074719172,0.51
16,12,240,1.8,39613,2022-04-18 00:00:00,0.7686277245539219,0.743317873665815,0.1954625938385875,0.20518173654818814,0.6670453111195255,0.485
16,24,240,2.0,39613,2022-04-18 00:00:00,0.7684383526735983,0.7433145595141963,0.19551755035951252,0.20517817121938928,0.6679288148428626,0.495
16,18,500,2.0,39613,2022-04-18 00:00:00,0.7679982043548235,0.7433076762762192,0.1957145028404784,0.20523305177028459,0.6729774075476461,0.56
20,14,240,1.5,39613,2022-04-18 00:00:00,0.7687182540555518,0.7432951844739645,0.19544122668247593,0.2051804631947139,0.6695696074719172,0.515
16,18,500,2.2,39613,2022-04-18 00:00:00,0.7678648079710859,0.7432793147864061,0.1957700218801221,0.20526581773514171,0.6725987630947873,0.56
16,14,240,1.8,39613,2022-04-18 00:00:00,0.7685738402219062,0.743272304081059,0.19548233069411658,0.20519867197373654,0.6672977407547646,0.485
20,16,240,1.5,39613,2022-04-18 00:00:00,0.7686966573045029,0.7432667592504663,0.19544947370114624,0.2051883588033108,0.6695696074719172,0.495
16,18,500,1.8,39613,2022-04-18 00:00:00,0.7681209816057142,0.743264974707287,0.1956625125733018,0.20522936377738576,0.6712104001009719,0.555
16,20,500,2.0,39613,2022-04-18 00:00:00,0.7678855523236242,0.7432617242893534,0.19575516157673403,0.2052534249963896,0.6729774075476461,0.56
16,24,365,1.8,39613,2022-04-18 00:00:00,0.7681929415659591,0.7432586013387897,0.19561018135354316,0.2052044430715143,0.6717152593714502,0.545
20,18,240,1.5,39613,2022-04-18 00:00:00,0.7686757217597755,0.74324604580285,0.19545747780950562,0.20520210824446833,0.6690647482014388,0.495
16,16,240,1.8,39613,2022-04-18 00:00:00,0.7685177691292258,0.7432308134521414,0.19550126135862012,0.20521526435974688,0.6679288148428626,0.49
20,20,240,1.5,39613,2022-04-18 00:00:00,0.7686495523288661,0.743209972537155,0.19546624478265878,0.20521366765518015,0.6702006815600151,0.52
16,20,500,1.8,39613,2022-04-18 00:00:00,0.7680137347370329,0.7431953775232962,0.19569776733538372,0.20525511883608769,0.6722201186419285,0.56
16,18,240,1.8,39613,2022-04-18 00:00:00,0.7684634944464903,0.7431916172358829,0.19551945343599847,0.20523114414179477,0.6679288148428626,0.49
16,12,500,1.5,39613,2022-04-18 00:00:00,0.7684561574462261,0.7431848614652757,0.19553214539233923,0.20524127862389369,0.6715890445538306,0.55
16,20,500,2.2,39613,2022-04-18 00:00:00,0.7677526060381656,0.7431709037882664,0.19581018547503012,0.2052967346103831,0.6662880222138079,0.495
20,24,240,1.5,39613,2022-04-18 00:00:00,0.7685906691177347,0.7431473223248264,0.19548481538252882,0.20523743857879645,0.6699482519247759,0.52
16,20,240,1.8,39613,2022-04-18 00:00:00,0.7684111476183303,0.7431436257710979,0.19553738260656986,0.20524484291295844,0.6678026000252429,0.49
16,14,500,1.5,39613,2022-04-18 00:00:00,0.7683665560233485,0.7430942958989286,0.19556497566671177,0.20527598367757027,0.6712104001009719,0.55
16,24,500,2.0,39613,2022-04-18 00:00:00,0.7676892756170477,0.7430932761599689,0.19582034001162985,0.2053091301538854,0.6694433926542976,0.54
16,24,240,1.8,39613,2022-04-18 00:00:00,0.7683180529548272,0.743074219788162,0.1955704076063826,0.20526964654088353,0.667171525937145,0.49
16,24,500,1.8,39613,2022-04-18 00:00:00,0.767835926000991,0.743069630962844,0.19576059816058614,0.20529735019693846,0.6713366149185914,0.56
16,12,365,1.5,39613,2022-04-18 00:00:00,0.7684506248222486,0.7430396123972214,0.1955344664215471,0.20527847377149996,0.6672977407547646,0.5
16,24,500,2.2,39613,2022-04-18 00:00:00,0.7675555207479553,0.743021703231744,0.1958780495435413,0.20534789532196823,0.6685598889309605,0.54
16,16,500,1.5,39613,2022-04-18 00:00:00,0.7682794639979551,0.7430127167821627,0.1955971994564368,0.20530610797079207,0.6665404518490471,0.49
16,14,365,1.5,39613,2022-04-18 00:00:00,0.7683870335034558,0.742990601193477,0.19555793674126593,0.20529910181098537,0.6709579704657327,0.545
16,18,500,1.5,39613,2022-04-18 00:00:00,0.7681953673168608,0.742945095342406,0.1956285818573657,0.20533202491552757,0.6700744667423956,0.525
16,16,365,1.5,39613,2022-04-18 00:00:00,0.7683265251587154,0.7429375110338943,0.1955810213472966,0.2053181622339725,0.6704531111952543,0.545
16,18,365,1.5,39613,2022-04-18 00:00:00,0.7682614321846024,0.7428859504827507,0.195603909031498,0.2053395216124588,0.6669190963019058,0.495
16,20,500,1.5,39613,2022-04-18 00:00:00,0.7681095379565509,0.7428809155216379,0.19565867000568687,0.20535432424262726,0.6704531111952543,0.525
16,20,365,1.5,39613,2022-04-18 00:00:00,0.7682001033067164,0.7428563780529231,0.19562654777535382,0.20534105087355672,0.667171525937145,0.495
16,24,500,1.5,39613,2022-04-18 00:00:00,0.7679576676275229,0.7427606500580932,0.19571212502136573,0.20539118375297558,0.66565694812571,0.505
16,24,365,1.5,39613,2022-04-18 00:00:00,0.7680723152271981,0.7427604588570385,0.19566664090240077,0.20538672112009046,0.6695696074719172,0.535
16,12,240,1.5,39613,2022-04-18 00:00:00,0.7681039177028198,0.7427292930850865,0.1956775571861902,0.20539485559815546,0.6684336741133409,0.5
16,14,240,1.5,39613,2022-04-18 00:00:00,0.7680691645392452,0.7426813016203015,0.19568905449862098,0.20542260970263063,0.6699482519247759,0.495
16,16,240,1.5,39613,2022-04-18 00:00:00,0.7680251783861962,0.7426410856650834,0.19570298716758314,0.20543638559088578,0.6694433926542976,0.495
16,18,240,1.5,39613,2022-04-18 00:00:00,0.7679772369447312,0.7426138713815997,0.19571983926303535,0.20545475221419912,0.6688123185661997,0.495
16,20,240,1.5,39613,2022-04-18 00:00:00,0.7679444674001206,0.7425899712497346,0.19573041991437967,0.20546330552442862,0.6691909630190584,0.5
16,24,240,1.5,39613,2022-04-18 00:00:00,0.7678677435678258,0.742506033986625,0.19575651030125535,0.20548754059258645,0.6694433926542976,0.5
