player_1,player_2,p1_rank,p2_rank,p1_age,p2_age,p1_ht,p2_ht,p1_seed,p2_seed,round_encoded,surface,sets_lost,game_win_pct,outcome,tourney_level,best_of,tourney_date
Sebastian Korda,Marin Cilic,39.0,28.0,21.3,33.0,196.0,198.0,0.0,0.0,3,Hard,0,0.6666666666666666,1,M,3,20211101
Marin Cilic,Sebastian Korda,28.0,39.0,33.0,21.3,198.0,196.0,0.0,0.0,3,Hard,3,0.33333333333333337,0,M,3,20211101
Hugo Gaston,Pablo Carreno Busta,103.0,17.0,21.0,30.3,173.0,188.0,0.0,12.0,3,Hard,1,0.8514851485148515,1,M,3,20211101
Pablo Carreno Busta,Hugo Gaston,17.0,103.0,30.3,21.0,188.0,173.0,12.0,0.0,3,Hard,2,0.14851485148514854,0,M,3,20211101
Carlos Alcaraz,Jannik Sinner,35.0,9.0,18.4,20.2,183.0,191.0,0.0,8.0,3,Hard,1,0.85,1,M,3,20211101
Jannik Sinner,Carlos Alcaraz,9.0,35.0,20.2,18.4,191.0,183.0,8.0,0.0,3,Hard,2,0.15000000000000002,0,M,3,20211101
Alexander Zverev,Dusan Lajovic,4.0,34.0,24.5,31.3,198.0,183.0,4.0,0.0,3,Hard,1,0.8765432098765432,1,M,3,20211101
Dusan Lajovic,Alexander Zverev,34.0,4.0,31.3,24.5,183.0,198.0,0.0,4.0,3,Hard,2,0.12345679012345678,0,M,3,20211101
Grigor Dimitrov,Karen Khachanov,30.0,31.0,30.4,25.4,191.0,198.0,16.0,0.0,3,Hard,1,0.75,1,M,3,20211101
Karen Khachanov,Grigor Dimitrov,31.0,30.0,25.4,30.4,198.0,191.0,0.0,16.0,3,Hard,2,0.25,0,M,3,20211101
Marcos Giron,Diego Schwartzman,57.0,15.0,28.2,29.2,180.0,170.0,0.0,11.0,3,Hard,2,0.9,1,M,3,20211101
Diego Schwartzman,Marcos Giron,15.0,57.0,29.2,28.2,170.0,180.0,11.0,0.0,3,Hard,1,0.09999999999999998,0,M,3,20211101
Casper Ruud,Alexander Bublik,8.0,36.0,22.8,24.3,183.0,196.0,6.0,0.0,3,Hard,0,0.75,1,M,3,20211101
Alexander Bublik,Casper Ruud,36.0,8.0,24.3,22.8,196.0,183.0,0.0,6.0,3,Hard,3,0.25,0,M,3,20211101
Hubert Hurkacz,Tommy Paul,10.0,53.0,24.7,24.4,196.0,185.0,7.0,0.0,3,Hard,1,0.8554216867469879,1,M,3,20211101
Tommy Paul,Hubert Hurkacz,53.0,10.0,24.4,24.7,185.0,196.0,0.0,7.0,3,Hard,2,0.14457831325301207,0,M,3,20211101
Dominik Koepfer,Felix Auger Aliassime,58.0,11.0,27.5,21.2,180.0,193.0,0.0,9.0,3,Hard,0,0.6190476190476191,1,M,3,20211101
Felix Auger Aliassime,Dominik Koepfer,11.0,58.0,21.2,27.5,193.0,180.0,9.0,0.0,3,Hard,3,0.38095238095238093,0,M,3,20211101
James Duckworth,Lorenzo Musetti,55.0,67.0,29.7,19.6,183.0,185.0,0.0,0.0,3,Hard,1,0.6666666666666666,1,M,3,20211101
Lorenzo Musetti,James Duckworth,67.0,55.0,19.6,29.7,185.0,183.0,0.0,0.0,3,Hard,2,0.33333333333333337,0,M,3,20211101
Alexei Popyrin,Stefanos Tsitsipas,71.0,3.0,22.2,23.2,196.0,193.0,0.0,3.0,3,Hard,0,0.6666666666666666,1,M,3,20211101
Stefanos Tsitsipas,Alexei Popyrin,3.0,71.0,23.2,22.2,193.0,196.0,3.0,0.0,3,Hard,3,0.33333333333333337,0,M,3,20211101
Taylor Fritz,Andrey Rublev,26.0,6.0,24.0,24.0,196.0,188.0,0.0,5.0,3,Hard,1,0.8518518518518519,1,M,3,20211101
Andrey Rublev,Taylor Fritz,6.0,26.0,24.0,24.0,188.0,196.0,5.0,0.0,3,Hard,2,0.14814814814814814,0,M,3,20211101
Cameron Norrie,Reilly Opelka,13.0,25.0,26.1,24.1,188.0,211.0,10.0,0.0,3,Hard,0,0.631578947368421,1,M,3,20211101
Reilly Opelka,Cameron Norrie,25.0,13.0,24.1,26.1,211.0,188.0,0.0,10.0,3,Hard,3,0.368421052631579,0,M,3,20211101
Gael Monfils,Adrian Mannarino,22.0,59.0,35.1,33.3,193.0,180.0,15.0,0.0,3,Hard,2,0.8735632183908046,1,M,3,20211101
Adrian Mannarino,Gael Monfils,59.0,22.0,33.3,35.1,180.0,193.0,0.0,15.0,3,Hard,1,0.12643678160919536,0,M,3,20211101
Novak Djokovic,Marton Fucsovics,1.0,40.0,34.4,29.7,188.0,188.0,1.0,0.0,3,Hard,1,0.6666666666666666,1,M,3,20211101
Marton Fucsovics,Novak Djokovic,40.0,1.0,29.7,34.4,188.0,188.0,0.0,1.0,3,Hard,2,0.33333333333333337,0,M,3,20211101
Daniil Medvedev,Sebastian Korda,2.0,39.0,25.7,21.3,198.0,196.0,2.0,0.0,4,Hard,1,0.6923076923076923,1,M,3,20211101
Sebastian Korda,Daniil Medvedev,39.0,2.0,21.3,25.7,196.0,198.0,0.0,2.0,4,Hard,2,0.3076923076923077,0,M,3,20211101
Hugo Gaston,Carlos Alcaraz,103.0,35.0,21.0,18.4,173.0,183.0,0.0,0.0,4,Hard,0,0.5909090909090909,1,M,3,20211101
Carlos Alcaraz,Hugo Gaston,35.0,103.0,18.4,21.0,183.0,173.0,0.0,0.0,4,Hard,3,0.40909090909090906,0,M,3,20211101
Alexander Zverev,Grigor Dimitrov,4.0,30.0,24.5,30.4,198.0,191.0,4.0,16.0,4,Hard,2,0.89937106918239,1,M,3,20211101
Grigor Dimitrov,Alexander Zverev,30.0,4.0,30.4,24.5,191.0,198.0,16.0,4.0,4,Hard,1,0.10062893081761004,0,M,3,20211101
Casper Ruud,Marcos Giron,8.0,57.0,22.8,28.2,183.0,180.0,6.0,0.0,4,Hard,0,0.8,1,M,3,20211101
Marcos Giron,Casper Ruud,57.0,8.0,28.2,22.8,180.0,183.0,0.0,6.0,4,Hard,3,0.19999999999999996,0,M,3,20211101
Hubert Hurkacz,Dominik Koepfer,10.0,58.0,24.7,27.5,196.0,180.0,7.0,0.0,4,Hard,1,0.6333333333333333,1,M,3,20211101
Dominik Koepfer,Hubert Hurkacz,58.0,10.0,27.5,24.7,180.0,196.0,0.0,7.0,4,Hard,2,0.3666666666666667,0,M,3,20211101
James Duckworth,Alexei Popyrin,55.0,71.0,29.7,22.2,183.0,196.0,0.0,0.0,4,Hard,1,0.8674698795180723,1,M,3,20211101
Alexei Popyrin,James Duckworth,71.0,55.0,22.2,29.7,196.0,183.0,0.0,0.0,4,Hard,2,0.1325301204819277,0,M,3,20211101
Taylor Fritz,Cameron Norrie,26.0,13.0,24.0,26.1,196.0,188.0,0.0,10.0,4,Hard,1,0.8734177215189873,1,M,3,20211101
Cameron Norrie,Taylor Fritz,13.0,26.0,26.1,24.0,188.0,196.0,10.0,0.0,4,Hard,2,0.12658227848101267,0,M,3,20211101
Novak Djokovic,Gael Monfils,1.0,22.0,34.4,35.1,188.0,193.0,1.0,15.0,4,Hard,0,,1,M,3,20211101
Gael Monfils,Novak Djokovic,22.0,1.0,35.1,34.4,193.0,188.0,15.0,1.0,4,Hard,3,,0,M,3,20211101
Daniil Medvedev,Hugo Gaston,2.0,103.0,25.7,21.0,198.0,173.0,2.0,0.0,5,Hard,1,0.8690476190476191,1,M,3,20211101
Hugo Gaston,Daniil Medvedev,103.0,2.0,21.0,25.7,173.0,198.0,0.0,2.0,5,Hard,2,0.13095238095238093,0,M,3,20211101
Alexander Zverev,Casper Ruud,4.0,8.0,24.5,22.8,198.0,183.0,4.0,6.0,5,Hard,0,0.5909090909090909,1,M,3,20211101
Casper Ruud,Alexander Zverev,8.0,4.0,22.8,24.5,183.0,198.0,6.0,4.0,5,Hard,3,0.40909090909090906,0,M,3,20211101
Hubert Hurkacz,James Duckworth,10.0,55.0,24.7,29.7,196.0,183.0,7.0,0.0,5,Hard,1,0.87,1,M,3,20211101
James Duckworth,Hubert Hurkacz,55.0,10.0,29.7,24.7,183.0,196.0,0.0,7.0,5,Hard,2,0.13,0,M,3,20211101
Novak Djokovic,Taylor Fritz,1.0,26.0,34.4,24.0,188.0,196.0,1.0,0.0,5,Hard,0,0.631578947368421,1,M,3,20211101
Taylor Fritz,Novak Djokovic,26.0,1.0,24.0,34.4,196.0,188.0,0.0,1.0,5,Hard,3,0.368421052631579,0,M,3,20211101
Daniil Medvedev,Alexander Zverev,2.0,4.0,25.7,24.5,198.0,198.0,2.0,4.0,6,Hard,0,0.75,1,M,3,20211101
Alexander Zverev,Daniil Medvedev,4.0,2.0,24.5,25.7,198.0,198.0,4.0,2.0,6,Hard,3,0.25,0,M,3,20211101
Novak Djokovic,Hubert Hurkacz,1.0,10.0,34.4,24.7,188.0,196.0,1.0,7.0,6,Hard,2,0.8850574712643678,1,M,3,20211101
Hubert Hurkacz,Novak Djokovic,10.0,1.0,24.7,34.4,196.0,188.0,7.0,1.0,6,Hard,1,0.11494252873563215,0,M,3,20211101
Novak Djokovic,Daniil Medvedev,1.0,2.0,34.4,25.7,188.0,198.0,1.0,2.0,7,Hard,1,0.6428571428571429,1,M,3,20211101
Daniil Medvedev,Novak Djokovic,2.0,1.0,25.7,34.4,198.0,188.0,2.0,1.0,7,Hard,2,0.3571428571428571,0,M,3,20211101
Benjamin Bonzi,Lucas Pouille,125.0,79.0,24.7,26.9,183.0,185.0,0.0,0.0,3,Hard,1,0.8888888888888888,1,A,3,20210222
Lucas Pouille,Benjamin Bonzi,79.0,125.0,26.9,24.7,185.0,183.0,0.0,0.0,3,Hard,2,0.11111111111111116,0,A,3,20210222
Sebastian Korda,Jo-Wilfried Tsonga,92.0,66.0,20.6,35.8,196.0,188.0,0.0,0.0,3,Hard,0,0.6666666666666666,1,A,3,20210222
Jo-Wilfried Tsonga,Sebastian Korda,66.0,92.0,35.8,20.6,188.0,196.0,0.0,0.0,3,Hard,3,0.33333333333333337,0,A,3,20210222
Lorenzo Sonego,Hugo Gaston,36.0,162.0,25.7,20.4,191.0,173.0,7.0,0.0,3,Hard,1,0.898989898989899,1,A,3,20210222
Hugo Gaston,Lorenzo Sonego,162.0,36.0,20.4,25.7,173.0,191.0,0.0,7.0,3,Hard,2,0.101010101010101,0,A,3,20210222
Alejandro Davidovich Fokina,Bernabe Zapata Miralles,56.0,146.0,21.7,24.1,183.0,183.0,0.0,0.0,3,Hard,2,0.8444444444444444,1,A,3,20210222
Bernabe Zapata Miralles,Alejandro Davidovich Fokina,146.0,56.0,24.1,21.7,183.0,183.0,0.0,0.0,3,Hard,1,0.15555555555555556,0,A,3,20210222
Egor Gerasimov,Andy Murray,83.0,121.0,28.2,33.7,196.0,191.0,0.0,0.0,3,Hard,1,0.9024390243902439,1,A,3,20210222
Andy Murray,Egor Gerasimov,121.0,83.0,33.7,28.2,191.0,196.0,0.0,0.0,3,Hard,2,0.09756097560975607,0,A,3,20210222
Aljaz Bedene,Jannik Sinner,60.0,34.0,31.6,19.5,181.0,191.0,0.0,5.0,3,Hard,2,0.8620689655172413,1,A,3,20210222
Jannik Sinner,Aljaz Bedene,34.0,60.0,19.5,31.6,191.0,181.0,5.0,0.0,3,Hard,1,0.13793103448275867,0,A,3,20210222
Peter Gojowczyk,Jan Lennard Struff,144.0,37.0,31.6,30.8,188.0,193.0,0.0,8.0,3,Hard,0,0.631578947368421,1,A,3,20210222
Jan Lennard Struff,Peter Gojowczyk,37.0,144.0,30.8,31.6,193.0,188.0,8.0,0.0,3,Hard,3,0.368421052631579,0,A,3,20210222
Jiri Vesely,Mikael Ymer,69.0,91.0,27.6,22.4,198.0,183.0,0.0,0.0,3,Hard,0,0.8571428571428571,1,A,3,20210222
Mikael Ymer,Jiri Vesely,91.0,69.0,22.4,27.6,183.0,198.0,0.0,0.0,3,Hard,3,0.1428571428571429,0,A,3,20210222
Dennis Novak,Gilles Simon,102.0,68.0,27.4,36.1,183.0,183.0,0.0,0.0,3,Hard,2,0.875,1,A,3,20210222
Gilles Simon,Dennis Novak,68.0,102.0,36.1,27.4,183.0,183.0,0.0,0.0,3,Hard,1,0.125,0,A,3,20210222
Ugo Humbert,Norbert Gombos,32.0,93.0,22.6,30.5,188.0,193.0,6.0,0.0,3,Hard,1,0.8734177215189873,1,A,3,20210222
Norbert Gombos,Ugo Humbert,93.0,32.0,30.5,22.6,193.0,188.0,0.0,6.0,3,Hard,2,0.12658227848101267,0,A,3,20210222
Tallon Griekspoor,Marcos Giron,160.0,78.0,24.6,27.5,188.0,180.0,0.0,0.0,3,Hard,1,0.8877551020408163,1,A,3,20210222
Marcos Giron,Tallon Griekspoor,78.0,160.0,27.5,24.6,180.0,188.0,0.0,0.0,3,Hard,2,0.11224489795918369,0,A,3,20210222
Gregoire Barrere,Nikoloz Basilashvili,113.0,40.0,27.0,28.9,183.0,185.0,0.0,0.0,3,Hard,0,0.6,1,A,3,20210222
Nikoloz Basilashvili,Gregoire Barrere,40.0,113.0,28.9,27.0,185.0,183.0,0.0,0.0,3,Hard,3,0.4,0,A,3,20210222
David Goffin,Benjamin Bonzi,15.0,125.0,30.2,24.7,180.0,183.0,2.0,0.0,4,Hard,1,0.59375,1,A,3,20210222
Benjamin Bonzi,David Goffin,125.0,15.0,24.7,30.2,183.0,180.0,0.0,2.0,4,Hard,2,0.40625,0,A,3,20210222
Lorenzo Sonego,Sebastian Korda,36.0,92.0,25.7,20.6,191.0,196.0,7.0,0.0,4,Hard,0,0.7058823529411765,1,A,3,20210222
Sebastian Korda,Lorenzo Sonego,92.0,36.0,20.6,25.7,196.0,191.0,0.0,7.0,4,Hard,3,0.2941176470588235,0,A,3,20210222
Alejandro Davidovich Fokina,Hubert Hurkacz,56.0,30.0,21.7,24.0,183.0,196.0,0.0,4.0,4,Hard,0,0.65,1,A,3,20210222
Hubert Hurkacz,Alejandro Davidovich Fokina,30.0,56.0,24.0,21.7,196.0,183.0,4.0,0.0,4,Hard,3,0.35,0,A,3,20210222
Egor Gerasimov,Aljaz Bedene,83.0,60.0,28.2,31.6,196.0,181.0,0.0,0.0,4,Hard,1,0.8641975308641975,1,A,3,20210222
Aljaz Bedene,Egor Gerasimov,60.0,83.0,31.6,28.2,181.0,196.0,0.0,0.0,4,Hard,2,0.13580246913580252,0,A,3,20210222
Peter Gojowczyk,Jiri Vesely,144.0,69.0,31.6,27.6,188.0,198.0,0.0,0.0,4,Hard,2,0.89937106918239,1,A,3,20210222
Jiri Vesely,Peter Gojowczyk,69.0,144.0,27.6,31.6,198.0,188.0,0.0,0.0,4,Hard,1,0.10062893081761004,0,A,3,20210222
Dennis Novak,Dusan Lajovic,102.0,27.0,27.4,30.6,183.0,183.0,0.0,3.0,4,Hard,1,0.8571428571428571,1,A,3,20210222
Dusan Lajovic,Dennis Novak,27.0,102.0,30.6,27.4,183.0,183.0,3.0,0.0,4,Hard,2,0.1428571428571429,0,A,3,20210222
Ugo Humbert,Tallon Griekspoor,32.0,160.0,22.6,24.6,188.0,188.0,6.0,0.0,4,Hard,3,0.9107142857142857,1,A,3,20210222
Tallon Griekspoor,Ugo Humbert,160.0,32.0,24.6,22.6,188.0,188.0,0.0,6.0,4,Hard,0,0.0892857142857143,0,A,3,20210222
Roberto Bautista Agut,Gregoire Barrere,13.0,113.0,32.8,27.0,183.0,183.0,1.0,0.0,4,Hard,0,0.8,1,A,3,20210222
Gregoire Barrere,Roberto Bautista Agut,113.0,13.0,27.0,32.8,183.0,183.0,0.0,1.0,4,Hard,3,0.19999999999999996,0,A,3,20210222
David Goffin,Lorenzo Sonego,15.0,36.0,30.2,25.7,180.0,191.0,2.0,7.0,5,Hard,0,0.6,1,A,3,20210222
Lorenzo Sonego,David Goffin,36.0,15.0,25.7,30.2,191.0,180.0,7.0,2.0,5,Hard,3,0.4,0,A,3,20210222
Egor Gerasimov,Alejandro Davidovich Fokina,83.0,56.0,28.2,21.7,196.0,183.0,0.0,0.0,5,Hard,1,0.59375,1,A,3,20210222
Alejandro Davidovich Fokina,Egor Gerasimov,56.0,83.0,21.7,28.2,183.0,196.0,0.0,0.0,5,Hard,2,0.40625,0,A,3,20210222
Peter Gojowczyk,Dennis Novak,144.0,102.0,31.6,27.4,188.0,183.0,0.0,0.0,5,Hard,0,0.7058823529411765,1,A,3,20210222
Dennis Novak,Peter Gojowczyk,102.0,144.0,27.4,31.6,183.0,188.0,0.0,0.0,5,Hard,3,0.2941176470588235,0,A,3,20210222
Roberto Bautista Agut,Ugo Humbert,13.0,32.0,32.8,22.6,183.0,188.0,1.0,6.0,5,Hard,0,0.6666666666666666,1,A,3,20210222
Ugo Humbert,Roberto Bautista Agut,32.0,13.0,22.6,32.8,188.0,183.0,6.0,1.0,5,Hard,3,0.33333333333333337,0,A,3,20210222
David Goffin,Egor Gerasimov,15.0,83.0,30.2,28.2,180.0,196.0,2.0,0.0,6,Hard,1,0.6428571428571429,1,A,3,20210222
Egor Gerasimov,David Goffin,83.0,15.0,28.2,30.2,196.0,180.0,0.0,2.0,6,Hard,2,0.3571428571428571,0,A,3,20210222
Roberto Bautista Agut,Peter Gojowczyk,13.0,144.0,32.8,31.6,183.0,188.0,1.0,0.0,6,Hard,0,0.6842105263157895,1,A,3,20210222
Peter Gojowczyk,Roberto Bautista Agut,144.0,13.0,31.6,32.8,188.0,183.0,0.0,1.0,6,Hard,3,0.3157894736842105,0,A,3,20210222
David Goffin,Roberto Bautista Agut,15.0,13.0,30.2,32.8,180.0,183.0,2.0,1.0,7,Hard,1,0.6333333333333333,1,A,3,20210222
Roberto Bautista Agut,David Goffin,13.0,15.0,32.8,30.2,183.0,180.0,1.0,2.0,7,Hard,2,0.3666666666666667,0,A,3,20210222
Damir Dzumhur,Kevin Anderson,126.0,91.0,28.8,34.8,175.0,203.0,0.0,0.0,1,Hard,1,0.8588235294117647,1,M,3,20210322
Kevin Anderson,Damir Dzumhur,91.0,126.0,34.8,28.8,203.0,175.0,0.0,0.0,1,Hard,2,0.14117647058823535,0,M,3,20210322
Aljaz Bedene,Thomas Fabbiano,59.0,178.0,31.6,31.8,181.0,173.0,0.0,0.0,1,Hard,2,0.875,1,M,3,20210322
Thomas Fabbiano,Aljaz Bedene,178.0,59.0,31.8,31.6,173.0,181.0,0.0,0.0,1,Hard,1,0.125,0,M,3,20210322
Bjorn Fratangelo,Fernando Verdasco,233.0,72.0,27.6,37.3,183.0,188.0,0.0,0.0,1,Hard,0,0.6,1,M,3,20210322
Fernando Verdasco,Bjorn Fratangelo,72.0,233.0,37.3,27.6,188.0,183.0,0.0,0.0,1,Hard,3,0.4,0,M,3,20210322
Daniel Elahi Galan,Thiago Seyboth Wild,113.0,125.0,24.7,21.0,191.0,185.0,0.0,0.0,1,Hard,0,0.631578947368421,1,M,3,20210322
Thiago Seyboth Wild,Daniel Elahi Galan,125.0,113.0,21.0,24.7,185.0,191.0,0.0,0.0,1,Hard,3,0.368421052631579,0,M,3,20210322
Jordan Thompson,Federico Delbonis,60.0,80.0,26.9,30.4,183.0,193.0,0.0,0.0,1,Hard,1,0.8674698795180723,1,M,3,20210322
Federico Delbonis,Jordan Thompson,80.0,60.0,30.4,26.9,193.0,183.0,0.0,0.0,1,Hard,2,0.1325301204819277,0,M,3,20210322
Joao Sousa,Christopher Oconnell,103.0,122.0,31.9,26.8,185.0,183.0,0.0,0.0,1,Hard,2,0.893491124260355,1,M,3,20210322
Christopher Oconnell,Joao Sousa,122.0,103.0,26.8,31.9,183.0,185.0,0.0,0.0,1,Hard,1,0.10650887573964496,0,M,3,20210322
Denis Kudla,Jeremy Chardy,123.0,49.0,28.5,34.1,180.0,188.0,0.0,0.0,1,Hard,1,0.6428571428571429,1,M,3,20210322
Jeremy Chardy,Denis Kudla,49.0,123.0,34.1,28.5,188.0,180.0,0.0,0.0,1,Hard,2,0.3571428571428571,0,M,3,20210322
Ilya Ivashka,Soon Woo Kwon,116.0,79.0,27.0,23.3,193.0,180.0,0.0,0.0,1,Hard,3,0.9095022624434389,1,M,3,20210322
Soon Woo Kwon,Ilya Ivashka,79.0,116.0,23.3,27.0,180.0,193.0,0.0,0.0,1,Hard,0,0.0904977375565611,0,M,3,20210322
Tennys Sandgren,Pedro Martinez,62.0,93.0,29.6,23.9,188.0,185.0,0.0,0.0,1,Hard,0,0.6666666666666666,1,M,3,20210322
Pedro Martinez,Tennys Sandgren,93.0,62.0,23.9,29.6,185.0,188.0,0.0,0.0,1,Hard,3,0.33333333333333337,0,M,3,20210322
Thanasi Kokkinakis,Shintaro Mochizuki,243.0,654.0,24.9,17.8,193.0,175.0,0.0,0.0,1,Hard,0,0.6666666666666666,1,M,3,20210322
Shintaro Mochizuki,Thanasi Kokkinakis,654.0,243.0,17.8,24.9,175.0,193.0,0.0,0.0,1,Hard,3,0.33333333333333337,0,M,3,20210322
Lorenzo Musetti,Michael Mmoh,94.0,181.0,19.0,23.1,185.0,188.0,0.0,0.0,1,Hard,0,0.6,1,M,3,20210322
Michael Mmoh,Lorenzo Musetti,181.0,94.0,23.1,19.0,188.0,185.0,0.0,0.0,1,Hard,3,0.4,0,M,3,20210322
Marin Cilic,Federico Coria,45.0,84.0,32.4,29.0,198.0,180.0,0.0,0.0,1,Hard,1,0.6666666666666666,1,M,3,20210322
Federico Coria,Marin Cilic,84.0,45.0,29.0,32.4,180.0,198.0,0.0,0.0,1,Hard,2,0.33333333333333337,0,M,3,20210322
Sebastian Korda,Radu Albot,87.0,77.0,20.7,31.3,196.0,175.0,0.0,0.0,1,Hard,0,0.8,1,M,3,20210322
Radu Albot,Sebastian Korda,77.0,87.0,31.3,20.7,175.0,196.0,0.0,0.0,1,Hard,3,0.19999999999999996,0,M,3,20210322
Mikhail Kukushkin,Jack Draper,105.0,316.0,33.2,19.2,183.0,193.0,0.0,0.0,1,Hard,1,0.5833333333333334,1,M,3,20210322
Jack Draper,Mikhail Kukushkin,316.0,105.0,19.2,33.2,193.0,183.0,0.0,0.0,1,Hard,2,0.41666666666666663,0,M,3,20210322
Miomir Kecmanovic,Liam Broady,46.0,158.0,21.5,27.2,183.0,183.0,0.0,0.0,1,Hard,1,0.88,1,M,3,20210322
Liam Broady,Miomir Kecmanovic,158.0,46.0,27.2,21.5,183.0,183.0,0.0,0.0,1,Hard,2,0.12,0,M,3,20210322
Yasutaka Uchiyama,Salvatore Caruso,110.0,85.0,28.6,28.2,183.0,185.0,0.0,0.0,1,Hard,0,0.631578947368421,1,M,3,20210322
Salvatore Caruso,Yasutaka Uchiyama,85.0,110.0,28.2,28.6,185.0,183.0,0.0,0.0,1,Hard,3,0.368421052631579,0,M,3,20210322
James Duckworth,Mischa Zverev,104.0,280.0,29.1,33.5,183.0,190.0,0.0,0.0,1,Hard,1,0.6428571428571429,1,M,3,20210322
Mischa Zverev,James Duckworth,280.0,104.0,33.5,29.1,190.0,183.0,0.0,0.0,1,Hard,2,0.3571428571428571,0,M,3,20210322
Laslo Djere,Jiri Vesely,57.0,71.0,25.8,27.6,188.0,198.0,0.0,0.0,1,Hard,1,0.6785714285714286,1,M,3,20210322
Jiri Vesely,Laslo Djere,71.0,57.0,27.6,25.8,198.0,188.0,0.0,0.0,1,Hard,2,0.3214285714285714,0,M,3,20210322
Marcos Giron,Tommy Paul,88.0,53.0,27.6,23.8,180.0,185.0,0.0,0.0,1,Hard,1,0.8658536585365854,1,M,3,20210322
Tommy Paul,Marcos Giron,53.0,88.0,23.8,27.6,185.0,180.0,0.0,0.0,1,Hard,2,0.13414634146341464,0,M,3,20210322
Cameron Norrie,Yoshihito Nishioka,56.0,66.0,25.5,25.4,188.0,170.0,0.0,0.0,1,Hard,1,0.6785714285714286,1,M,3,20210322
Yoshihito Nishioka,Cameron Norrie,66.0,56.0,25.4,25.5,170.0,188.0,0.0,0.0,1,Hard,2,0.3214285714285714,0,M,3,20210322
Yannick Hanfmann,Steve Johnson,108.0,82.0,29.3,31.2,193.0,188.0,0.0,0.0,1,Hard,0,0.65,1,M,3,20210322
Steve Johnson,Yannick Hanfmann,82.0,108.0,31.2,29.3,188.0,193.0,0.0,0.0,1,Hard,3,0.35,0,M,3,20210322
Hugo Gaston,Dominik Koepfer,162.0,54.0,20.4,26.8,173.0,180.0,0.0,0.0,1,Hard,0,0.7058823529411765,1,M,3,20210322
Dominik Koepfer,Hugo Gaston,54.0,162.0,26.8,20.4,180.0,173.0,0.0,0.0,1,Hard,3,0.2941176470588235,0,M,3,20210322
Mikael Ymer,Alejandro Tabilo,95.0,167.0,22.5,23.8,183.0,188.0,0.0,0.0,1,Hard,0,0.75,1,M,3,20210322
Alejandro Tabilo,Mikael Ymer,167.0,95.0,23.8,22.5,188.0,183.0,0.0,0.0,1,Hard,3,0.25,0,M,3,20210322
Emil Ruusuvuori,Carlos Alcaraz,83.0,132.0,21.9,17.8,188.0,183.0,0.0,0.0,1,Hard,1,0.6333333333333333,1,M,3,20210322
Carlos Alcaraz,Emil Ruusuvuori,132.0,83.0,17.8,21.9,183.0,188.0,0.0,0.0,1,Hard,2,0.3666666666666667,0,M,3,20210322
Lloyd Harris,Emilio Nava,52.0,556.0,24.0,19.3,193.0,185.0,0.0,0.0,1,Hard,1,0.8690476190476191,1,M,3,20210322
Emilio Nava,Lloyd Harris,556.0,52.0,19.3,24.0,185.0,193.0,0.0,0.0,1,Hard,2,0.13095238095238093,0,M,3,20210322
Ricardas Berankis,Federico Gaio,89.0,142.0,30.7,29.0,175.0,178.0,0.0,0.0,1,Hard,1,0.8860759493670886,1,M,3,20210322
Federico Gaio,Ricardas Berankis,142.0,89.0,29.0,30.7,178.0,175.0,0.0,0.0,1,Hard,2,0.11392405063291144,0,M,3,20210322
Mackenzie Mcdonald,Vasek Pospisil,120.0,67.0,25.9,30.7,178.0,193.0,0.0,0.0,1,Hard,1,0.6428571428571429,1,M,3,20210322
Vasek Pospisil,Mackenzie Mcdonald,67.0,120.0,30.7,25.9,193.0,178.0,0.0,0.0,1,Hard,2,0.3571428571428571,0,M,3,20210322
Pierre Hugues Herbert,Pedro Sousa,74.0,111.0,30.0,32.8,188.0,180.0,0.0,0.0,1,Hard,0,0.75,1,M,3,20210322
Pedro Sousa,Pierre Hugues Herbert,111.0,74.0,32.8,30.0,180.0,188.0,0.0,0.0,1,Hard,3,0.25,0,M,3,20210322
Ernesto Escobedo,Paolo Lorenzi,205.0,157.0,24.7,39.2,185.0,183.0,0.0,0.0,1,Hard,0,0.7058823529411765,1,M,3,20210322
Paolo Lorenzi,Ernesto Escobedo,157.0,205.0,39.2,24.7,183.0,185.0,0.0,0.0,1,Hard,3,0.2941176470588235,0,M,3,20210322
Frances Tiafoe,Stefano Travaglia,58.0,70.0,23.1,29.2,188.0,185.0,0.0,0.0,1,Hard,1,0.6333333333333333,1,M,3,20210322
Stefano Travaglia,Frances Tiafoe,70.0,58.0,29.2,23.1,185.0,188.0,0.0,0.0,1,Hard,2,0.3666666666666667,0,M,3,20210322
Alexei Popyrin,Feliciano Lopez,86.0,64.0,21.6,39.5,196.0,188.0,0.0,0.0,1,Hard,1,0.8641975308641975,1,M,3,20210322
Feliciano Lopez,Alexei Popyrin,64.0,86.0,39.5,21.6,188.0,196.0,0.0,0.0,1,Hard,2,0.13580246913580252,0,M,3,20210322
Yen Hsun Lu,Sam Querrey,1020.0,63.0,37.6,33.4,180.0,198.0,0.0,0.0,1,Hard,0,0.631578947368421,1,M,3,20210322
Sam Querrey,Yen Hsun Lu,63.0,1020.0,33.4,37.6,198.0,180.0,0.0,0.0,1,Hard,3,0.368421052631579,0,M,3,20210322
Stefanos Tsitsipas,Damir Dzumhur,5.0,126.0,22.6,28.8,193.0,175.0,2.0,0.0,2,Hard,0,0.7058823529411765,1,M,3,20210322
