player_1,player_2,p1_rank,p2_rank,p1_age,p2_age,p1_ht,p2_ht,p1_seed,p2_seed,round_encoded,surface,sets_lost,game_win_pct,outcome,tourney_level,best_of,tourney_date
Damir Dzumhur,Stefanos Tsitsipas,126.0,5.0,28.8,22.6,175.0,193.0,0.0,2.0,2,Hard,3,0.2941176470588235,0,M,3,20210322
Kei Nishikori,Aljaz Bedene,39.0,59.0,31.2,31.6,178.0,181.0,28.0,0.0,2,Hard,2,0.8315789473684211,1,M,3,20210322
Aljaz Bedene,Kei Nishikori,59.0,39.0,31.6,31.2,181.0,178.0,0.0,28.0,2,Hard,1,0.16842105263157892,0,M,3,20210322
Lorenzo Sonego,Bjorn Fratangelo,34.0,233.0,25.8,27.6,191.0,183.0,24.0,0.0,2,Hard,1,0.8658536585365854,1,M,3,20210322
Bjorn Fratangelo,Lorenzo Sonego,233.0,34.0,27.6,25.8,183.0,191.0,0.0,24.0,2,Hard,2,0.13414634146341464,0,M,3,20210322
Daniel Elahi Galan,Alex De Minaur,113.0,23.0,24.7,22.0,191.0,183.0,0.0,15.0,2,Hard,1,0.6206896551724138,1,M,3,20210322
Alex De Minaur,Daniel Elahi Galan,23.0,113.0,22.0,24.7,183.0,191.0,15.0,0.0,2,Hard,2,0.3793103448275862,0,M,3,20210322
Milos Raonic,Jordan Thompson,19.0,60.0,30.2,26.9,196.0,183.0,12.0,0.0,2,Hard,0,0.8,1,M,3,20210322
Jordan Thompson,Milos Raonic,60.0,19.0,26.9,30.2,183.0,196.0,0.0,12.0,2,Hard,3,0.19999999999999996,0,M,3,20210322
Ugo Humbert,Joao Sousa,30.0,103.0,22.7,31.9,188.0,185.0,20.0,0.0,2,Hard,0,0.7058823529411765,1,M,3,20210322
Joao Sousa,Ugo Humbert,103.0,30.0,31.9,22.7,185.0,188.0,0.0,20.0,2,Hard,3,0.2941176470588235,0,M,3,20210322
Hubert Hurkacz,Denis Kudla,37.0,123.0,24.1,28.5,196.0,180.0,26.0,0.0,2,Hard,1,0.8658536585365854,1,M,3,20210322
Denis Kudla,Hubert Hurkacz,123.0,37.0,28.5,24.1,180.0,196.0,0.0,26.0,2,Hard,2,0.13414634146341464,0,M,3,20210322
Denis Shapovalov,Ilya Ivashka,11.0,116.0,21.9,27.0,185.0,193.0,6.0,0.0,2,Hard,1,0.8613861386138614,1,M,3,20210322
Ilya Ivashka,Denis Shapovalov,116.0,11.0,27.0,21.9,193.0,185.0,0.0,6.0,2,Hard,2,0.13861386138613863,0,M,3,20210322
Andrey Rublev,Tennys Sandgren,8.0,62.0,23.4,29.6,188.0,188.0,4.0,0.0,2,Hard,0,0.8,1,M,3,20210322
Tennys Sandgren,Andrey Rublev,62.0,8.0,29.6,23.4,188.0,188.0,0.0,4.0,2,Hard,3,0.19999999999999996,0,M,3,20210322
Marton Fucsovics,Thanasi Kokkinakis,40.0,243.0,29.1,24.9,188.0,193.0,29.0,0.0,2,Hard,2,0.89375,1,M,3,20210322
Thanasi Kokkinakis,Marton Fucsovics,243.0,40.0,24.9,29.1,193.0,188.0,0.0,29.0,2,Hard,1,0.10624999999999996,0,M,3,20210322
Lorenzo Musetti,Benoit Paire,94.0,33.0,19.0,31.8,185.0,196.0,0.0,23.0,2,Hard,0,0.6666666666666666,1,M,3,20210322
Benoit Paire,Lorenzo Musetti,33.0,94.0,31.8,19.0,196.0,185.0,23.0,0.0,2,Hard,3,0.33333333333333337,0,M,3,20210322
Marin Cilic,Cristian Garin,45.0,20.0,32.4,24.8,198.0,185.0,0.0,13.0,2,Hard,2,0.8387096774193549,1,M,3,20210322
Cristian Garin,Marin Cilic,20.0,45.0,24.8,32.4,185.0,198.0,13.0,0.0,2,Hard,1,0.16129032258064513,0,M,3,20210322
Sebastian Korda,Fabio Fognini,87.0,17.0,20.7,33.8,196.0,178.0,0.0,10.0,2,Hard,1,0.72,1,M,3,20210322
Fabio Fognini,Sebastian Korda,17.0,87.0,33.8,20.7,178.0,196.0,10.0,0.0,2,Hard,2,0.28,0,M,3,20210322
Aslan Karatsev,Mikhail Kukushkin,27.0,105.0,27.5,33.2,185.0,183.0,17.0,0.0,2,Hard,0,0.631578947368421,1,M,3,20210322
Mikhail Kukushkin,Aslan Karatsev,105.0,27.0,33.2,27.5,183.0,185.0,0.0,17.0,2,Hard,3,0.368421052631579,0,M,3,20210322
Adrian Mannarino,Miomir Kecmanovic,36.0,46.0,32.7,21.5,180.0,183.0,25.0,0.0,2,Hard,0,0.631578947368421,1,M,3,20210322
Miomir Kecmanovic,Adrian Mannarino,46.0,36.0,21.5,32.7,183.0,180.0,0.0,25.0,2,Hard,3,0.368421052631579,0,M,3,20210322
Diego Schwartzman,Yasutaka Uchiyama,9.0,110.0,28.5,28.6,170.0,183.0,5.0,0.0,2,Hard,0,0.6666666666666666,1,M,3,20210322
Yasutaka Uchiyama,Diego Schwartzman,110.0,9.0,28.6,28.5,183.0,170.0,0.0,5.0,2,Hard,3,0.33333333333333337,0,M,3,20210322
James Duckworth,David Goffin,104.0,13.0,29.1,30.2,183.0,180.0,0.0,8.0,2,Hard,0,0.75,1,M,3,20210322
David Goffin,James Duckworth,13.0,104.0,30.2,29.1,180.0,183.0,8.0,0.0,2,Hard,3,0.25,0,M,3,20210322
Alexander Bublik,Laslo Djere,44.0,57.0,23.7,25.8,196.0,188.0,32.0,0.0,2,Hard,0,0.631578947368421,1,M,3,20210322
Laslo Djere,Alexander Bublik,57.0,44.0,25.8,23.7,188.0,196.0,0.0,32.0,2,Hard,3,0.368421052631579,0,M,3,20210322
Taylor Fritz,Marcos Giron,32.0,88.0,23.3,27.6,196.0,180.0,22.0,0.0,2,Hard,0,0.75,1,M,3,20210322
Marcos Giron,Taylor Fritz,88.0,32.0,27.6,23.3,180.0,196.0,0.0,22.0,2,Hard,3,0.25,0,M,3,20210322
Cameron Norrie,Grigor Dimitrov,56.0,16.0,25.5,29.8,188.0,191.0,0.0,9.0,2,Hard,0,0.5833333333333334,1,M,3,20210322
Grigor Dimitrov,Cameron Norrie,16.0,56.0,29.8,25.5,191.0,188.0,9.0,0.0,2,Hard,3,0.41666666666666663,0,M,3,20210322
Karen Khachanov,Yannick Hanfmann,22.0,108.0,24.8,29.3,198.0,193.0,14.0,0.0,2,Hard,0,0.7058823529411765,1,M,3,20210322
Yannick Hanfmann,Karen Khachanov,108.0,22.0,29.3,24.8,193.0,198.0,0.0,14.0,2,Hard,3,0.2941176470588235,0,M,3,20210322
Jannik Sinner,Hugo Gaston,31.0,162.0,19.5,20.4,191.0,173.0,21.0,0.0,2,Hard,0,0.75,1,M,3,20210322
Hugo Gaston,Jannik Sinner,162.0,31.0,20.4,19.5,173.0,191.0,0.0,21.0,2,Hard,3,0.25,0,M,3,20210322
Mikael Ymer,Nikoloz Basilashvili,95.0,38.0,22.5,29.0,183.0,185.0,0.0,27.0,2,Hard,1,0.6206896551724138,1,M,3,20210322
Nikoloz Basilashvili,Mikael Ymer,38.0,95.0,29.0,22.5,185.0,183.0,27.0,0.0,2,Hard,2,0.3793103448275862,0,M,3,20210322
Emil Ruusuvuori,Alexander Zverev,83.0,7.0,21.9,23.9,188.0,198.0,0.0,3.0,2,Hard,1,0.782608695652174,1,M,3,20210322
Alexander Zverev,Emil Ruusuvuori,7.0,83.0,23.9,21.9,198.0,188.0,3.0,0.0,2,Hard,2,0.21739130434782605,0,M,3,20210322
Roberto Bautista Agut,Lloyd Harris,12.0,52.0,32.9,24.0,183.0,193.0,7.0,0.0,2,Hard,0,,1,M,3,20210322
Lloyd Harris,Roberto Bautista Agut,52.0,12.0,24.0,32.9,193.0,183.0,0.0,7.0,2,Hard,3,,0,M,3,20210322
Jan Lennard Struff,Ricardas Berankis,42.0,89.0,30.9,30.7,193.0,175.0,31.0,0.0,2,Hard,0,0.631578947368421,1,M,3,20210322
Ricardas Berankis,Jan Lennard Struff,89.0,42.0,30.7,30.9,175.0,193.0,0.0,31.0,2,Hard,3,0.368421052631579,0,M,3,20210322
John Isner,Mackenzie Mcdonald,28.0,120.0,35.9,25.9,208.0,178.0,18.0,0.0,2,Hard,1,0.6551724137931034,1,M,3,20210322
Mackenzie Mcdonald,John Isner,120.0,28.0,25.9,35.9,178.0,208.0,0.0,18.0,2,Hard,2,0.3448275862068966,0,M,3,20210322
Felix Auger Aliassime,Pierre Hugues Herbert,18.0,74.0,20.6,30.0,193.0,188.0,11.0,0.0,2,Hard,0,0.6,1,M,3,20210322
Pierre Hugues Herbert,Felix Auger Aliassime,74.0,18.0,30.0,20.6,188.0,193.0,0.0,11.0,2,Hard,3,0.4,0,M,3,20210322
Dusan Lajovic,Ernesto Escobedo,26.0,205.0,30.7,24.7,183.0,185.0,16.0,0.0,2,Hard,0,0.7058823529411765,1,M,3,20210322
Ernesto Escobedo,Dusan Lajovic,205.0,26.0,24.7,30.7,185.0,183.0,0.0,16.0,2,Hard,3,0.2941176470588235,0,M,3,20210322
Frances Tiafoe,Daniel Evans,58.0,29.0,23.1,30.8,188.0,175.0,0.0,19.0,2,Hard,1,0.8787878787878788,1,M,3,20210322
Daniel Evans,Frances Tiafoe,29.0,58.0,30.8,23.1,175.0,188.0,19.0,0.0,2,Hard,2,0.12121212121212122,0,M,3,20210322
Alexei Popyrin,Reilly Opelka,86.0,41.0,21.6,23.5,196.0,211.0,0.0,30.0,2,Hard,0,0.6666666666666666,1,M,3,20210322
Reilly Opelka,Alexei Popyrin,41.0,86.0,23.5,21.6,211.0,196.0,30.0,0.0,2,Hard,3,0.33333333333333337,0,M,3,20210322
Daniil Medvedev,Yen Hsun Lu,2.0,1020.0,25.1,37.6,198.0,180.0,1.0,0.0,2,Hard,0,0.75,1,M,3,20210322
Yen Hsun Lu,Daniil Medvedev,1020.0,2.0,37.6,25.1,180.0,198.0,0.0,1.0,2,Hard,3,0.25,0,M,3,20210322
Stefanos Tsitsipas,Kei Nishikori,5.0,39.0,22.6,31.2,193.0,178.0,2.0,28.0,3,Hard,1,0.72,1,M,3,20210322
Kei Nishikori,Stefanos Tsitsipas,39.0,5.0,31.2,22.6,178.0,193.0,28.0,2.0,3,Hard,2,0.28,0,M,3,20210322
Lorenzo Sonego,Daniel Elahi Galan,34.0,113.0,25.8,24.7,191.0,191.0,24.0,0.0,3,Hard,1,0.8780487804878049,1,M,3,20210322
Daniel Elahi Galan,Lorenzo Sonego,113.0,34.0,24.7,25.8,191.0,191.0,0.0,24.0,3,Hard,2,0.12195121951219512,0,M,3,20210322
Milos Raonic,Ugo Humbert,19.0,30.0,30.2,22.7,196.0,188.0,12.0,20.0,3,Hard,0,0.5909090909090909,1,M,3,20210322
Ugo Humbert,Milos Raonic,30.0,19.0,22.7,30.2,188.0,196.0,20.0,12.0,3,Hard,3,0.40909090909090906,0,M,3,20210322
Hubert Hurkacz,Denis Shapovalov,37.0,11.0,24.1,21.9,196.0,185.0,26.0,6.0,3,Hard,1,0.8780487804878049,1,M,3,20210322
Denis Shapovalov,Hubert Hurkacz,11.0,37.0,21.9,24.1,185.0,196.0,6.0,26.0,3,Hard,2,0.12195121951219512,0,M,3,20210322
Andrey Rublev,Marton Fucsovics,8.0,40.0,23.4,29.1,188.0,188.0,4.0,29.0,3,Hard,0,0.8,1,M,3,20210322
Marton Fucsovics,Andrey Rublev,40.0,8.0,29.1,23.4,188.0,188.0,29.0,4.0,3,Hard,3,0.19999999999999996,0,M,3,20210322
Marin Cilic,Lorenzo Musetti,45.0,94.0,32.4,19.0,198.0,185.0,0.0,0.0,3,Hard,0,0.631578947368421,1,M,3,20210322
Lorenzo Musetti,Marin Cilic,94.0,45.0,19.0,32.4,185.0,198.0,0.0,0.0,3,Hard,3,0.368421052631579,0,M,3,20210322
Sebastian Korda,Aslan Karatsev,87.0,27.0,20.7,27.5,196.0,185.0,0.0,17.0,3,Hard,0,0.8,1,M,3,20210322
Aslan Karatsev,Sebastian Korda,27.0,87.0,27.5,20.7,185.0,196.0,17.0,0.0,3,Hard,3,0.19999999999999996,0,M,3,20210322
Diego Schwartzman,Adrian Mannarino,9.0,36.0,28.5,32.7,170.0,180.0,5.0,25.0,3,Hard,0,0.7058823529411765,1,M,3,20210322
Adrian Mannarino,Diego Schwartzman,36.0,9.0,32.7,28.5,180.0,170.0,25.0,5.0,3,Hard,3,0.2941176470588235,0,M,3,20210322
Alexander Bublik,James Duckworth,44.0,104.0,23.7,29.1,196.0,183.0,32.0,0.0,3,Hard,0,0.6,1,M,3,20210322
James Duckworth,Alexander Bublik,104.0,44.0,29.1,23.7,183.0,196.0,0.0,32.0,3,Hard,3,0.4,0,M,3,20210322
Taylor Fritz,Cameron Norrie,32.0,56.0,23.3,25.5,196.0,188.0,22.0,0.0,3,Hard,1,0.6923076923076923,1,M,3,20210322
Cameron Norrie,Taylor Fritz,56.0,32.0,25.5,23.3,188.0,196.0,0.0,22.0,3,Hard,2,0.3076923076923077,0,M,3,20210322
Jannik Sinner,Karen Khachanov,31.0,22.0,19.5,24.8,191.0,198.0,21.0,14.0,3,Hard,2,0.8314606741573034,1,M,3,20210322
Karen Khachanov,Jannik Sinner,22.0,31.0,24.8,19.5,198.0,191.0,14.0,21.0,3,Hard,1,0.1685393258426966,0,M,3,20210322
Emil Ruusuvuori,Mikael Ymer,83.0,95.0,21.9,22.5,188.0,183.0,0.0,0.0,3,Hard,1,0.6551724137931034,1,M,3,20210322
Mikael Ymer,Emil Ruusuvuori,95.0,83.0,22.5,21.9,183.0,188.0,0.0,0.0,3,Hard,2,0.3448275862068966,0,M,3,20210322
Roberto Bautista Agut,Jan Lennard Struff,12.0,42.0,32.9,30.9,183.0,193.0,7.0,31.0,3,Hard,1,0.6666666666666666,1,M,3,20210322
Jan Lennard Struff,Roberto Bautista Agut,42.0,12.0,30.9,32.9,193.0,183.0,31.0,7.0,3,Hard,2,0.33333333333333337,0,M,3,20210322
John Isner,Felix Auger Aliassime,28.0,18.0,35.9,20.6,208.0,193.0,18.0,11.0,3,Hard,2,0.9027777777777778,1,M,3,20210322
Felix Auger Aliassime,John Isner,18.0,28.0,20.6,35.9,193.0,208.0,11.0,18.0,3,Hard,1,0.09722222222222221,0,M,3,20210322
Frances Tiafoe,Dusan Lajovic,58.0,26.0,23.1,30.7,188.0,183.0,0.0,16.0,3,Hard,1,0.6785714285714286,1,M,3,20210322
Dusan Lajovic,Frances Tiafoe,26.0,58.0,30.7,23.1,183.0,188.0,16.0,0.0,3,Hard,2,0.3214285714285714,0,M,3,20210322
Daniil Medvedev,Alexei Popyrin,2.0,86.0,25.1,21.6,198.0,196.0,1.0,0.0,3,Hard,2,0.8957055214723927,1,M,3,20210322
Alexei Popyrin,Daniil Medvedev,86.0,2.0,21.6,25.1,196.0,198.0,0.0,1.0,3,Hard,1,0.10429447852760731,0,M,3,20210322
Stefanos Tsitsipas,Lorenzo Sonego,5.0,34.0,22.6,25.8,193.0,191.0,2.0,24.0,4,Hard,1,0.8831168831168831,1,M,3,20210322
Lorenzo Sonego,Stefanos Tsitsipas,34.0,5.0,25.8,22.6,191.0,193.0,24.0,2.0,4,Hard,2,0.11688311688311692,0,M,3,20210322
Hubert Hurkacz,Milos Raonic,37.0,19.0,24.1,30.2,196.0,196.0,26.0,12.0,4,Hard,2,0.8444444444444444,1,M,3,20210322
Milos Raonic,Hubert Hurkacz,19.0,37.0,30.2,24.1,196.0,196.0,12.0,26.0,4,Hard,1,0.15555555555555556,0,M,3,20210322
Andrey Rublev,Marin Cilic,8.0,45.0,23.4,32.4,188.0,198.0,4.0,0.0,4,Hard,0,0.6,1,M,3,20210322
Marin Cilic,Andrey Rublev,45.0,8.0,32.4,23.4,198.0,188.0,0.0,4.0,4,Hard,3,0.4,0,M,3,20210322
Sebastian Korda,Diego Schwartzman,87.0,9.0,20.7,28.5,196.0,170.0,0.0,5.0,4,Hard,1,0.6129032258064516,1,M,3,20210322
Diego Schwartzman,Sebastian Korda,9.0,87.0,28.5,20.7,170.0,196.0,5.0,0.0,4,Hard,2,0.3870967741935484,0,M,3,20210322
Alexander Bublik,Taylor Fritz,44.0,32.0,23.7,23.3,196.0,196.0,32.0,22.0,4,Hard,1,0.87,1,M,3,20210322
Taylor Fritz,Alexander Bublik,32.0,44.0,23.3,23.7,196.0,196.0,22.0,32.0,4,Hard,2,0.13,0,M,3,20210322
Jannik Sinner,Emil Ruusuvuori,31.0,83.0,19.5,21.9,191.0,188.0,21.0,0.0,4,Hard,0,0.7058823529411765,1,M,3,20210322
Emil Ruusuvuori,Jannik Sinner,83.0,31.0,21.9,19.5,188.0,191.0,0.0,21.0,4,Hard,3,0.2941176470588235,0,M,3,20210322
Roberto Bautista Agut,John Isner,12.0,28.0,32.9,35.9,183.0,208.0,7.0,18.0,4,Hard,2,0.8494623655913979,1,M,3,20210322
John Isner,Roberto Bautista Agut,28.0,12.0,35.9,32.9,208.0,183.0,18.0,7.0,4,Hard,1,0.15053763440860213,0,M,3,20210322
Daniil Medvedev,Frances Tiafoe,2.0,58.0,25.1,23.1,198.0,188.0,1.0,0.0,4,Hard,0,0.631578947368421,1,M,3,20210322
Frances Tiafoe,Daniil Medvedev,58.0,2.0,23.1,25.1,188.0,198.0,0.0,1.0,4,Hard,3,0.368421052631579,0,M,3,20210322
Hubert Hurkacz,Stefanos Tsitsipas,37.0,5.0,24.1,22.6,196.0,193.0,26.0,2.0,5,Hard,1,0.6666666666666666,1,M,3,20210322
Stefanos Tsitsipas,Hubert Hurkacz,5.0,37.0,22.6,24.1,193.0,196.0,2.0,26.0,5,Hard,2,0.33333333333333337,0,M,3,20210322
Andrey Rublev,Sebastian Korda,8.0,87.0,23.4,20.7,188.0,196.0,4.0,0.0,5,Hard,1,0.8604651162790697,1,M,3,20210322
Sebastian Korda,Andrey Rublev,87.0,8.0,20.7,23.4,196.0,188.0,0.0,4.0,5,Hard,2,0.13953488372093026,0,M,3,20210322
Jannik Sinner,Alexander Bublik,31.0,44.0,19.5,23.7,191.0,196.0,21.0,32.0,5,Hard,1,0.8658536585365854,1,M,3,20210322
Alexander Bublik,Jannik Sinner,44.0,31.0,23.7,19.5,196.0,191.0,32.0,21.0,5,Hard,2,0.13414634146341464,0,M,3,20210322
Roberto Bautista Agut,Daniil Medvedev,12.0,2.0,32.9,25.1,183.0,198.0,7.0,1.0,5,Hard,0,0.6666666666666666,1,M,3,20210322
Daniil Medvedev,Roberto Bautista Agut,2.0,12.0,25.1,32.9,198.0,183.0,1.0,7.0,5,Hard,3,0.33333333333333337,0,M,3,20210322
Hubert Hurkacz,Andrey Rublev,37.0,8.0,24.1,23.4,196.0,188.0,26.0,4.0,6,Hard,0,0.631578947368421,1,M,3,20210322
Andrey Rublev,Hubert Hurkacz,8.0,37.0,23.4,24.1,188.0,196.0,4.0,26.0,6,Hard,3,0.368421052631579,0,M,3,20210322
Jannik Sinner,Roberto Bautista Agut,31.0,12.0,19.5,32.9,191.0,183.0,21.0,7.0,6,Hard,1,0.59375,1,M,3,20210322
Roberto Bautista Agut,Jannik Sinner,12.0,31.0,32.9,19.5,183.0,191.0,7.0,21.0,6,Hard,2,0.40625,0,M,3,20210322
Hubert Hurkacz,Jannik Sinner,37.0,31.0,24.1,19.5,196.0,191.0,26.0,21.0,7,Hard,1,0.8641975308641975,1,M,3,20210322
Jannik Sinner,Hubert Hurkacz,31.0,37.0,19.5,24.1,191.0,196.0,21.0,26.0,7,Hard,2,0.13580246913580252,0,M,3,20210322
Pedro Martinez,Roberto Marcora,59.0,208.0,24.4,32.0,185.0,193.0,0.0,0.0,1,Hard,0,0.75,1,M,3,20211004
Roberto Marcora,Pedro Martinez,208.0,59.0,32.0,24.4,193.0,185.0,0.0,0.0,1,Hard,3,0.25,0,M,3,20211004
Jan Lennard Struff,Daniel Elahi Galan,53.0,104.0,31.4,25.2,193.0,191.0,0.0,0.0,1,Hard,1,0.875,1,M,3,20211004
Daniel Elahi Galan,Jan Lennard Struff,104.0,53.0,25.2,31.4,191.0,193.0,0.0,0.0,1,Hard,2,0.125,0,M,3,20211004
Aleksandar Vukic,Pablo Andujar,202.0,96.0,25.4,35.6,188.0,180.0,0.0,0.0,1,Hard,0,0.5909090909090909,1,M,3,20211004
Pablo Andujar,Aleksandar Vukic,96.0,202.0,35.6,25.4,180.0,188.0,0.0,0.0,1,Hard,3,0.40909090909090906,0,M,3,20211004
Ernesto Escobedo,Holger Rune,178.0,124.0,25.2,18.4,185.0,188.0,0.0,0.0,1,Hard,0,0.7058823529411765,1,M,3,20211004
Holger Rune,Ernesto Escobedo,124.0,178.0,18.4,25.2,188.0,185.0,0.0,0.0,1,Hard,3,0.2941176470588235,0,M,3,20211004
Emilio Gomez,Facundo Bagnis,174.0,72.0,29.8,31.6,185.0,183.0,0.0,0.0,1,Hard,0,0.75,1,M,3,20211004
Facundo Bagnis,Emilio Gomez,72.0,174.0,31.6,29.8,183.0,185.0,0.0,0.0,1,Hard,3,0.25,0,M,3,20211004
Emil Ruusuvuori,Dominik Koepfer,91.0,64.0,22.5,27.4,188.0,180.0,0.0,0.0,1,Hard,1,0.9139784946236559,1,M,3,20211004
Dominik Koepfer,Emil Ruusuvuori,64.0,91.0,27.4,22.5,180.0,188.0,0.0,0.0,1,Hard,2,0.08602150537634412,0,M,3,20211004
Christopher Eubanks,Egor Gerasimov,194.0,108.0,25.4,28.8,201.0,196.0,0.0,0.0,1,Hard,0,0.6666666666666666,1,M,3,20211004
Egor Gerasimov,Christopher Eubanks,108.0,194.0,28.8,25.4,196.0,201.0,0.0,0.0,1,Hard,3,0.33333333333333337,0,M,3,20211004
Albert Ramos,Lorenzo Musetti,48.0,61.0,33.7,19.5,188.0,185.0,0.0,0.0,1,Hard,0,0.75,1,M,3,20211004
Lorenzo Musetti,Albert Ramos,61.0,48.0,19.5,33.7,185.0,188.0,0.0,0.0,1,Hard,3,0.25,0,M,3,20211004
Jenson Brooksby,Cem Ilkel,76.0,179.0,20.9,26.1,188.0,185.0,0.0,0.0,1,Hard,1,0.8658536585365854,1,M,3,20211004
Cem Ilkel,Jenson Brooksby,179.0,76.0,26.1,20.9,185.0,188.0,0.0,0.0,1,Hard,2,0.13414634146341464,0,M,3,20211004
Andy Murray,Adrian Mannarino,121.0,58.0,34.3,33.2,191.0,180.0,0.0,0.0,1,Hard,0,0.7058823529411765,1,M,3,20211004
Adrian Mannarino,Andy Murray,58.0,121.0,33.2,34.3,180.0,191.0,0.0,0.0,1,Hard,3,0.2941176470588235,0,M,3,20211004
Kevin Anderson,Jordan Thompson,67.0,74.0,35.3,27.4,203.0,183.0,0.0,0.0,1,Hard,0,0.65,1,M,3,20211004
Jordan Thompson,Kevin Anderson,74.0,67.0,27.4,35.3,183.0,203.0,0.0,0.0,1,Hard,3,0.35,0,M,3,20211004
Gianluca Mager,Marton Fucsovics,71.0,42.0,26.8,29.6,188.0,188.0,0.0,0.0,1,Hard,1,0.75,1,M,3,20211004
Marton Fucsovics,Gianluca Mager,42.0,71.0,29.6,26.8,188.0,188.0,0.0,0.0,1,Hard,2,0.25,0,M,3,20211004
John Millman,Jack Sock,90.0,161.0,32.3,29.0,183.0,191.0,0.0,0.0,1,Hard,1,0.6129032258064516,1,M,3,20211004
Jack Sock,John Millman,161.0,90.0,29.0,32.3,191.0,183.0,0.0,0.0,1,Hard,2,0.3870967741935484,0,M,3,20211004
Yoshihito Nishioka,Federico Delbonis,73.0,44.0,26.0,30.9,170.0,193.0,0.0,0.0,1,Hard,2,0.8505747126436781,1,M,3,20211004
Federico Delbonis,Yoshihito Nishioka,44.0,73.0,30.9,26.0,193.0,170.0,0.0,0.0,1,Hard,1,0.14942528735632188,0,M,3,20211004
Brandon Nakashima,Federico Coria,79.0,66.0,20.1,29.5,188.0,180.0,0.0,0.0,1,Hard,0,0.7058823529411765,1,M,3,20211004
Federico Coria,Brandon Nakashima,66.0,79.0,29.5,20.1,180.0,188.0,0.0,0.0,1,Hard,3,0.2941176470588235,0,M,3,20211004
Alejandro Tabilo,Denis Kudla,184.0,95.0,24.3,29.1,188.0,180.0,0.0,0.0,1,Hard,1,0.8918918918918919,1,M,3,20211004
Denis Kudla,Alejandro Tabilo,95.0,184.0,29.1,24.3,180.0,188.0,0.0,0.0,1,Hard,2,0.10810810810810811,0,M,3,20211004
Roberto Carballes Baena,Renzo Olivo,81.0,199.0,28.5,29.5,183.0,178.0,0.0,0.0,1,Hard,0,0.5833333333333334,1,M,3,20211004
Renzo Olivo,Roberto Carballes Baena,199.0,81.0,29.5,28.5,178.0,183.0,0.0,0.0,1,Hard,3,0.41666666666666663,0,M,3,20211004
Alejandro Davidovich Fokina,Steve Johnson,43.0,82.0,22.3,31.7,183.0,188.0,0.0,0.0,1,Hard,1,0.8627450980392157,1,M,3,20211004
Steve Johnson,Alejandro Davidovich Fokina,82.0,43.0,31.7,22.3,188.0,183.0,0.0,0.0,1,Hard,2,0.13725490196078427,0,M,3,20211004
Kei Nishikori,Joao Sousa,52.0,182.0,31.7,32.5,178.0,185.0,0.0,0.0,1,Hard,1,0.8877551020408163,1,M,3,20211004
Joao Sousa,Kei Nishikori,182.0,52.0,32.5,31.7,185.0,178.0,0.0,0.0,1,Hard,2,0.11224489795918369,0,M,3,20211004
Maxime Cressy,Laslo Djere,144.0,47.0,24.4,26.3,201.0,188.0,0.0,0.0,1,Hard,1,0.8775510204081632,1,M,3,20211004
Laslo Djere,Maxime Cressy,47.0,144.0,26.3,24.4,188.0,201.0,0.0,0.0,1,Hard,2,0.12244897959183676,0,M,3,20211004
Guido Pella,Soon Woo Kwon,77.0,55.0,31.3,23.8,183.0,180.0,0.0,0.0,1,Hard,1,0.6923076923076923,1,M,3,20211004
Soon Woo Kwon,Guido Pella,55.0,77.0,23.8,31.3,180.0,183.0,0.0,0.0,1,Hard,2,0.3076923076923077,0,M,3,20211004
Tennys Sandgren,Thiago Monteiro,101.0,92.0,30.2,27.3,188.0,183.0,0.0,0.0,1,Hard,0,0.631578947368421,1,M,3,20211004
Thiago Monteiro,Tennys Sandgren,92.0,101.0,27.3,30.2,183.0,188.0,0.0,0.0,1,Hard,3,0.368421052631579,0,M,3,20211004
Tommy Paul,Feliciano Lopez,60.0,107.0,24.3,40.0,185.0,188.0,0.0,0.0,1,Hard,1,0.8734177215189873,1,M,3,20211004
Feliciano Lopez,Tommy Paul,107.0,60.0,40.0,24.3,188.0,185.0,0.0,0.0,1,Hard,2,0.12658227848101267,0,M,3,20211004
Carlos Taberner,Jaume Munar,115.0,68.0,24.1,24.4,183.0,183.0,0.0,0.0,1,Hard,0,0.6666666666666666,1,M,3,20211004
Jaume Munar,Carlos Taberner,68.0,115.0,24.4,24.1,183.0,183.0,0.0,0.0,1,Hard,3,0.33333333333333337,0,M,3,20211004
Alexei Popyrin,Miomir Kecmanovic,69.0,62.0,22.1,22.0,196.0,183.0,0.0,0.0,1,Hard,1,0.875,1,M,3,20211004
Miomir Kecmanovic,Alexei Popyrin,62.0,69.0,22.0,22.1,183.0,196.0,0.0,0.0,1,Hard,2,0.125,0,M,3,20211004
Frances Tiafoe,Benoit Paire,51.0,49.0,23.7,32.4,188.0,196.0,0.0,0.0,1,Hard,0,0.6,1,M,3,20211004
Benoit Paire,Frances Tiafoe,49.0,51.0,32.4,23.7,196.0,188.0,0.0,0.0,1,Hard,3,0.4,0,M,3,20211004
Salvatore Caruso,Zachary Svajda,145.0,434.0,28.8,18.8,185.0,175.0,0.0,0.0,1,Hard,0,0.75,1,M,3,20211004
Zachary Svajda,Salvatore Caruso,434.0,145.0,18.8,28.8,175.0,185.0,0.0,0.0,1,Hard,3,0.25,0,M,3,20211004
Vasek Pospisil,J J Wolf,85.0,187.0,31.2,22.7,193.0,183.0,0.0,0.0,1,Hard,1,0.6,1,M,3,20211004
