player,matches,wins,losses,avg_rest_days,rolling_10_winrate_latest,win_rate,peak_elo,current_elo,last_match_date,days_since_last,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,surf_matches_Other,wr_Clay,wr_Grass,wr_Hard,wr_Other,current_selo_Clay,current_selo_Grass,current_selo_Hard
Philipp Oswald,3,1,2,30.0,0.5,0.3333,1510.68248590355,1500.0,2014-09-22,3740,2,0,1,0,0.5,,0.0,,1506.6795302672258,,1500.0
Philippos Tsangaridis,3,0,3,30.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,0,0,3,0,,,0.0,,,,1487.6979367855236
Pierre Ludovic Duclos,3,1,2,30.0,0.5,0.3333,1513.1995280467704,1500.0,2012-06-17,4567,0,1,2,0,,0.0,0.5,,,1500.0,1507.544031023923
Rares Cuzdriorean,3,0,3,50.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,0,0,3,0,,,0.0,,,,1493.033673222658
Ricardo Gonzalez Diaz,3,0,3,48.666666666666664,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,3,0,,,0.0,,,,1490.3356519674371
Robin Kern,3,0,3,50.0,0.5,0.0,1500.0,1500.0,2013-07-08,4181,3,0,0,0,0.0,,,,1496.7294352315587,,
Rodrigo Arus,3,1,2,50.0,0.5,0.3333,1500.0,1500.0,2018-02-03,2510,1,0,2,0,0.0,,0.5,,1500.0,,1499.962432811431
Rodrigo Senattore,3,1,2,50.0,0.5,0.3333,1500.0,1500.0,2014-09-12,3750,0,0,3,0,,,0.3333,,,,1492.7462425901685
Sebastian Arcila,3,1,2,30.0,0.5,0.3333,1511.8465283198111,1500.0,2018-02-03,2510,0,0,3,0,,,0.3333,,,,1500.0070391103325
Simen Sunde Bratholm,3,1,2,50.0,0.5,0.3333,1511.0156020730512,1500.0,2018-02-03,2510,0,0,3,0,,,0.3333,,,,1499.719721313677
Sunu Wahyu Trijati,3,1,2,50.0,0.5,0.3333,1500.0,1500.0,2015-03-06,3575,1,0,2,0,0.0,,0.5,,1500.0,,1499.9843296403646
Thomas Oger,3,1,2,50.0,0.5,0.3333,1500.0,1500.0,2017-02-03,2875,0,0,3,0,,,0.3333,,,,1499.9999999998392
Tihomir Grozdanov,3,3,0,50.0,0.5,1.0,1506.5519452275328,1500.0,2015-07-17,3442,2,0,1,0,1.0,,1.0,,1500.0382929613902,,1500.0
Tim Puetz,3,1,2,30.0,0.5,0.3333,1513.1107962982228,1500.0,2015-01-19,3621,0,2,1,0,,0.5,0.0,,,1506.9447651931691,1500.0
Tomislav Ternar,3,1,2,50.0,0.5,0.3333,1500.000852396779,1500.0,2017-04-07,2812,0,0,3,0,,,0.3333,,,,1497.968144200241
Vaclav Safranek,3,0,3,50.0,0.5,0.0,1500.0,1500.0,2018-04-06,2448,1,0,2,0,0.0,,0.0,,1500.0,,1496.9330157587888
Viktor Filipenko,3,0,3,30.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,0,0,3,0,,,0.0,,,,1486.6689594067311
Vladyslav Manafov,3,1,2,50.0,0.5,0.3333,1501.4093279451326,1500.0,2015-09-18,3379,1,0,2,0,0.0,,0.5,,1500.0,,1500.0000448450678
Youssef Hossam,3,2,1,30.0,0.5,0.6667,1523.2456231608246,1500.0,2018-04-07,2447,0,0,3,0,,,0.6667,,,,1513.6576576154312
Abdulhameed Alshatti,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,0,0,2,0,,,0.0,,,,1493.195862648775
Adrian Bodmer,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2018-02-02,2511,0,0,2,0,,,0.0,,,,1493.365177430037
Alejandro Gomez Gb42,2,1,1,15.0,0.5,0.5,1515.7260725667252,1500.0,2015-07-20,3439,0,0,2,0,,,0.5,,,,1507.6275276757244
Alexander Bury,2,2,0,45.0,0.5,1.0,1501.1399610507774,1500.0,2012-09-14,4478,0,0,2,0,,,1.0,,,,1500.6649772796202
Ali Ghareeb,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Ando Rasolomalala,2,0,2,43.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Andres Bucaro,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Andres Molteni,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-02-23,3586,2,0,0,0,0.0,,,,1499.999396957721,,
Andrey Kumantsov,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-09-17,4475,0,0,2,0,,,0.0,,,,1499.445140966573
Anil Yuksel,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2017-04-07,2812,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Arturs Lazdins,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,2,0,,,0.0,,,,1499.9991779516474
Augustin Gensse,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2011-08-29,4860,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Axel Michon,2,1,1,15.0,0.5,0.5,1510.517603678246,1500.0,2014-05-26,3859,2,0,0,0,0.5,,,,1506.9607999473023,,
Ben Patael,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Blake Mott,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2021-02-01,1416,0,0,2,0,,,0.0,,,,1499.9999996455642
Caio Zampieri,2,1,1,15.0,0.5,0.5,1512.0,1500.0,2011-01-31,5070,2,0,0,0,0.5,,,,1507.0,,
Carl Soderlund,2,1,1,15.0,0.5,0.5,1512.0,1500.0,2016-07-11,3082,2,0,0,0,0.5,,,,1507.0,,
Cezar Cretu,2,2,0,15.0,0.5,1.0,1511.9166843845946,1500.0,2024-09-13,96,0,0,2,0,,,1.0,,,,1506.922473168948
Christoffer Konigsfeldt,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2018-04-07,2447,0,0,2,0,,,0.0,,,,1499.9999999999848
Chun Hun Wong,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2018-04-07,2447,0,0,2,0,,,0.0,,,,1493.1376500203557
Clement Reix,2,1,1,15.0,0.5,0.5,1510.3971698952273,1500.0,2012-09-17,4475,0,0,2,0,,,0.5,,,,1506.4139385463748
Colin Fleming,2,1,1,45.0,0.5,0.5,1500.0,1500.0,2011-09-16,4842,0,1,1,0,,0.0,1.0,,,1500.0,1500.0
Colin Obrien,2,1,1,15.0,0.5,0.5,1500.0,1500.0,2013-04-05,4275,0,0,2,0,,,0.5,,,,1494.0928490814474
Collin Altamirano,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2018-08-27,2305,0,0,2,0,,,0.0,,,,1499.9999999999154
Dac Tien Nguyen,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2023-02-04,683,0,0,1,1,,,0.0,0.0,,,1500.0
Daniel Windahl,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,0,0,2,0,,,0.0,,,,1492.653952560993
David Jorda Sanchis,2,1,1,15.0,0.5,0.5,1512.0,1500.0,2024-04-01,261,2,0,0,0,0.5,,,,1507.0,,
David Josepa,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-03-04,5038,2,0,0,0,0.0,,,,1493.0,,
Dean Obrien,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2013-10-25,4072,0,0,2,0,,,0.0,,,,1493.1265978339611
Dino Marcan,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-02-04,4335,0,0,2,0,,,0.0,,,,1497.7512914270794
Dominic Inglot,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-09-16,4111,0,0,2,0,,,0.0,,,,1497.193418556802
Dragos Dima,2,2,0,45.0,0.5,1.0,1504.463064017087,1500.0,2019-04-05,2084,0,0,2,0,,,1.0,,,,1502.6034540099672
Erik Chvojka,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-04-23,4622,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Fabrice Martin,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2016-06-06,3117,0,1,1,0,,0.0,0.0,,,1500.0,1500.0
Filip Prpic,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,2,0,,,0.0,,,,1495.2872289401735
Gonzales Austin,2,1,1,15.0,0.5,0.5,1500.0,1500.0,2011-07-08,4912,0,0,2,0,,,0.5,,,,1492.8723026263515
Haluk Akkoyun,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,2,0,,,0.0,,,,1493.0022277980388
Hamid Reza Nadaf,2,1,1,45.0,0.5,0.5,1500.0,1500.0,2024-03-15,278,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Hans Hach Verdugo,2,1,1,15.0,0.5,0.5,1512.02691253892,1500.0,2016-03-04,3211,0,0,2,0,,,0.5,,,,1507.00534746082
Harry Bourchier,2,1,1,15.0,0.5,0.5,1511.6214082850247,1500.0,2021-02-01,1416,0,0,2,0,,,0.5,,,,1506.707295755211
Hazem Naw,2,1,1,15.0,0.5,0.5,1511.778501837647,1500.0,2020-03-06,1748,0,0,2,0,,,0.5,,,,1506.9244007422733
Henrik Sillanpaa,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,2,0,0,0,0.0,,,,1493.7431274347282,,
Hong Chung,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2016-07-15,3078,0,1,1,0,,0.0,0.0,,,1500.0,1500.0
Hsien Yin Peng,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2017-02-17,2861,0,0,2,0,,,0.0,,,,1499.999400947556
Illia Biloborodko,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2022-09-15,825,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Ivan Miranda,2,1,1,45.0,0.5,0.5,1510.651916475786,1500.0,2011-07-08,4912,2,0,0,0,0.5,,,,1506.2136179442086,,
Ivan Nedelko,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-09-17,4475,0,0,2,0,,,0.0,,,,1496.792141054735
Ivo Klec,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-01-07,4363,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Jacob Coenraad De Klerk,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2013-10-25,4072,0,0,2,0,,,0.0,,,,1492.4613910595206
Jad Ballout,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Jean Andersen,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,0,0,2,0,,,0.0,,,,1497.8108173280616
Jean Jacques Rakotohasy,2,2,0,45.0,0.5,1.0,1500.9768812242685,1500.0,2017-02-03,2875,1,0,1,0,1.0,,1.0,,1500.0,,1500.0
Jean Marc Bazanne,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-03-04,5038,0,0,2,0,,,0.0,,,,1493.0
John Morrissey,2,1,1,15.0,0.5,0.5,1500.0,1500.0,2014-01-31,3974,0,0,2,0,,,0.5,,,,1493.0
Jonathan Mridha,2,1,1,15.0,0.5,0.5,1500.0,1500.0,2018-09-14,2287,0,0,2,0,,,0.5,,,,1492.970169415239
Jordi Samper Montana,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2018-05-21,2403,2,0,0,0,0.0,,,,1499.8689533702884,,
Josselin Ouanna,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-04-08,4272,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Juan Pablo Brzezicki,2,1,1,15.0,0.5,0.5,1511.1935422125632,1500.0,2011-02-14,5056,2,0,0,0,0.5,,,,1506.864650911248,,
Juan Sebastian Langton,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,2,0,0,0,0.0,,,,1492.724408276681,,
Justin Barki,2,1,1,15.0,0.5,0.5,1511.9606272814563,1500.0,2021-09-17,1188,0,0,2,0,,,0.5,,,,1506.9866023071113
Justin Engel,2,1,1,15.0,0.5,0.5,1512.4948849296884,1500.0,2024-10-14,65,0,0,2,0,,,0.5,,,,1507.1942894232243
Karan Rastogi,2,1,1,45.0,0.5,0.5,1500.0,1500.0,2017-02-03,2875,0,0,2,0,,,0.5,,,,1500.0
Karim Hossam,2,0,2,31.0,0.5,0.0,1500.0,1500.0,2014-01-31,3974,0,0,2,0,,,0.0,,,,1495.9685810621993
Konstantinos Economidis,2,2,0,45.0,0.5,1.0,1510.651916475786,1500.0,2011-07-08,4912,2,0,0,0,1.0,,,,1506.2136179442086,,
Kristian Pless,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,2,0,,,0.0,,,,1492.8655826222694
Marcin Gawron,2,1,1,15.0,0.5,0.5,1500.0,1500.0,2011-03-04,5038,0,0,2,0,,,0.5,,,,1492.6166940169198
Marcus Daniell,2,1,1,45.0,0.5,0.5,1500.0000010838164,1500.0,2015-07-17,3442,0,0,2,0,,,0.5,,,,1500.0000006322261
Marcus Willis,2,1,1,15.0,0.5,0.5,1511.9295426924477,1500.0,2016-06-27,3096,0,2,0,0,,0.5,,,,1506.5724322838814,
Mariusz Fyrstenberg,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,2,0,,,0.0,,,,1496.325445837323
Marko Djokovic,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-04-30,4615,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Markos Kalovelonis,2,1,1,45.0,0.5,0.5,1512.3444021540422,1500.0,2014-04-04,3911,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Martijn Van Haasteren,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,2,0,0,0,0.0,,,,1492.8748237349575,,
Martin Sayer,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-03-04,5038,0,0,2,0,,,0.0,,,,1493.0
Mathieu Rodrigues,2,1,1,15.0,0.5,0.5,1509.3931852531696,1500.0,2011-09-19,4839,0,0,2,0,,,0.5,,,,1506.4573623243862
Matija Pecotic,2,1,1,15.0,0.5,0.5,1513.1222775777273,1500.0,2023-02-13,674,0,0,2,0,,,0.5,,,,1506.9158074490547
Matteo Donati,2,1,1,15.0,0.5,0.5,1513.683980093668,1500.0,2015-05-10,3510,2,0,0,0,0.5,,,,1507.683186594521,,
Matwe Middelkoop,2,2,0,45.0,0.5,1.0,1500.0,1500.0,2023-02-04,683,0,0,2,0,,,1.0,,,,1500.0
Maxim Bulat,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,0,0,2,0,,,0.0,,,,1493.7530202159055
Maxime Authom,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-01-14,4356,0,0,2,0,,,0.0,,,,1493.4211953021286
Mehdi Jdi,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,2,0,,,0.0,,,,1499.8230836428354
Michael Linzer,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2016-07-18,3075,2,0,0,0,0.0,,,,1492.8579172026655,,
Michael Massih,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,2,0,,,0.0,,,,1492.8016513380887
Michael Mcclune,2,1,1,15.0,0.5,0.5,1510.5646352927117,1500.0,2012-08-19,4504,0,0,2,0,,,0.5,,,,1506.4899163991338
Miguel Angel Este,2,1,1,45.0,0.5,0.5,1500.0,1500.0,2016-03-04,3211,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Mikhail Elgin,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-09-16,4111,0,0,2,0,,,0.0,,,,1497.6246768816056
Minh Quan Do,2,1,1,15.0,0.5,0.5,1511.1066352766768,1500.0,2014-04-04,3911,0,0,2,0,,,0.5,,,,1506.8536483689684
Mohd Assri Merzuki,2,1,1,15.0,0.5,0.5,1511.9761449138484,1500.0,2016-03-04,3211,0,0,2,0,,,0.5,,,,1506.9925191118443
Mousa Shanan Zayed,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-12-30,4006,0,0,2,0,,,0.0,,,,1497.9833221122879
Murad Inoyatov,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Nicolas Renavand,2,1,1,15.0,0.5,0.5,1510.9844155022188,1500.0,2011-09-19,4839,0,0,2,0,,,0.5,,,,1506.3465918299037
Nikola Cacic,2,1,1,15.0,0.5,0.5,1513.154695607188,1500.0,2016-07-18,3075,2,0,0,0,0.5,,,,1506.737564119604,,
Oliver Ojakaar,2,2,0,15.0,0.5,1.0,1512.0,1500.0,2024-03-15,278,2,0,0,0,1.0,,,,1507.0,,
Pablo Nunez,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,0,0,2,0,,,0.0,,,,1494.0896134042468
Peerakiat Siriluethaiwattana,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-09-24,4468,0,0,2,0,,,0.0,,,,1497.6383291262102
Peter Bothwell,2,1,1,15.0,0.5,0.5,1511.8006573757693,1500.0,2018-02-03,2510,0,0,2,0,,,0.5,,,,1506.9277468451382
Peter Torebko,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2019-07-15,1983,2,0,0,0,0.0,,,,1500.0,,
Petru Alexandru Luncanu,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,2,0,,,0.0,,,,1492.7330881911341
Philip Wilbert Major,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,2,0,,,0.0,,,,1493.3032404433964
Puriwat Chatpatcharoen,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,0,0,2,0,,,0.0,,,,1493.0073116418255
Rafa Orantes,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-03-06,3575,0,0,2,0,,,0.0,,,,1499.9985435735794
Ranjeet Virali Murugesan,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,2,0,,,0.0,,,,1492.9237743755534
Raven Klaasen,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2011-09-16,4842,0,0,2,0,,,0.0,,,,1495.0730359894533
Riccardo Ghedin,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-06-10,4209,0,1,1,0,,0.0,0.0,,,1500.0,1500.0
Rodrigo Banzer,2,1,1,45.0,0.5,0.5,1500.0,1500.0,2017-02-03,2875,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Roman Borvanov,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,2,0,,,0.0,,,,1497.3653641151702
Roman Recarte,2,1,1,45.0,0.5,0.5,1510.2841585389563,1500.0,2011-07-08,4912,1,0,1,0,0.0,,1.0,,1500.0,,1500.0
Rouzbeh Kamran,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,0,0,2,0,,,0.0,,,,1492.7547630020886
Russell Moseley,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-10-30,3337,0,0,2,0,,,0.0,,,,1499.6670729947402
Salvador Andres Bolanos,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Sebastian Quiros,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Sebastian Rieschick,2,1,1,15.0,0.5,0.5,1511.8696379523628,1500.0,2011-10-17,4811,0,0,2,0,,,0.5,,,,1506.7756229170627
Sebastien Vidal,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,0,0,2,0,,,0.0,,,,1493.2094924252451
Sebo Kiss,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-09-16,4842,0,0,2,0,,,0.0,,,,1494.6186078964172
Sina Moghimi,2,1,1,15.0,0.5,0.5,1511.660959376078,1500.0,2024-03-15,278,2,0,0,0,0.5,,,,1506.98474034368,,
Slim Hamza,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,2,0,,,0.0,,,,1499.819519681599
Stefan Koubek,2,0,2,31.0,0.5,0.0,1500.0,1500.0,2011-03-04,5038,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Talal Ouahabi,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2011-03-04,5038,2,0,0,0,0.0,,,,1493.0,,
Thomas Kromann,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,2,0,,,0.0,,,,1497.3095604733328
Thomas Muster,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2011-10-24,4804,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Tilen Zitnik,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2017-04-07,2812,0,0,2,0,,,0.0,,,,1493.2054661502846
Tomas Vaise,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,2,0,,,0.0,,,,1493.9543628578338
Toni Androic,2,0,2,45.0,0.5,0.0,1500.0,1500.0,2015-07-20,3439,1,0,1,0,0.0,,0.0,,1500.0,,1500.0
Vijayant Malik,2,0,2,15.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,2,0,,,0.0,,,,1492.9677445780565
Vimuktha De Alwis,2,1,1,15.0,0.5,0.5,1500.0,1500.0,2012-02-10,4695,2,0,0,0,0.5,,,,1493.0,,
West Nott,2,2,0,15.0,0.5,1.0,1512.012701904404,1500.0,2011-07-08,4912,0,0,2,0,,,1.0,,,,1507.0
Young Jun Kim,2,2,0,45.0,0.5,1.0,1511.5666593547755,1500.0,2011-09-16,4842,0,0,2,0,,,1.0,,,,1506.7472179569525
Abdulhamid Mubarak,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,1,0,0,0,0.0,,,,1500.0,,
Abdulrahman Alawadhi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,1,0,0,0,0.0,,,,1500.0,,
Adam Neff,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-05,317,0,0,1,0,,,0.0,,,,1500.0
Aissa Benchakroun,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2020-03-06,1748,1,0,0,0,1.0,,,,1500.0,,
Alejandro Mendoza,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,1,0,0,0,0.0,,,,1500.0,,
Alessandro Bega,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-07-31,2697,0,0,1,0,,,0.0,,,,1500.0
Alex Bogdanovic,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-04,4916,0,1,0,0,,0.0,,,,1500.0,
Alex Fairbanks,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,1,0,0,0,0.0,,,,1500.0,,
Alex Rybakov,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-06,681,0,0,1,0,,,0.0,,,,1500.0
Alexander Merino,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,1,0,0,0,0.0,,,,1500.0,,
Alexander Sadecky,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-25,4895,1,0,0,0,0.0,,,,1500.0,,
Alexander Slabinsky,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-06-12,4938,0,1,0,0,,0.0,,,,1500.0,
Alexander Zgirovsky,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-09-18,1187,1,0,0,0,0.0,,,,1500.0,,
Alexios Halebian,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-07-31,2697,0,0,1,0,,,0.0,,,,1500.0
Aljaz Radinski,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2015-07-17,3442,0,0,1,0,,,1.0,,,,1500.0
Alvaro Lopez San Martin,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-05-22,576,1,0,0,0,0.0,,,,1500.0,,
Amer Naow,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,0,0,1,0,,,0.0,,,,1500.0
Amir Hossein Badi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,0,0,1,0,,,0.0,,,,1500.0
Amir Milushev,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-03,684,0,0,1,0,,,0.0,,,,1500.0
Anas Fattar,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,1,0,0,0,0.0,,,,1500.0,,
Andre Gaspar Murta,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2013-02-01,4338,1,0,0,0,1.0,,,,1500.0,,
Andrea Basso,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-05-13,2046,1,0,0,0,0.0,,,,1500.0,,
Andreas Bjerrehus,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-09-16,3015,0,0,1,0,,,0.0,,,,1500.0
Andrei Ciumac,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-03-06,3575,0,0,1,0,,,0.0,,,,1500.0
Andrei Daescu,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,1,0,,,0.0,,,,1500.0
Andrei Gorban,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Andrei Soltoianu,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,0,0,1,0,,,0.0,,,,1500.0
Andrei Vasilevski,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-09-17,4475,0,0,1,0,,,0.0,,,,1500.0
Andreja Petrovic,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-03,684,0,0,1,0,,,0.0,,,,1500.0
Andres Artunedo Martinavarro,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-02-03,3971,0,0,1,0,,,0.0,,,,1500.0
Andy Ram,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,1,0,,,0.0,,,,1500.0
Anthony Jackie Tang,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2018-02-03,2510,0,0,1,0,,,1.0,,,,1500.0
Antoine Escoffier,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-01-29,324,0,0,1,0,,,0.0,,,,1500.0
Ari Fahresi,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2019-09-14,1922,0,0,1,0,,,1.0,,,,1500.0
Ariez Elyaas Deen Heshaam,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-09-24,4468,0,0,1,0,,,0.0,,,,1500.0
Arklon Huertas Del Pino,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2023-02-03,684,0,0,0,1,,,,1.0,,,
Artem Dubrivnyy,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-10-14,1892,0,0,1,0,,,0.0,,,,1500.0
Austin Smith,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-08-01,3061,0,0,1,0,,,0.0,,,,1500.0
Aymeric Mara,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Ayoub Chakrouni,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2014-04-04,3911,1,0,0,0,1.0,,,,1500.0,,
Baris Erguden,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
