player,matches,wins,losses,avg_rest_days,rolling_10_winrate_latest,win_rate,peak_elo,current_elo,last_match_date,days_since_last,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,surf_matches_Other,wr_Clay,wr_Grass,wr_Hard,wr_Other,current_selo_Clay,current_selo_Grass,current_selo_Hard
Benedict Badza,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-02-03,319,0,0,1,0,,,1.0,,,,1500.0
Blake Strode,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-13,4692,0,0,1,0,,,0.0,,,,1500.0
Bogdan Borza,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2018-02-03,2510,0,0,1,0,,,1.0,,,,1500.0
Boris Arias,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-02-03,319,1,0,0,0,1.0,,,,1500.0,,
Boris Pashanski,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,1,0,0,0,0.0,,,,1500.0,,
Bowen Ouyang,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-09-22,3740,0,0,1,0,,,0.0,,,,1500.0
Boy Westerhof,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-07-22,4167,1,0,0,0,0.0,,,,1500.0,,
Branko Djuric,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-11-04,44,0,0,1,0,,,0.0,,,,1500.0
Brian Shi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-02-10,1773,0,0,1,0,,,0.0,,,,1500.0
Bruno Abdel Nour,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,1.0,,,,1500.0
Bruno Rodriguez,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2012-09-14,4478,1,0,0,0,1.0,,,,1500.0,,
Bruno Soares,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-07-08,4912,1,0,0,0,1.0,,,,1500.0,,
Caleb Chakravarthi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-02-07,1045,0,0,1,0,,,0.0,,,,1500.0
Carlos Gimeno Valero,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-05-02,961,1,0,0,0,0.0,,,,1500.0,,
Carlos Gomez Herrera,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-30,4615,1,0,0,0,0.0,,,,1500.0,,
Carlos Salamanca,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-07-15,4174,0,0,1,0,,,0.0,,,,1500.0
Carlos Taborga,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Carsten Ball,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-01-17,5084,0,0,1,0,,,0.0,,,,1500.0
Chak Lam Coleman Wong,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-01-01,352,0,0,1,0,,,0.0,,,,1500.0
Charalampos Kapogiannis,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,1,0,0,0,0.0,,,,1500.0,,
Chase Buchanan,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-08-10,3783,0,0,1,0,,,0.0,,,,1500.0
Cheng Yu Yu,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,0,0,1,0,,,0.0,,,,1500.0
Ching Lam,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,0,0,1,0,,,0.0,,,,1500.0
Christopher Kas,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,1,0,0,0,0.0,,,,1500.0,,
Christopher Koutrouzas,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,0.0,,,,1500.0
Clay Thompson,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-07-07,3817,0,1,0,0,,0.0,,,,1500.0,
Clement Chidekh,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-06,681,0,0,1,0,,,0.0,,,,1500.0
Coenie Van Wyk,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,1.0,,,,1500.0
Cole Gromley,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-07-22,1976,0,0,1,0,,,0.0,,,,1500.0
Conner Huertas Del Pino,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2023-02-03,684,0,0,0,1,,,,1.0,,,
Constantinos Ioannides,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,1,0,0,0,0.0,,,,1500.0,,
Cristian Rodriguez,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2018-02-02,2511,0,0,1,0,,,1.0,,,,1500.0
Daniel Azar,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-09-15,460,1,0,0,0,0.0,,,,1500.0,,
Daniel Dutra Da Silva,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-07-25,877,1,0,0,0,0.0,,,,1500.0,,
Daniel Llarenas,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2012-04-06,4639,1,0,0,0,1.0,,,,1500.0,,
Daniel Smethurst,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-06-23,3831,0,1,0,0,,0.0,,,,1500.0,
Daniele Bracciali,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-09-16,4842,0,0,1,0,,,1.0,,,,1500.0
Danylo Kalenichenko,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-09-16,3015,0,0,1,0,,,0.0,,,,1500.0
Darius Florin Bragusi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,1,0,,,0.0,,,,1500.0
Darko Bojanovic,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-09-14,2287,0,0,1,0,,,0.0,,,,1500.0
David Szintai,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-02-01,2147,0,0,1,0,,,0.0,,,,1500.0
David Vega Hernandez,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-04-27,3523,1,0,0,0,0.0,,,,1500.0,,
Dawood Sayed Hashim,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-03-06,3575,1,0,0,0,0.0,,,,1500.0,,
Delmas Ntcha,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-03-04,1020,0,0,1,0,,,0.0,,,,1500.0
Demetris Azoides,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-09-14,95,0,0,1,0,,,1.0,,,,1500.0
Dennis Lajola,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-13,4692,0,0,1,0,,,0.0,,,,1500.0
Devin Badenhorst,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-04,683,0,0,0,1,,,,0.0,,,
Diego Fernandez Flores,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2022-03-04,1020,1,0,0,0,1.0,,,,1500.0,,
Diego Hidalgo,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,1,0,0,0,0.0,,,,1500.0,,
Digvijaypratap Singh,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2023-09-16,459,0,0,1,0,,,1.0,,,,1500.0
Dimitri Badra,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-09-18,1187,0,0,1,0,,,0.0,,,,1500.0
Dinko Halachev,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,1,0,0,0,0.0,,,,1500.0,,
Dmitrii Baskov,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,0,0,1,0,,,0.0,,,,1500.0
Dominik Meffert,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-06-06,4944,0,1,0,0,,0.0,,,,1500.0,
Duilio Vallebuona,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-03-06,3575,1,0,0,0,0.0,,,,1500.0,,
Edgars Manusis,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-09-18,1187,0,0,1,0,,,0.0,,,,1500.0
Edris Fetisleam,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2018-04-07,2447,0,0,1,0,,,1.0,,,,1500.0
Edward Corrie,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-06-10,4209,0,1,0,0,,0.0,,,,1500.0,
Egor Matvievici,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,0,0,1,0,,,0.0,,,,1500.0
Emil Reinberg,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-07-23,2340,0,0,1,0,,,0.0,,,,1500.0
Enrique Lopez Perez,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-07-18,3075,1,0,0,0,0.0,,,,1500.0,,
Enrique Olivares,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,1.0,,,,1500.0
Eric Jr. Olivarez,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,1,0,0,0,0.0,,,,1500.0,,
Eric Quigley,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-02-16,3593,0,0,1,0,,,0.0,,,,1500.0
Erik Arutiunian,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-09-18,1187,1,0,0,0,0.0,,,,1500.0,,
Ervin Eleskovic,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,0.0,,,,1500.0
Evan Furness,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-09-19,821,0,0,1,0,,,0.0,,,,1500.0
Evgeny Karlovskiy,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-10-15,2256,0,0,1,0,,,0.0,,,,1500.0
Evgeny Kirillov,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-06-12,4938,0,1,0,0,,0.0,,,,1500.0,
Fabiano De Paula,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-07-21,3803,1,0,0,0,0.0,,,,1500.0,,
Facundo Mena,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-09-19,821,0,0,1,0,,,0.0,,,,1500.0
Faris Zakaryia,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-09-13,96,1,0,0,0,0.0,,,,1500.0,,
Felipe Rios,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-01-31,5070,1,0,0,0,0.0,,,,1500.0,,
Fernando Romboli,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-02-07,5063,1,0,0,0,0.0,,,,1500.0,,
Filip Veger,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-02-04,4335,0,0,1,0,,,0.0,,,,1500.0
Finn Reynolds,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-09-17,1188,0,1,0,0,,0.0,,,,1500.0,
Florin Mergea,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-07-15,3078,0,0,1,0,,,0.0,,,,1500.0
Francesco Maestrelli,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-10-10,800,0,0,1,0,,,0.0,,,,1500.0
Francisco Cabral,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-07-29,142,1,0,0,0,0.0,,,,1500.0,,
Francisco Yim Kim,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,0,0,1,0,,,0.0,,,,1500.0
Frantisek Cermak,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Fred Simonsson,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-07-11,3082,1,0,0,0,0.0,,,,1500.0,,
Freddy Murray,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2023-09-16,459,1,0,0,0,1.0,,,,1500.0,,
Gabriel Donev,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-09-13,1923,0,0,1,0,,,0.0,,,,1500.0
Gabriel Moraru,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-23,4622,1,0,0,0,0.0,,,,1500.0,,
Germain Gigounon,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-05-24,3496,1,0,0,0,0.0,,,,1500.0,,
Gillian Osmont,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-02,320,0,0,1,0,,,0.0,,,,1500.0
Giorgi Javakhishvili,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,0,0,1,0,,,0.0,,,,1500.0
Giovani Samaha,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-07-17,3442,1,0,0,0,0.0,,,,1500.0,,
Gonzalo Villanueva,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-08-01,870,0,0,1,0,,,0.0,,,,1500.0
Gorka Fraile,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-07-09,4545,1,0,0,0,0.0,,,,1500.0,,
Gregoire Burquier,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-09-22,3740,0,0,1,0,,,0.0,,,,1500.0
Guillermo Hormazabal,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-09-14,4478,1,0,0,0,0.0,,,,1500.0,,
Guillermo Rivera Aranguiz,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-03-04,5038,1,0,0,0,0.0,,,,1500.0,,
Gustavo Ramirez,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-04-04,3911,1,0,0,0,0.0,,,,1500.0,,
Gyorgy Balazs,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-09-16,4842,0,0,1,0,,,0.0,,,,1500.0
Hamza Karmoussi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-03,319,0,0,1,0,,,0.0,,,,1500.0
Hao Sheng Koay,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,0,0,1,0,,,0.0,,,,1500.0
Hasan Ibrahim,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,1,0,0,0,0.0,,,,1500.0,,
Hei Yin Andrew Li,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,1,0,,,0.0,,,,1500.0
Henri Kontinen,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-09-16,4842,0,0,1,0,,,1.0,,,,1500.0
Hernan Casanova,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-07-25,877,1,0,0,0,0.0,,,,1500.0,,
Heve Kelley,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-02,320,0,0,1,0,,,0.0,,,,1500.0
Hyun Joon Kim,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-03-04,5038,0,0,1,0,,,1.0,,,,1500.0
Iliyan Radulov,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-09-14,95,1,0,0,0,1.0,,,,1500.0,,
Irakli Metreveli,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,0,0,1,0,,,0.0,,,,1500.0
Isaac Becroft,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-09-16,824,0,0,1,0,,,0.0,,,,1500.0
Ismael Changawa Ruwa Mzai,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,0,0,1,0,,,0.0,,,,1500.0
Jaan Kononov,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,1,0,,,0.0,,,,1500.0
Jack Cheng,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-09-14,95,0,0,1,0,,,0.0,,,,1500.0
Jack Loutit,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-09-14,95,0,0,1,0,,,1.0,,,,1500.0
Jack Mingjie Lin,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-02-11,2137,0,0,1,0,,,0.0,,,,1500.0
Jacob Bicknell,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-04,683,0,0,0,1,,,,0.0,,,
Jae Min Seol,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Jan Zielinski,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-01-03,1080,0,0,1,0,,,0.0,,,,1500.0
Javier Barranco Cosano,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-05-20,212,1,0,0,0,0.0,,,,1500.0,,
Jean Segodo,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,0,0,1,0,,,0.0,,,,1500.0
Jeevan Nedunchezhiyan,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-12-30,4006,0,0,1,0,,,0.0,,,,1500.0
Johann Coles,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,0.0,,,,1500.0
Johannes Seeman,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2023-02-04,683,0,0,0,1,,,,1.0,,,
Jonathan Eysseric,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-08-21,2676,0,0,1,0,,,0.0,,,,1500.0
Jose  Flores,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-09-16,459,1,0,0,0,0.0,,,,1500.0,,
Jose Benitez,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,1.0,,,,1500.0
Jose Perdomo,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Josko Topic,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-07-22,4167,1,0,0,0,0.0,,,,1500.0,,
Juan Enrique Crosa,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-02-10,4695,0,0,1,0,,,0.0,,,,1500.0
Juan Lugo,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-09-14,1922,0,0,1,0,,,0.0,,,,1500.0
Juan Sebastian Vivanco,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-09-16,4842,1,0,0,0,0.0,,,,1500.0,,
Julian Knowle,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-09-24,4468,0,0,1,0,,,0.0,,,,1500.0
Julien Cagnina,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-02,2511,0,0,1,0,,,0.0,,,,1500.0
Julius Gotovskis,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,1,0,0,0,0.0,,,,1500.0,,
Jung Woong Na,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,1,0,,,0.0,,,,1500.0
Justin Lunn,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,1,0,,,0.0,,,,1500.0
Karam Hatamleh,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-03,684,0,0,0,1,,,,0.0,,,
Kasparas Zemaitelis,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,1,0,0,0,0.0,,,,1500.0,,
Kento Takeuchi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-09-22,3740,0,0,1,0,,,0.0,,,,1500.0
Kevin Cheruiyot,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2020-03-06,1748,0,0,1,0,,,0.0,,,,1500.0
Kevin Kung,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2012-04-06,4639,0,0,1,0,,,1.0,,,,1500.0
Kristijan Mesaros,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-01-30,4706,0,0,1,0,,,0.0,,,,1500.0
Kwok Shun Dasson Chan,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-03,319,0,0,1,0,,,0.0,,,,1500.0
Kyle Johnson,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2019-04-05,2084,0,0,1,0,,,0.0,,,,1500.0
Kyrian Jacquet,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-08-26,114,0,0,1,0,,,0.0,,,,1500.0
Kyu Tae Im,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,1.0,,,,1500.0
Leonardo Tavares,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-07-08,4912,0,0,1,0,,,0.0,,,,1500.0
Liam Krall,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-06,681,0,0,1,0,,,0.0,,,,1500.0
Liova Ayite Ajavon,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-09-14,95,0,0,1,0,,,1.0,,,,1500.0
Lleyton Cronje,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-09-16,824,1,0,0,0,0.0,,,,1500.0,,
Lluis Miralles,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-03-05,1384,0,0,1,0,,,0.0,,,,1500.0
Loic Didavi,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,1,0,0,0,0.0,,,,1500.0,,
Luca Preda,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-03,319,0,0,1,0,,,0.0,,,,1500.0
Lucas Andriamasilalao,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,1,0,,,0.0,,,,1500.0
Lucky Candra Kurniawan,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-09-16,824,0,0,1,0,,,0.0,,,,1500.0
Ludovic Walter,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-06-12,4938,0,1,0,0,,0.0,,,,1500.0,
Luis Carlos Alvarez Valdes,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2022-09-16,824,1,0,0,0,1.0,,,,1500.0,,
Luis Delgado,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2011-03-04,5038,1,0,0,0,1.0,,,,1500.0,,
Luis Diaz Barriga,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-10-28,4800,1,0,0,0,0.0,,,,1500.0,,
Luis Diego Chavez Villalpando,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2018-02-03,2510,1,0,0,0,1.0,,,,1500.0,,
Luka Mikrut,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-07-22,149,1,0,0,0,0.0,,,,1500.0,,
Lukas Pokorny,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-02-02,320,1,0,0,0,1.0,,,,1500.0,,
Magloire Yakpa,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,0,0,1,0,,,0.0,,,,1500.0
Manas Dhamne,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-01-02,716,0,0,1,0,,,0.0,,,,1500.0
Mantas Bugailiskis,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2014-01-31,3974,0,0,1,0,,,1.0,,,,1500.0
Manuel Castellanos,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-03-04,3211,1,0,0,0,0.0,,,,1500.0,,
Marat Deviatiarov,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2015-09-18,3379,0,0,1,0,,,1.0,,,,1500.0
Marcin Matkowski,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-09-14,4478,0,0,1,0,,,0.0,,,,1500.0
Marco Aurelio Nunez,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-10-28,4800,1,0,0,0,0.0,,,,1500.0,,
Marco Crugnola,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2011-01-17,5084,0,0,1,0,,,0.0,,,,1500.0
Marcos Lee Chan Baratau,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-09-14,95,0,0,1,0,,,0.0,,,,1500.0
Marek Marksoo,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-02-01,4338,0,0,1,0,,,0.0,,,,1500.0
Marin Draganja,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-09-16,3015,0,0,1,0,,,0.0,,,,1500.0
Mark Chigaazira,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-04-07,2447,0,0,1,0,,,0.0,,,,1500.0
Marko Tepavac,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-02-06,2872,0,0,1,0,,,0.0,,,,1500.0
Markus Kerner,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-04-05,4275,1,0,0,0,0.0,,,,1500.0,,
Martin Vaisse,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-05-18,3867,1,0,0,0,0.0,,,,1500.0,,
Martyn Pawelski,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2024-09-13,96,0,0,1,0,,,1.0,,,,1500.0
Marvin Moeller,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2016-07-11,3082,1,0,0,0,0.0,,,,1500.0,,
Matavao Fanguna,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-02,320,0,0,1,0,,,0.0,,,,1500.0
Mateus Alves,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2023-02-20,667,1,0,0,0,0.0,,,,1500.0,,
Matt Reid,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-06-24,4195,0,1,0,0,,0.0,,,,1500.0,
Matteo Trevisan,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-07-20,3439,1,0,0,0,0.0,,,,1500.0,,
Matthew Forbes,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-08-26,114,0,0,1,0,,,0.0,,,,1500.0
Mauricio Doria Medina,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2012-04-06,4639,0,0,1,0,,,0.0,,,,1500.0
Maxim Shin,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-02,320,0,0,1,0,,,0.0,,,,1500.0
Maximus Jones,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-02-03,319,1,0,0,0,0.0,,,,1500.0,,
Mazen Osama,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2014-04-04,3911,0,0,1,0,,,1.0,,,,1500.0
Michael Vrbensky,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2021-01-05,1443,0,0,1,0,,,0.0,,,,1500.0
Michel Saade,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,0,0,1,0,,,0.0,,,,1500.0
Mikhail Biryukov,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-09-16,4111,0,0,1,0,,,0.0,,,,1500.0
Milos Sekulic,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2013-10-14,4083,0,0,1,0,,,0.0,,,,1500.0
Min Kyu Song,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2024-09-13,96,0,0,1,0,,,0.0,,,,1500.0
Minjong Park,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-02,2511,0,1,0,0,,0.0,,,,1500.0,
Muhammad Althaf Dhaifullah,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2018-02-03,2510,0,0,1,0,,,0.0,,,,1500.0
Mustapha El Natour,1,1,0,30.0,0.5,1.0,1500.0,1500.0,2023-09-15,460,1,0,0,0,1.0,,,,1500.0,,
Mykyta Mashtakov,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-04-07,2812,1,0,0,0,0.0,,,,1500.0,,
N Vijay Sundar Prashanth,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2015-01-05,3635,0,0,1,0,,,0.0,,,,1500.0
Nathan Anthony Barki,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2022-09-16,824,0,0,1,0,,,0.0,,,,1500.0
Nathan Pasha,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2014-07-21,3803,0,0,1,0,,,0.0,,,,1500.0
Nicholas Campbell,1,0,1,30.0,0.5,0.0,1500.0,1500.0,2017-02-03,2875,0,0,1,0,,,0.0,,,,1500.0
