player,matches,wins,losses,avg_rest_days,matches_28d_latest,rolling_10_winrate_latest,rolling_5_winrate_latest,streak_latest,last_match_date,win_rate,peak_elo,current_elo,current_selo_Clay,current_selo_Grass,current_selo_Hard,wr_Clay,wr_Grass,wr_Hard,Other_x,surf_matches_Clay,surf_matches_Grass,surf_matches_Hard,Other_y,days_since_last
Aissa Benchakroun,1,1,0,30.0,0,0.5,0.5,1,2020-03-06,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,1748
Alejandro Mendoza,1,0,1,30.0,0,0.5,0.5,-1,2018-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,2510
Alessandro Bega,1,0,1,30.0,0,0.5,0.5,-1,2017-07-31,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2697
Alex Bogdanovic,1,0,1,30.0,0,0.5,0.5,-1,2011-07-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,4916
Alex Fairbanks,1,0,1,30.0,0,0.5,0.5,-1,2018-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,2510
Alex Rybakov,1,0,1,30.0,0,0.5,0.5,-1,2023-02-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,681
Alexander Merino,1,0,1,30.0,0,0.5,0.5,-1,2017-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,2875
Alexander Sadecky,1,0,1,30.0,0,0.5,0.5,-1,2011-07-25,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4895
Alexander Slabinsky,1,0,1,30.0,0,0.5,0.5,-1,2011-06-12,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,4938
Alexander Zgirovsky,1,0,1,30.0,0,0.5,0.5,-1,2021-09-18,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,1187
Alexios Halebian,1,0,1,30.0,0,0.5,0.5,-1,2017-07-31,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2697
Aljaz Radinski,1,1,0,30.0,0,0.5,0.5,1,2015-07-17,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,3442
Alvaro Lopez San Martin,1,0,1,30.0,0,0.5,0.5,-1,2023-05-22,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,576
Amer Naow,1,0,1,30.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1748
Amir Hossein Badi,1,0,1,30.0,0,0.5,0.5,-1,2018-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2510
Amir Milushev,1,0,1,30.0,0,0.5,0.5,-1,2023-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,684
Anas Fattar,1,0,1,30.0,0,0.5,0.5,-1,2012-04-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4639
Andre Gaspar Murta,1,1,0,30.0,0,0.5,0.5,1,2013-02-01,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,4338
Andrea Basso,1,0,1,30.0,0,0.5,0.5,-1,2019-05-13,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,2046
Andreas Bjerrehus,1,0,1,30.0,0,0.5,0.5,-1,2016-09-16,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3015
Andrei Ciumac,1,0,1,30.0,0,0.5,0.5,-1,2015-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3575
Andrei Daescu,1,0,1,30.0,0,0.5,0.5,-1,2012-04-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4639
Andrei Gorban,1,0,1,30.0,0,0.5,0.5,-1,2012-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4695
Andrei Soltoianu,1,0,1,30.0,0,0.5,0.5,-1,2015-07-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3442
Andrei Vasilevski,1,0,1,30.0,0,0.5,0.5,-1,2012-09-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4475
Andreja Petrovic,1,0,1,30.0,0,0.5,0.5,-1,2023-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,684
Andres Artunedo Martinavarro,1,0,1,30.0,0,0.5,0.5,-1,2014-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3971
Andy Ram,1,0,1,30.0,0,0.5,0.5,-1,2012-04-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4639
Anthony Jackie Tang,1,1,0,30.0,0,0.5,0.5,1,2018-02-03,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,2510
Antoine Escoffier,1,0,1,30.0,0,0.5,0.5,-1,2024-01-29,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,324
Ari Fahresi,1,1,0,30.0,0,0.5,0.5,1,2019-09-14,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,1922
Ariez Elyaas Deen Heshaam,1,0,1,30.0,0,0.5,0.5,-1,2012-09-24,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4468
Arklon Huertas Del Pino,1,1,0,30.0,0,0.5,0.5,1,2023-02-03,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,1.0,0.0,0.0,0.0,1.0,684
Artem Dubrivnyy,1,0,1,30.0,0,0.5,0.5,-1,2019-10-14,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1892
Austin Smith,1,0,1,30.0,0,0.5,0.5,-1,2016-08-01,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3061
Aymeric Mara,1,0,1,30.0,0,0.5,0.5,-1,2012-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4695
Ayoub Chakrouni,1,1,0,30.0,0,0.5,0.5,1,2014-04-04,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,3911
Baris Erguden,1,0,1,30.0,0,0.5,0.5,-1,2012-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4695
Benedict Badza,1,1,0,30.0,0,0.5,0.5,1,2024-02-03,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,319
Blake Strode,1,0,1,30.0,0,0.5,0.5,-1,2012-02-13,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4692
Bogdan Borza,1,1,0,30.0,0,0.5,0.5,1,2018-02-03,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,2510
Boris Arias,1,1,0,30.0,0,0.5,0.5,1,2024-02-03,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,319
Boris Pashanski,1,0,1,30.0,0,0.5,0.5,-1,2013-02-01,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4338
Bowen Ouyang,1,0,1,30.0,0,0.5,0.5,-1,2014-09-22,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3740
Boy Westerhof,1,0,1,30.0,0,0.5,0.5,-1,2013-07-22,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4167
Branko Djuric,1,0,1,30.0,0,0.5,0.5,-1,2024-11-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,44
Brian Shi,1,0,1,30.0,0,0.5,0.5,-1,2020-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1773
Bruno Abdel Nour,1,1,0,30.0,0,0.5,0.5,1,2011-07-08,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,4912
Bruno Rodriguez,1,1,0,30.0,0,0.5,0.5,1,2012-09-14,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,4478
Bruno Soares,1,1,0,30.0,0,0.5,0.5,1,2011-07-08,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,4912
Caleb Chakravarthi,1,0,1,30.0,0,0.5,0.5,-1,2022-02-07,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1045
Carlos Gimeno Valero,1,0,1,30.0,0,0.5,0.5,-1,2022-05-02,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,961
Carlos Gomez Herrera,1,0,1,30.0,0,0.5,0.5,-1,2012-04-30,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4615
Carlos Salamanca,1,0,1,30.0,0,0.5,0.5,-1,2013-07-15,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4174
Carlos Taborga,1,0,1,30.0,0,0.5,0.5,-1,2012-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4695
Carsten Ball,1,0,1,30.0,0,0.5,0.5,-1,2011-01-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,5084
Chak Lam Coleman Wong,1,0,1,30.0,0,0.5,0.5,-1,2024-01-01,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,352
Charalampos Kapogiannis,1,0,1,30.0,0,0.5,0.5,-1,2014-04-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3911
Chase Buchanan,1,0,1,30.0,0,0.5,0.5,-1,2014-08-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3783
Cheng Yu Yu,1,0,1,30.0,0,0.5,0.5,-1,2018-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2510
Ching Lam,1,0,1,30.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1748
Christopher Kas,1,0,1,30.0,0,0.5,0.5,-1,2013-02-01,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4338
Christopher Koutrouzas,1,0,1,30.0,0,0.5,0.5,-1,2011-07-08,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4912
Clay Thompson,1,0,1,30.0,0,0.5,0.5,-1,2014-07-07,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,3817
Clement Chidekh,1,0,1,30.0,0,0.5,0.5,-1,2023-02-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,681
Coenie Van Wyk,1,1,0,30.0,0,0.5,0.5,1,2011-07-08,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,4912
Cole Gromley,1,0,1,30.0,0,0.5,0.5,-1,2019-07-22,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1976
Conner Huertas Del Pino,1,1,0,30.0,0,0.5,0.5,1,2023-02-03,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,1.0,0.0,0.0,0.0,1.0,684
Constantinos Ioannides,1,0,1,30.0,0,0.5,0.5,-1,2014-04-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3911
Cristian Rodriguez,1,1,0,30.0,0,0.5,0.5,1,2018-02-02,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,2511
Daniel Azar,1,0,1,30.0,0,0.5,0.5,-1,2023-09-15,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,460
Daniel Dutra Da Silva,1,0,1,30.0,0,0.5,0.5,-1,2022-07-25,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,877
Daniel Llarenas,1,1,0,30.0,0,0.5,0.5,1,2012-04-06,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,4639
Daniel Smethurst,1,0,1,30.0,0,0.5,0.5,-1,2014-06-23,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,3831
Daniele Bracciali,1,1,0,30.0,0,0.5,0.5,1,2011-09-16,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,4842
Danylo Kalenichenko,1,0,1,30.0,0,0.5,0.5,-1,2016-09-16,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3015
Darius Florin Bragusi,1,0,1,30.0,0,0.5,0.5,-1,2012-04-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4639
Darko Bojanovic,1,0,1,30.0,0,0.5,0.5,-1,2018-09-14,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2287
David Szintai,1,0,1,30.0,0,0.5,0.5,-1,2019-02-01,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2147
David Vega Hernandez,1,0,1,30.0,0,0.5,0.5,-1,2015-04-27,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3523
Dawood Sayed Hashim,1,0,1,30.0,0,0.5,0.5,-1,2015-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3575
Delmas Ntcha,1,0,1,30.0,0,0.5,0.5,-1,2022-03-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1020
Demetris Azoides,1,1,0,30.0,0,0.5,0.5,1,2024-09-14,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,95
Dennis Lajola,1,0,1,30.0,0,0.5,0.5,-1,2012-02-13,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4692
Devin Badenhorst,1,0,1,30.0,0,0.5,0.5,-1,2023-02-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,,0.0,0.0,0.0,0.0,1.0,683
Diego Fernandez Flores,1,1,0,30.0,0,0.5,0.5,1,2022-03-04,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,1020
Diego Hidalgo,1,0,1,30.0,0,0.5,0.5,-1,2012-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4695
Digvijaypratap Singh,1,1,0,30.0,0,0.5,0.5,1,2023-09-16,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,459
Dimitri Badra,1,0,1,30.0,0,0.5,0.5,-1,2021-09-18,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1187
Dinko Halachev,1,0,1,30.0,0,0.5,0.5,-1,2014-04-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3911
Dmitrii Baskov,1,0,1,30.0,0,0.5,0.5,-1,2015-07-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3442
Dominik Meffert,1,0,1,30.0,0,0.5,0.5,-1,2011-06-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,4944
Duilio Vallebuona,1,0,1,30.0,0,0.5,0.5,-1,2015-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3575
Edgars Manusis,1,0,1,30.0,0,0.5,0.5,-1,2021-09-18,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1187
Edris Fetisleam,1,1,0,30.0,0,0.5,0.5,1,2018-04-07,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,2447
Edward Corrie,1,0,1,30.0,0,0.5,0.5,-1,2013-06-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,4209
Egor Matvievici,1,0,1,30.0,0,0.5,0.5,-1,2015-07-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3442
Emil Reinberg,1,0,1,30.0,0,0.5,0.5,-1,2018-07-23,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2340
Enrique Lopez Perez,1,0,1,30.0,0,0.5,0.5,-1,2016-07-18,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3075
Enrique Olivares,1,1,0,30.0,0,0.5,0.5,1,2012-02-10,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,4695
Eric Jr. Olivarez,1,0,1,30.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,1748
Eric Quigley,1,0,1,30.0,0,0.5,0.5,-1,2015-02-16,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3593
Erik Arutiunian,1,0,1,30.0,0,0.5,0.5,-1,2021-09-18,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,1187
Ervin Eleskovic,1,0,1,30.0,0,0.5,0.5,-1,2011-07-08,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4912
Evan Furness,1,0,1,30.0,0,0.5,0.5,-1,2022-09-19,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,821
Evgeny Karlovskiy,1,0,1,30.0,0,0.5,0.5,-1,2018-10-15,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2256
Evgeny Kirillov,1,0,1,30.0,0,0.5,0.5,-1,2011-06-12,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,4938
Fabiano De Paula,1,0,1,30.0,0,0.5,0.5,-1,2014-07-21,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3803
Facundo Mena,1,0,1,30.0,0,0.5,0.5,-1,2022-09-19,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,821
Faris Zakaryia,1,0,1,30.0,0,0.5,0.5,-1,2024-09-13,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,96
Felipe Rios,1,0,1,30.0,0,0.5,0.5,-1,2011-01-31,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,5070
Fernando Romboli,1,0,1,30.0,0,0.5,0.5,-1,2011-02-07,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,5063
Filip Veger,1,0,1,30.0,0,0.5,0.5,-1,2013-02-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4335
Finn Reynolds,1,0,1,30.0,0,0.5,0.5,-1,2021-09-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,0.0,,,0.0,1.0,0.0,0.0,1188
Florin Mergea,1,0,1,30.0,0,0.5,0.5,-1,2016-07-15,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3078
Francesco Maestrelli,1,0,1,30.0,0,0.5,0.5,-1,2022-10-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,800
Francisco Cabral,1,0,1,30.0,0,0.5,0.5,-1,2024-07-29,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,142
Francisco Yim Kim,1,0,1,30.0,0,0.5,0.5,-1,2016-03-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3211
Frantisek Cermak,1,0,1,30.0,0,0.5,0.5,-1,2012-02-10,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4695
Fred Simonsson,1,0,1,30.0,0,0.5,0.5,-1,2016-07-11,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3082
Freddy Murray,1,1,0,30.0,0,0.5,0.5,1,2023-09-16,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,459
Gabriel Donev,1,0,1,30.0,0,0.5,0.5,-1,2019-09-13,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,1923
Gabriel Moraru,1,0,1,30.0,0,0.5,0.5,-1,2012-04-23,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4622
Germain Gigounon,1,0,1,30.0,0,0.5,0.5,-1,2015-05-24,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3496
Gillian Osmont,1,0,1,30.0,0,0.5,0.5,-1,2024-02-02,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,320
Giorgi Javakhishvili,1,0,1,30.0,0,0.5,0.5,-1,2016-03-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3211
Giovani Samaha,1,0,1,30.0,0,0.5,0.5,-1,2015-07-17,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3442
Gonzalo Villanueva,1,0,1,30.0,0,0.5,0.5,-1,2022-08-01,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,870
Gorka Fraile,1,0,1,30.0,0,0.5,0.5,-1,2012-07-09,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4545
Gregoire Burquier,1,0,1,30.0,0,0.5,0.5,-1,2014-09-22,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3740
Guillermo Hormazabal,1,0,1,30.0,0,0.5,0.5,-1,2012-09-14,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,4478
Guillermo Rivera Aranguiz,1,0,1,30.0,0,0.5,0.5,-1,2011-03-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,5038
Gustavo Ramirez,1,0,1,30.0,0,0.5,0.5,-1,2014-04-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,3911
Gyorgy Balazs,1,0,1,30.0,0,0.5,0.5,-1,2011-09-16,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,4842
Hamza Karmoussi,1,0,1,30.0,0,0.5,0.5,-1,2024-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,319
Hao Sheng Koay,1,0,1,30.0,0,0.5,0.5,-1,2016-03-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3211
Hasan Ibrahim,1,0,1,30.0,0,0.5,0.5,-1,2020-03-06,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,1748
Hei Yin Andrew Li,1,0,1,30.0,0,0.5,0.5,-1,2017-02-03,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,2875
Henri Kontinen,1,1,0,30.0,0,0.5,0.5,1,2011-09-16,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,4842
Hernan Casanova,1,0,1,30.0,0,0.5,0.5,-1,2022-07-25,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,,,,1.0,0.0,0.0,0.0,877
Heve Kelley,1,0,1,30.0,0,0.5,0.5,-1,2024-02-02,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,320
Hyun Joon Kim,1,1,0,30.0,0,0.5,0.5,1,2011-03-04,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,1.0,,0.0,0.0,1.0,0.0,5038
Iliyan Radulov,1,1,0,30.0,0,0.5,0.5,1,2024-09-14,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1.0,,,,1.0,0.0,0.0,0.0,95
Irakli Metreveli,1,0,1,30.0,0,0.5,0.5,-1,2016-03-04,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,3211
Isaac Becroft,1,0,1,30.0,0,0.5,0.5,-1,2022-09-16,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,,,0.0,,0.0,0.0,1.0,0.0,824
